r,t,y,AccumulatedNewCapacity
RE1,MINCOA,2020,378.432
RE1,MINCOA,2021,378.432
RE1,MINCOA,2022,378.432
RE1,MINCOA,2023,378.432
RE1,MINCOA,2024,378.432
RE1,MINCOA,2025,378.432
RE1,MINCOA,2026,378.432
RE1,MINCOA,2027,378.432
RE1,MINCOA,2028,378.432
RE1,MINCOA,2029,378.432
RE1,MINCOA,2030,378.432
RE1,MINCOA,2031,378.432
RE1,MINCOA,2032,378.432
RE1,MINCOA,2033,378.432
RE1,MINCOA,2034,378.432
RE1,MINCOA,2035,378.432
RE1,MINGAS,2020,116.1203
RE1,MINGAS,2021,185.625
RE1,MINGAS,2022,262.605
RE1,MINGAS,2023,314.1413
RE1,MINGAS,2024,359.9666
RE1,MINGAS,2025,378.432
RE1,MINGAS,2026,378.432
RE1,MINGAS,2027,401.4144
RE1,MINGAS,2028,457.5399
RE1,MINGAS,2029,519.2012
RE1,MINGAS,2030,709.7948
RE1,MINGAS,2031,776.9473
RE1,MINGAS,2032,849.5889
RE1,MINGAS,2033,925.0378
RE1,MINGAS,2034,1006.1118
RE1,MINGAS,2035,1089.9403
RE1,PWRGAS,2026,0.5193
RE1,PWRGAS,2027,1.3644
RE1,PWRGAS,2028,2.2542
RE1,PWRGAS,2029,3.2319
RE1,PWRGAS,2030,6.2537
RE1,PWRGAS,2031,8.3184
RE1,PWRGAS,2032,9.4701
RE1,PWRGAS,2033,10.6664
RE1,PWRGAS,2034,11.9518
RE1,PWRGAS,2035,13.2809
RE1,PWRTRN,2022,0.2246
RE1,PWRTRN,2023,0.9447
RE1,PWRTRN,2024,1.6729
RE1,PWRTRN,2025,2.4547
RE1,PWRTRN,2026,3.3005
RE1,PWRTRN,2027,4.1465
RE1,PWRTRN,2028,5.0374
RE1,PWRTRN,2029,6.0162
RE1,PWRTRN,2030,7.0392
RE1,PWRTRN,2031,8.1073
RE1,PWRTRN,2032,9.2634
RE1,PWRTRN,2033,10.464
RE1,PWRTRN,2034,11.7528
RE1,PWRTRN,2035,13.0864
RE1,RSCLND,2020,300.0
RE1,RSCLND,2021,300.0
RE1,RSCLND,2022,300.0
RE1,RSCLND,2023,300.0
RE1,RSCLND,2024,300.0
RE1,RSCLND,2025,300.0
RE1,RSCLND,2026,300.0
RE1,RSCLND,2027,300.0
RE1,RSCLND,2028,300.0
RE1,RSCLND,2029,300.0
RE1,RSCLND,2030,300.0
RE1,RSCLND,2031,300.0
RE1,RSCLND,2032,300.0
RE1,RSCLND,2033,300.0
RE1,RSCLND,2034,300.0
RE1,RSCLND,2035,300.0
RE1,LNDMAIIRR,2020,0.0008
RE1,LNDMAIIRR,2021,0.4329
RE1,LNDMAIIRR,2022,0.8672
RE1,LNDMAIIRR,2023,1.2993
RE1,LNDMAIIRR,2024,1.7336
RE1,LNDMAIIRR,2025,3.7157
RE1,LNDMAIIRR,2026,3.8442
RE1,LNDMAIIRR,2027,3.9758
RE1,LNDMAIIRR,2028,4.1313
RE1,LNDMAIIRR,2029,4.2868
RE1,LNDMAIIRR,2030,4.4445
RE1,LNDMAIIRR,2031,4.5681
RE1,LNDMAIIRR,2032,4.6918
RE1,LNDMAIIRR,2033,4.8155
RE1,LNDMAIIRR,2034,4.9391
RE1,LNDMAIIRR,2035,5.065
RE1,LNDRICIRR,2020,0.019
RE1,LNDRICIRR,2021,0.1593
RE1,LNDRICIRR,2022,0.319
RE1,LNDRICIRR,2023,0.4791
RE1,LNDRICIRR,2024,1.1179
RE1,LNDRICIRR,2025,1.1994
RE1,LNDRICIRR,2026,1.2829
RE1,LNDRICIRR,2027,1.3654
RE1,LNDRICIRR,2028,1.4488
RE1,LNDRICIRR,2029,1.5332
RE1,LNDRICIRR,2030,1.6175
RE1,LNDRICIRR,2031,1.6498
RE1,LNDRICIRR,2032,1.6829
RE1,LNDRICIRR,2033,1.7171
RE1,LNDRICIRR,2034,1.7512
RE1,LNDRICIRR,2035,1.7862
RE1,LNDFOR,2021,25.2329
RE1,LNDFOR,2022,50.4788
RE1,LNDFOR,2023,75.7256
RE1,LNDFOR,2024,101.3456
RE1,LNDFOR,2025,127.0289
RE1,LNDFOR,2026,152.2039
RE1,LNDFOR,2027,177.1767
RE1,LNDFOR,2028,202.3248
RE1,LNDFOR,2029,227.272
RE1,LNDFOR,2030,252.317
RE1,LNDFOR,2031,252.317
