r_x,f,t,y,m,r_y,l,r,RateOfUseByTechnologyByMode
RE1,ELC002,DEMPUBSURWAT,2034,1,RE1,S21,RE1,8.3994
RE1,ELC002,DEMPUBSURWAT,2035,1,RE1,S21,RE1,8.9896
RE1,WTRSUR,DEMPUBSURWAT,2020,1,RE1,S21,RE1,0.83
RE1,WTRSUR,DEMPUBSURWAT,2021,1,RE1,S21,RE1,0.933
RE1,WTRSUR,DEMPUBSURWAT,2022,1,RE1,S21,RE1,1.056
RE1,WTRSUR,DEMPUBSURWAT,2023,1,RE1,S21,RE1,1.1822
RE1,WTRSUR,DEMPUBSURWAT,2024,1,RE1,S21,RE1,1.3135
RE1,WTRSUR,DEMPUBSURWAT,2025,1,RE1,S21,RE1,1.4514
RE1,WTRSUR,DEMPUBSURWAT,2026,1,RE1,S21,RE1,1.5943
RE1,WTRSUR,DEMPUBSURWAT,2027,1,RE1,S21,RE1,1.7422
RE1,WTRSUR,DEMPUBSURWAT,2028,1,RE1,S21,RE1,1.8984
RE1,WTRSUR,DEMPUBSURWAT,2029,1,RE1,S21,RE1,2.0596
RE1,WTRSUR,DEMPUBSURWAT,2030,1,RE1,S21,RE1,2.2291
RE1,WTRSUR,DEMPUBSURWAT,2031,1,RE1,S21,RE1,2.4052
RE1,WTRSUR,DEMPUBSURWAT,2032,1,RE1,S21,RE1,2.588
RE1,WTRSUR,DEMPUBSURWAT,2033,1,RE1,S21,RE1,2.7791
RE1,WTRSUR,DEMPUBSURWAT,2034,1,RE1,S21,RE1,2.9785
RE1,WTRSUR,DEMPUBSURWAT,2035,1,RE1,S21,RE1,3.1878
RE1,ELC002,DEMPWRSURWAT,2020,1,RE1,S21,RE1,0.143
RE1,ELC002,DEMPWRSURWAT,2021,1,RE1,S21,RE1,0.1537
RE1,ELC002,DEMPWRSURWAT,2022,1,RE1,S21,RE1,0.1678
RE1,ELC002,DEMPWRSURWAT,2023,1,RE1,S21,RE1,0.185
RE1,ELC002,DEMPWRSURWAT,2024,1,RE1,S21,RE1,0.2028
RE1,ELC002,DEMPWRSURWAT,2025,1,RE1,S21,RE1,0.2239
RE1,ELC002,DEMPWRSURWAT,2026,1,RE1,S21,RE1,0.2507
RE1,ELC002,DEMPWRSURWAT,2027,1,RE1,S21,RE1,0.2713
RE1,ELC002,DEMPWRSURWAT,2028,1,RE1,S21,RE1,0.293
RE1,ELC002,DEMPWRSURWAT,2029,1,RE1,S21,RE1,0.317
RE1,ELC002,DEMPWRSURWAT,2030,1,RE1,S21,RE1,0.333
RE1,ELC002,DEMPWRSURWAT,2031,1,RE1,S21,RE1,0.359
RE1,ELC002,DEMPWRSURWAT,2032,1,RE1,S21,RE1,0.3872
RE1,ELC002,DEMPWRSURWAT,2033,1,RE1,S21,RE1,0.4165
RE1,ELC002,DEMPWRSURWAT,2034,1,RE1,S21,RE1,0.4478
RE1,ELC002,DEMPWRSURWAT,2035,1,RE1,S21,RE1,0.4805
RE1,WTRSUR,DEMPWRSURWAT,2020,1,RE1,S21,RE1,0.0507
RE1,WTRSUR,DEMPWRSURWAT,2021,1,RE1,S21,RE1,0.0545
RE1,WTRSUR,DEMPWRSURWAT,2022,1,RE1,S21,RE1,0.0595
RE1,WTRSUR,DEMPWRSURWAT,2023,1,RE1,S21,RE1,0.0656
RE1,WTRSUR,DEMPWRSURWAT,2024,1,RE1,S21,RE1,0.0719
RE1,WTRSUR,DEMPWRSURWAT,2025,1,RE1,S21,RE1,0.0794
RE1,WTRSUR,DEMPWRSURWAT,2026,1,RE1,S21,RE1,0.0889
RE1,WTRSUR,DEMPWRSURWAT,2027,1,RE1,S21,RE1,0.0962
RE1,WTRSUR,DEMPWRSURWAT,2028,1,RE1,S21,RE1,0.1039
RE1,WTRSUR,DEMPWRSURWAT,2029,1,RE1,S21,RE1,0.1124
RE1,WTRSUR,DEMPWRSURWAT,2030,1,RE1,S21,RE1,0.1181
RE1,WTRSUR,DEMPWRSURWAT,2031,1,RE1,S21,RE1,0.1273
RE1,WTRSUR,DEMPWRSURWAT,2032,1,RE1,S21,RE1,0.1373
RE1,WTRSUR,DEMPWRSURWAT,2033,1,RE1,S21,RE1,0.1477
RE1,WTRSUR,DEMPWRSURWAT,2034,1,RE1,S21,RE1,0.1588
RE1,WTRSUR,DEMPWRSURWAT,2035,1,RE1,S21,RE1,0.1704
RE1,CRPMAI,DEMTRABIO,2020,1,RE1,S21,RE1,1.1848
RE1,CRPMAI,DEMTRABIO,2021,1,RE1,S21,RE1,1.2204
RE1,CRPMAI,DEMTRABIO,2022,1,RE1,S21,RE1,1.2559
RE1,CRPMAI,DEMTRABIO,2023,1,RE1,S21,RE1,1.2915
RE1,CRPMAI,DEMTRABIO,2024,1,RE1,S21,RE1,1.327
RE1,CRPMAI,DEMTRABIO,2025,1,RE1,S21,RE1,1.3744
RE1,CRPMAI,DEMTRABIO,2026,1,RE1,S21,RE1,1.41
RE1,CRPMAI,DEMTRABIO,2027,1,RE1,S21,RE1,1.4455
RE1,CRPMAI,DEMTRABIO,2028,1,RE1,S21,RE1,1.4929
RE1,CRPMAI,DEMTRABIO,2029,1,RE1,S21,RE1,1.5403
RE1,CRPMAI,DEMTRABIO,2030,1,RE1,S21,RE1,1.5877
RE1,CRPMAI,DEMTRABIO,2031,1,RE1,S21,RE1,1.6351
RE1,CRPMAI,DEMTRABIO,2032,1,RE1,S21,RE1,1.6825
RE1,CRPMAI,DEMTRABIO,2033,1,RE1,S21,RE1,1.7299
RE1,CRPMAI,DEMTRABIO,2034,1,RE1,S21,RE1,1.7773
RE1,CRPMAI,DEMTRABIO,2035,1,RE1,S21,RE1,1.8246
RE1,LND,LNDBLT,2020,1,RE1,S21,RE1,15.0
RE1,LND,LNDBLT,2021,1,RE1,S21,RE1,15.2
RE1,LND,LNDBLT,2022,1,RE1,S21,RE1,15.3
RE1,LND,LNDBLT,2023,1,RE1,S21,RE1,15.5
RE1,LND,LNDBLT,2024,1,RE1,S21,RE1,15.6
RE1,LND,LNDBLT,2025,1,RE1,S21,RE1,15.8
RE1,LND,LNDBLT,2026,1,RE1,S21,RE1,15.9
RE1,LND,LNDBLT,2027,1,RE1,S21,RE1,16.1
RE1,LND,LNDBLT,2028,1,RE1,S21,RE1,16.2
RE1,LND,LNDBLT,2029,1,RE1,S21,RE1,16.4
RE1,LND,LNDBLT,2030,1,RE1,S21,RE1,16.6
RE1,LND,LNDBLT,2031,1,RE1,S21,RE1,16.7
RE1,LND,LNDBLT,2032,1,RE1,S21,RE1,16.9
RE1,LND,LNDBLT,2033,1,RE1,S21,RE1,17.1
RE1,LND,LNDBLT,2034,1,RE1,S21,RE1,17.2
RE1,LND,LNDBLT,2035,1,RE1,S21,RE1,17.4
RE1,WTRPRC,LNDBLT,2020,1,RE1,S21,RE1,18.0
RE1,WTRPRC,LNDBLT,2021,1,RE1,S21,RE1,18.24
RE1,WTRPRC,LNDBLT,2022,1,RE1,S21,RE1,18.36
RE1,WTRPRC,LNDBLT,2023,1,RE1,S21,RE1,18.6
RE1,WTRPRC,LNDBLT,2024,1,RE1,S21,RE1,18.72
RE1,WTRPRC,LNDBLT,2025,1,RE1,S21,RE1,18.96
RE1,WTRPRC,LNDBLT,2026,1,RE1,S21,RE1,19.08
RE1,WTRPRC,LNDBLT,2027,1,RE1,S21,RE1,19.32
RE1,WTRPRC,LNDBLT,2028,1,RE1,S21,RE1,19.44
RE1,WTRPRC,LNDBLT,2029,1,RE1,S21,RE1,19.68
RE1,WTRPRC,LNDBLT,2030,1,RE1,S21,RE1,19.92
RE1,WTRPRC,LNDBLT,2031,1,RE1,S21,RE1,20.04
RE1,WTRPRC,LNDBLT,2032,1,RE1,S21,RE1,20.28
RE1,WTRPRC,LNDBLT,2033,1,RE1,S21,RE1,20.52
RE1,WTRPRC,LNDBLT,2034,1,RE1,S21,RE1,20.64
RE1,WTRPRC,LNDBLT,2035,1,RE1,S21,RE1,20.88
RE1,LND,LNDFOR,2020,1,RE1,S21,RE1,253.6
RE1,LND,LNDFOR,2021,1,RE1,S21,RE1,253.4329
RE1,LND,LNDFOR,2022,1,RE1,S21,RE1,253.3788
RE1,LND,LNDFOR,2023,1,RE1,S21,RE1,253.2256
RE1,LND,LNDFOR,2024,1,RE1,S21,RE1,253.5456
RE1,LND,LNDFOR,2025,1,RE1,S21,RE1,253.8289
RE1,LND,LNDFOR,2026,1,RE1,S21,RE1,253.6039
RE1,LND,LNDFOR,2027,1,RE1,S21,RE1,253.2767
RE1,LND,LNDFOR,2028,1,RE1,S21,RE1,253.0248
RE1,LND,LNDFOR,2029,1,RE1,S21,RE1,252.672
RE1,LND,LNDFOR,2030,1,RE1,S21,RE1,252.317
RE1,LND,LNDFOR,2031,1,RE1,S21,RE1,251.5438
RE1,LND,LNDFOR,2032,1,RE1,S21,RE1,250.4657
RE1,LND,LNDFOR,2033,1,RE1,S21,RE1,249.3848
RE1,LND,LNDFOR,2034,1,RE1,S21,RE1,248.6061
RE1,LND,LNDFOR,2035,1,RE1,S21,RE1,247.5158
RE1,WTRPRC,LNDFOR,2020,1,RE1,S21,RE1,304.32
RE1,WTRPRC,LNDFOR,2021,1,RE1,S21,RE1,304.1195
RE1,WTRPRC,LNDFOR,2022,1,RE1,S21,RE1,304.0546
RE1,WTRPRC,LNDFOR,2023,1,RE1,S21,RE1,303.8707
RE1,WTRPRC,LNDFOR,2024,1,RE1,S21,RE1,304.2547
RE1,WTRPRC,LNDFOR,2025,1,RE1,S21,RE1,304.5947
RE1,WTRPRC,LNDFOR,2026,1,RE1,S21,RE1,304.3247
RE1,WTRPRC,LNDFOR,2027,1,RE1,S21,RE1,303.932
RE1,WTRPRC,LNDFOR,2028,1,RE1,S21,RE1,303.6298
RE1,WTRPRC,LNDFOR,2029,1,RE1,S21,RE1,303.2064
RE1,WTRPRC,LNDFOR,2030,1,RE1,S21,RE1,302.7804
RE1,WTRPRC,LNDFOR,2031,1,RE1,S21,RE1,301.8526
RE1,WTRPRC,LNDFOR,2032,1,RE1,S21,RE1,300.5588
RE1,WTRPRC,LNDFOR,2033,1,RE1,S21,RE1,299.2618
RE1,WTRPRC,LNDFOR,2034,1,RE1,S21,RE1,298.3273
RE1,WTRPRC,LNDFOR,2035,1,RE1,S21,RE1,297.019
RE1,AGRDSL,LNDMAIIRR,2020,1,RE1,S21,RE1,0.1665
RE1,AGRDSL,LNDMAIIRR,2021,1,RE1,S21,RE1,0.3616
RE1,AGRDSL,LNDMAIIRR,2022,1,RE1,S21,RE1,0.5577
RE1,AGRDSL,LNDMAIIRR,2023,1,RE1,S21,RE1,0.7528
RE1,AGRDSL,LNDMAIIRR,2024,1,RE1,S21,RE1,0.9489
RE1,AGRDSL,LNDMAIIRR,2025,1,RE1,S21,RE1,1.9035
RE1,AGRDSL,LNDMAIIRR,2026,1,RE1,S21,RE1,1.9503
RE1,AGRDSL,LNDMAIIRR,2027,1,RE1,S21,RE1,1.9981
RE1,AGRDSL,LNDMAIIRR,2028,1,RE1,S21,RE1,2.0577
RE1,AGRDSL,LNDMAIIRR,2029,1,RE1,S21,RE1,2.1172
RE1,AGRDSL,LNDMAIIRR,2030,1,RE1,S21,RE1,2.1778
RE1,AGRDSL,LNDMAIIRR,2031,1,RE1,S21,RE1,2.2384
RE1,AGRDSL,LNDMAIIRR,2032,1,RE1,S21,RE1,2.299
RE1,AGRDSL,LNDMAIIRR,2033,1,RE1,S21,RE1,2.3596
RE1,AGRDSL,LNDMAIIRR,2034,1,RE1,S21,RE1,2.4202
RE1,AGRDSL,LNDMAIIRR,2035,1,RE1,S21,RE1,2.4818
RE1,AGRWAT,LNDMAIIRR,2020,1,RE1,S21,RE1,0.1019
RE1,AGRWAT,LNDMAIIRR,2021,1,RE1,S21,RE1,0.2214
RE1,AGRWAT,LNDMAIIRR,2022,1,RE1,S21,RE1,0.3415
RE1,AGRWAT,LNDMAIIRR,2023,1,RE1,S21,RE1,0.4609
RE1,AGRWAT,LNDMAIIRR,2024,1,RE1,S21,RE1,0.581
RE1,AGRWAT,LNDMAIIRR,2025,1,RE1,S21,RE1,1.1654
RE1,AGRWAT,LNDMAIIRR,2026,1,RE1,S21,RE1,1.1941
RE1,AGRWAT,LNDMAIIRR,2027,1,RE1,S21,RE1,1.2233
RE1,AGRWAT,LNDMAIIRR,2028,1,RE1,S21,RE1,1.2598
RE1,AGRWAT,LNDMAIIRR,2029,1,RE1,S21,RE1,1.2962
RE1,AGRWAT,LNDMAIIRR,2030,1,RE1,S21,RE1,1.3333
RE1,AGRWAT,LNDMAIIRR,2031,1,RE1,S21,RE1,1.3704
RE1,AGRWAT,LNDMAIIRR,2032,1,RE1,S21,RE1,1.4075
RE1,AGRWAT,LNDMAIIRR,2033,1,RE1,S21,RE1,1.4446
RE1,AGRWAT,LNDMAIIRR,2034,1,RE1,S21,RE1,1.4817
RE1,AGRWAT,LNDMAIIRR,2035,1,RE1,S21,RE1,1.5195
RE1,LND,LNDMAIIRR,2020,1,RE1,S21,RE1,0.3398
RE1,LND,LNDMAIIRR,2021,1,RE1,S21,RE1,0.7379
RE1,LND,LNDMAIIRR,2022,1,RE1,S21,RE1,1.1382
RE1,LND,LNDMAIIRR,2023,1,RE1,S21,RE1,1.5363
RE1,LND,LNDMAIIRR,2024,1,RE1,S21,RE1,1.9366
RE1,LND,LNDMAIIRR,2025,1,RE1,S21,RE1,3.8847
RE1,LND,LNDMAIIRR,2026,1,RE1,S21,RE1,3.9802
RE1,LND,LNDMAIIRR,2027,1,RE1,S21,RE1,4.0778
RE1,LND,LNDMAIIRR,2028,1,RE1,S21,RE1,4.1993
RE1,LND,LNDMAIIRR,2029,1,RE1,S21,RE1,4.3208
RE1,LND,LNDMAIIRR,2030,1,RE1,S21,RE1,4.4445
RE1,LND,LNDMAIIRR,2031,1,RE1,S21,RE1,4.5681
RE1,LND,LNDMAIIRR,2032,1,RE1,S21,RE1,4.6918
RE1,LND,LNDMAIIRR,2033,1,RE1,S21,RE1,4.8155
RE1,LND,LNDMAIIRR,2034,1,RE1,S21,RE1,4.9391
RE1,LND,LNDMAIIRR,2035,1,RE1,S21,RE1,5.065
RE1,WTRPRC,LNDMAIIRR,2020,1,RE1,S21,RE1,0.4078
RE1,WTRPRC,LNDMAIIRR,2021,1,RE1,S21,RE1,0.8855
RE1,WTRPRC,LNDMAIIRR,2022,1,RE1,S21,RE1,1.3658
RE1,WTRPRC,LNDMAIIRR,2023,1,RE1,S21,RE1,1.8436
RE1,WTRPRC,LNDMAIIRR,2024,1,RE1,S21,RE1,2.3239
RE1,WTRPRC,LNDMAIIRR,2025,1,RE1,S21,RE1,4.6616
RE1,WTRPRC,LNDMAIIRR,2026,1,RE1,S21,RE1,4.7762
RE1,WTRPRC,LNDMAIIRR,2027,1,RE1,S21,RE1,4.8934
RE1,WTRPRC,LNDMAIIRR,2028,1,RE1,S21,RE1,5.0392
RE1,WTRPRC,LNDMAIIRR,2029,1,RE1,S21,RE1,5.185
RE1,WTRPRC,LNDMAIIRR,2030,1,RE1,S21,RE1,5.3334
RE1,WTRPRC,LNDMAIIRR,2031,1,RE1,S21,RE1,5.4817
RE1,WTRPRC,LNDMAIIRR,2032,1,RE1,S21,RE1,5.6302
RE1,WTRPRC,LNDMAIIRR,2033,1,RE1,S21,RE1,5.7786
RE1,WTRPRC,LNDMAIIRR,2034,1,RE1,S21,RE1,5.9269
RE1,WTRPRC,LNDMAIIRR,2035,1,RE1,S21,RE1,6.078
RE1,AGRDSL,LNDMAIRNF,2020,1,RE1,S21,RE1,1.2054
RE1,AGRDSL,LNDMAIRNF,2021,1,RE1,S21,RE1,1.0849
RE1,AGRDSL,LNDMAIRNF,2022,1,RE1,S21,RE1,0.9643
RE1,AGRDSL,LNDMAIRNF,2023,1,RE1,S21,RE1,0.8438
RE1,AGRDSL,LNDMAIRNF,2024,1,RE1,S21,RE1,0.7232
RE1,LND,LNDMAIRNF,2020,1,RE1,S21,RE1,4.1
RE1,LND,LNDMAIRNF,2021,1,RE1,S21,RE1,3.69
RE1,LND,LNDMAIRNF,2022,1,RE1,S21,RE1,3.28
RE1,LND,LNDMAIRNF,2023,1,RE1,S21,RE1,2.87
RE1,LND,LNDMAIRNF,2024,1,RE1,S21,RE1,2.46
RE1,WTRPRC,LNDMAIRNF,2020,1,RE1,S21,RE1,4.92
RE1,WTRPRC,LNDMAIRNF,2021,1,RE1,S21,RE1,4.428
RE1,WTRPRC,LNDMAIRNF,2022,1,RE1,S21,RE1,3.936
RE1,WTRPRC,LNDMAIRNF,2023,1,RE1,S21,RE1,3.444
RE1,WTRPRC,LNDMAIRNF,2024,1,RE1,S21,RE1,2.952
RE1,AGRDSL,LNDRICIRR,2020,1,RE1,S21,RE1,0.2695
RE1,AGRDSL,LNDRICIRR,2021,1,RE1,S21,RE1,0.3123
RE1,AGRDSL,LNDRICIRR,2022,1,RE1,S21,RE1,0.3646
RE1,AGRDSL,LNDRICIRR,2023,1,RE1,S21,RE1,0.417
RE1,AGRDSL,LNDRICIRR,2024,1,RE1,S21,RE1,0.7041
RE1,AGRDSL,LNDRICIRR,2025,1,RE1,S21,RE1,0.718
RE1,AGRDSL,LNDRICIRR,2026,1,RE1,S21,RE1,0.7325
RE1,AGRDSL,LNDRICIRR,2027,1,RE1,S21,RE1,0.747
RE1,AGRDSL,LNDRICIRR,2028,1,RE1,S21,RE1,0.7619
RE1,AGRDSL,LNDRICIRR,2029,1,RE1,S21,RE1,0.7772
RE1,AGRDSL,LNDRICIRR,2030,1,RE1,S21,RE1,0.7926
RE1,AGRDSL,LNDRICIRR,2031,1,RE1,S21,RE1,0.8084
RE1,AGRDSL,LNDRICIRR,2032,1,RE1,S21,RE1,0.8246
RE1,AGRDSL,LNDRICIRR,2033,1,RE1,S21,RE1,0.8414
RE1,AGRDSL,LNDRICIRR,2034,1,RE1,S21,RE1,0.8581
RE1,AGRDSL,LNDRICIRR,2035,1,RE1,S21,RE1,0.8752
RE1,AGRWAT,LNDRICIRR,2020,1,RE1,S21,RE1,0.2475
RE1,AGRWAT,LNDRICIRR,2021,1,RE1,S21,RE1,0.2868
RE1,AGRWAT,LNDRICIRR,2022,1,RE1,S21,RE1,0.3348
RE1,AGRWAT,LNDRICIRR,2023,1,RE1,S21,RE1,0.383
RE1,AGRWAT,LNDRICIRR,2024,1,RE1,S21,RE1,0.6466
RE1,AGRWAT,LNDRICIRR,2025,1,RE1,S21,RE1,0.6594
RE1,AGRWAT,LNDRICIRR,2026,1,RE1,S21,RE1,0.6727
RE1,AGRWAT,LNDRICIRR,2027,1,RE1,S21,RE1,0.686
RE1,AGRWAT,LNDRICIRR,2028,1,RE1,S21,RE1,0.6997
RE1,AGRWAT,LNDRICIRR,2029,1,RE1,S21,RE1,0.7138
RE1,AGRWAT,LNDRICIRR,2030,1,RE1,S21,RE1,0.7279
RE1,AGRWAT,LNDRICIRR,2031,1,RE1,S21,RE1,0.7424
RE1,AGRWAT,LNDRICIRR,2032,1,RE1,S21,RE1,0.7573
RE1,AGRWAT,LNDRICIRR,2033,1,RE1,S21,RE1,0.7727
RE1,AGRWAT,LNDRICIRR,2034,1,RE1,S21,RE1,0.788
RE1,AGRWAT,LNDRICIRR,2035,1,RE1,S21,RE1,0.8038
RE1,LND,LNDRICIRR,2020,1,RE1,S21,RE1,0.55
RE1,LND,LNDRICIRR,2021,1,RE1,S21,RE1,0.6373
RE1,LND,LNDRICIRR,2022,1,RE1,S21,RE1,0.744
RE1,LND,LNDRICIRR,2023,1,RE1,S21,RE1,0.8511
RE1,LND,LNDRICIRR,2024,1,RE1,S21,RE1,1.4369
RE1,LND,LNDRICIRR,2025,1,RE1,S21,RE1,1.4654
