r,t,y,NewCapacity
RE1,MINCOA,2020,378.432
RE1,MINGAS,2020,116.1203
RE1,MINGAS,2021,69.5048
RE1,MINGAS,2022,76.98
RE1,MINGAS,2023,51.5363
RE1,MINGAS,2024,45.8253
RE1,MINGAS,2025,18.4654
RE1,MINGAS,2027,22.9824
RE1,MINGAS,2028,56.1256
RE1,MINGAS,2029,61.6613
RE1,MINGAS,2030,190.5935
RE1,MINGAS,2031,67.1526
RE1,MINGAS,2032,72.6416
RE1,MINGAS,2033,75.4489
RE1,MINGAS,2034,81.074
RE1,MINGAS,2035,83.8285
RE1,PWRGAS,2026,0.5193
RE1,PWRGAS,2027,0.8451
RE1,PWRGAS,2028,0.8899
RE1,PWRGAS,2029,0.9776
RE1,PWRGAS,2030,3.0218
RE1,PWRGAS,2031,2.0647
RE1,PWRGAS,2032,1.1517
RE1,PWRGAS,2033,1.1962
RE1,PWRGAS,2034,1.2854
RE1,PWRGAS,2035,1.3291
RE1,PWRTRN,2022,0.2246
RE1,PWRTRN,2023,0.7201
RE1,PWRTRN,2024,0.7282
RE1,PWRTRN,2025,0.7818
RE1,PWRTRN,2026,0.8458
RE1,PWRTRN,2027,0.8461
RE1,PWRTRN,2028,0.8909
RE1,PWRTRN,2029,0.9788
RE1,PWRTRN,2030,1.023
RE1,PWRTRN,2031,1.0681
RE1,PWRTRN,2032,1.1561
RE1,PWRTRN,2033,1.2006
RE1,PWRTRN,2034,1.2888
RE1,PWRTRN,2035,1.3335
RE1,RSCLND,2020,300.0
RE1,RSCLND,2021,300.0
RE1,RSCLND,2022,300.0
RE1,RSCLND,2023,300.0
RE1,RSCLND,2024,300.0
RE1,RSCLND,2025,300.0
RE1,RSCLND,2026,300.0
RE1,RSCLND,2027,300.0
RE1,RSCLND,2028,300.0
RE1,RSCLND,2029,300.0
RE1,RSCLND,2030,300.0
RE1,RSCLND,2031,300.0
RE1,RSCLND,2032,300.0
RE1,RSCLND,2033,300.0
RE1,RSCLND,2034,300.0
RE1,RSCLND,2035,300.0
RE1,LNDMAIIRR,2020,0.0008
RE1,LNDMAIIRR,2021,0.4321
RE1,LNDMAIIRR,2022,0.4343
RE1,LNDMAIIRR,2023,0.4321
RE1,LNDMAIIRR,2024,0.4343
RE1,LNDMAIIRR,2025,1.9821
RE1,LNDMAIIRR,2026,0.1285
RE1,LNDMAIIRR,2027,0.1317
RE1,LNDMAIIRR,2028,0.1555
RE1,LNDMAIIRR,2029,0.1555
RE1,LNDMAIIRR,2030,0.1577
RE1,LNDMAIIRR,2031,0.1237
RE1,LNDMAIIRR,2032,0.1237
RE1,LNDMAIIRR,2033,0.1237
RE1,LNDMAIIRR,2034,0.1237
RE1,LNDMAIIRR,2035,0.1266
RE1,LNDRICIRR,2020,0.019
RE1,LNDRICIRR,2021,0.1403
RE1,LNDRICIRR,2022,0.1597
RE1,LNDRICIRR,2023,0.1601
RE1,LNDRICIRR,2024,0.6388
RE1,LNDRICIRR,2025,0.0816
RE1,LNDRICIRR,2026,0.0835
RE1,LNDRICIRR,2027,0.0825
RE1,LNDRICIRR,2028,0.0834
RE1,LNDRICIRR,2029,0.0843
RE1,LNDRICIRR,2030,0.0843
RE1,LNDRICIRR,2031,0.0323
RE1,LNDRICIRR,2032,0.0332
RE1,LNDRICIRR,2033,0.0341
RE1,LNDRICIRR,2034,0.0341
RE1,LNDRICIRR,2035,0.054
RE1,LNDFOR,2021,25.2329
RE1,LNDFOR,2022,25.246
RE1,LNDFOR,2023,25.2468
RE1,LNDFOR,2024,25.6199
RE1,LNDFOR,2025,25.6833
RE1,LNDFOR,2026,25.175
RE1,LNDFOR,2027,24.9728
RE1,LNDFOR,2028,25.1481
RE1,LNDFOR,2029,24.9472
RE1,LNDFOR,2030,25.045
RE1,LNDBLT,2021,1.7
RE1,LNDBLT,2022,1.6
RE1,LNDBLT,2023,1.7
RE1,LNDBLT,2024,1.6
RE1,LNDBLT,2025,1.7
RE1,LNDBLT,2026,1.6
RE1,LNDBLT,2027,1.7
RE1,LNDBLT,2028,1.6
RE1,LNDBLT,2029,1.7
RE1,LNDBLT,2030,1.7
RE1,LNDBLT,2031,0.1
RE1,LNDBLT,2032,0.2
RE1,LNDBLT,2033,0.2
RE1,LNDBLT,2034,0.1
RE1,LNDBLT,2035,0.2
RE1,LNDWAT,2020,25.0892
RE1,LNDWAT,2021,25.021
RE1,LNDWAT,2022,25.021
RE1,LNDWAT,2023,25.021
RE1,LNDWAT,2024,25.021
RE1,LNDWAT,2025,25.021
RE1,LNDWAT,2026,25.021
RE1,LNDWAT,2027,25.021
RE1,LNDWAT,2028,25.021
RE1,LNDWAT,2029,25.021
RE1,LNDWAT,2030,25.021
RE1,LNDWAT,2031,25.5383
RE1,LNDWAT,2032,26.2595
RE1,LNDWAT,2033,26.9826
RE1,LNDWAT,2034,27.5036
RE1,LNDWAT,2035,28.233
RE1,RSCPRC,2020,3185.8407
RE1,RSCPRC,2021,3185.8407
RE1,RSCPRC,2022,3185.8407
RE1,RSCPRC,2023,3185.8407
RE1,RSCPRC,2024,3185.8407
RE1,RSCPRC,2025,3185.8407
RE1,RSCPRC,2026,3185.8407
RE1,RSCPRC,2027,3185.8407
RE1,RSCPRC,2028,3185.8407
RE1,RSCPRC,2029,3185.8407
RE1,RSCPRC,2030,3185.8407
RE1,RSCPRC,2031,3185.8407
RE1,RSCPRC,2032,3185.8407
RE1,RSCPRC,2033,3185.8407
RE1,RSCPRC,2034,3185.8407
RE1,RSCPRC,2035,3185.8407
RE1,RSCHYD,2020,109.7829
RE1,RSCHYD,2021,109.8744
RE1,RSCHYD,2022,109.9724
RE1,RSCHYD,2023,110.0786
RE1,RSCHYD,2024,110.2237
RE1,RSCHYD,2025,110.4016
RE1,RSCHYD,2026,110.4804
RE1,RSCHYD,2027,110.5695
RE1,RSCHYD,2028,110.6639
RE1,RSCHYD,2029,110.7677
RE1,RSCHYD,2030,110.8728
RE1,RSCHYD,2031,111.1762
RE1,RSCHYD,2032,111.5707
RE1,RSCHYD,2033,111.9664
RE1,RSCHYD,2034,112.2722
RE1,RSCHYD,2035,112.6721
RE1,RSCSOL,2020,12.299
RE1,RSCSOL,2021,12.299
RE1,RSCSOL,2022,12.299
RE1,RSCSOL,2023,12.299
RE1,RSCSOL,2024,12.299
RE1,RSCSOL,2025,12.299
RE1,RSCSOL,2026,12.299
RE1,RSCSOL,2027,12.299
RE1,RSCSOL,2028,12.299
RE1,RSCSOL,2029,12.299
RE1,RSCSOL,2030,12.299
RE1,RSCSOL,2031,12.299
RE1,RSCSOL,2032,12.299
RE1,RSCSOL,2033,12.299
RE1,RSCSOL,2034,12.299
RE1,RSCSOL,2035,12.299
RE1,RSCWND,2020,19.3946
RE1,RSCWND,2021,19.3946
RE1,RSCWND,2022,19.3946
RE1,RSCWND,2023,19.3946
RE1,RSCWND,2024,19.3946
RE1,RSCWND,2025,19.3946
RE1,RSCWND,2026,19.3946
RE1,RSCWND,2027,19.3946
RE1,RSCWND,2028,19.3946
RE1,RSCWND,2029,19.3946
RE1,RSCWND,2030,19.3946
RE1,RSCWND,2031,19.3946
RE1,RSCWND,2032,19.3946
RE1,RSCWND,2033,19.3946
RE1,RSCWND,2034,19.3946
RE1,RSCWND,2035,19.3946
RE1,DEMAGRDSL,2020,2.0597
RE1,DEMAGRDSL,2021,2.1353
RE1,DEMAGRDSL,2022,2.2212
RE1,DEMAGRDSL,2023,2.3064
RE1,DEMAGRDSL,2024,2.3762
RE1,DEMAGRDSL,2025,2.6216
RE1,DEMAGRDSL,2026,2.6828
RE1,DEMAGRDSL,2027,2.7451
RE1,DEMAGRDSL,2028,2.8195
RE1,DEMAGRDSL,2029,2.8944
RE1,DEMAGRDSL,2030,2.9704
RE1,DEMAGRDSL,2031,3.0468
RE1,DEMAGRDSL,2032,3.1236
RE1,DEMAGRDSL,2033,3.2009
RE1,DEMAGRDSL,2034,3.2782
RE1,DEMAGRDSL,2035,3.3571
RE1,DEMAGRSURWAT,2023,0.1555
RE1,DEMAGRSURWAT,2024,0.6981
RE1,DEMAGRSURWAT,2025,1.0033
RE1,DEMAGRSURWAT,2026,0.2099
RE1,DEMAGRSURWAT,2027,0.2108
RE1,DEMAGRSURWAT,2028,0.2216
RE1,DEMAGRSURWAT,2029,0.2222
RE1,DEMAGRSURWAT,2030,0.2231
RE1,DEMAGRSURWAT,2031,0.0737
RE1,DEMAGRSURWAT,2032,0.0743
RE1,DEMAGRSURWAT,2033,0.0749
RE1,DEMAGRSURWAT,2034,0.0749
RE1,DEMAGRSURWAT,2035,0.0765
RE1,DEMPWRSURWAT,2020,0.0007
RE1,DEMPWRSURWAT,2021,0.0038
RE1,DEMPWRSURWAT,2022,0.005
RE1,DEMPWRSURWAT,2023,0.0061
RE1,DEMPWRSURWAT,2024,0.0063
RE1,DEMPWRSURWAT,2025,0.0075
RE1,DEMPWRSURWAT,2026,0.0094
RE1,DEMPWRSURWAT,2027,0.0073
RE1,DEMPWRSURWAT,2028,0.0077
RE1,DEMPWRSURWAT,2029,0.0085
RE1,DEMPWRSURWAT,2030,0.0057
RE1,DEMPWRSURWAT,2031,0.0092
RE1,DEMPWRSURWAT,2032,0.01
RE1,DEMPWRSURWAT,2033,0.0104
RE1,DEMPWRSURWAT,2034,0.0111
RE1,DEMPWRSURWAT,2035,0.0115
RE1,DEMPUBSURWAT,2021,0.103
RE1,DEMPUBSURWAT,2022,0.123
RE1,DEMPUBSURWAT,2023,0.1263
RE1,DEMPUBSURWAT,2024,0.1313
RE1,DEMPUBSURWAT,2025,0.1379
RE1,DEMPUBSURWAT,2026,0.1429
RE1,DEMPUBSURWAT,2027,0.1479
RE1,DEMPUBSURWAT,2028,0.1562
RE1,DEMPUBSURWAT,2029,0.1612
RE1,DEMPUBSURWAT,2030,0.1695
RE1,DEMPUBSURWAT,2031,0.1761
RE1,DEMPUBSURWAT,2032,0.1828
RE1,DEMPUBSURWAT,2033,0.1911
RE1,DEMPUBSURWAT,2034,0.1994
RE1,DEMPUBSURWAT,2035,0.2094
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
