r,t,y,CapitalInvestment
RE1,MINCOA,2020,0.0
RE1,MINCOA,2021,0.0
RE1,MINCOA,2022,0.0
RE1,MINCOA,2023,0.0
RE1,MINCOA,2024,0.0
RE1,MINCOA,2025,0.0
RE1,MINCOA,2026,0.0
RE1,MINCOA,2027,0.0
RE1,MINCOA,2028,0.0
RE1,MINCOA,2029,0.0
RE1,MINCOA,2030,0.0
RE1,MINCOA,2031,0.0
RE1,MINCOA,2032,0.0
RE1,MINCOA,2033,0.0
RE1,MINCOA,2034,0.0
RE1,MINCOA,2035,0.0
RE1,MINCOA,2036,0.0
RE1,MINCOA,2037,0.0
RE1,MINCOA,2038,0.0
RE1,MINCOA,2039,0.0
RE1,MINCOA,2040,0.0
RE1,MINGAS,2020,0.0011
RE1,MINGAS,2021,0.0
RE1,MINGAS,2022,0.0
RE1,MINGAS,2023,0.0
RE1,MINGAS,2024,0.0
RE1,MINGAS,2025,0.0
RE1,MINGAS,2026,0.0
RE1,MINGAS,2027,0.0
RE1,MINGAS,2028,0.0
RE1,MINGAS,2029,0.0
RE1,MINGAS,2030,0.0
RE1,MINGAS,2031,0.0
RE1,MINGAS,2032,0.0
RE1,MINGAS,2033,0.0
RE1,MINGAS,2034,0.0
RE1,MINGAS,2035,0.0
RE1,MINGAS,2036,0.0001
RE1,MINGAS,2037,0.0001
RE1,MINGAS,2038,0.0001
RE1,MINGAS,2039,0.0001
RE1,MINGAS,2040,0.0001
RE1,MINHYD,2020,0.0
RE1,MINHYD,2021,0.0
RE1,MINHYD,2022,0.0
RE1,MINHYD,2023,0.0
RE1,MINHYD,2024,0.0
RE1,MINHYD,2025,0.0
RE1,MINHYD,2026,0.0
RE1,MINHYD,2027,0.0
RE1,MINHYD,2028,0.0
RE1,MINHYD,2029,0.0
RE1,MINHYD,2030,0.0
RE1,MINHYD,2031,0.0
RE1,MINHYD,2032,0.0
RE1,MINHYD,2033,0.0
RE1,MINHYD,2034,0.0
RE1,MINHYD,2035,0.0
RE1,MINHYD,2036,0.0
RE1,MINHYD,2037,0.0
RE1,MINHYD,2038,0.0
RE1,MINHYD,2039,0.0
RE1,MINHYD,2040,0.0
RE1,MINSOL,2020,0.0001
RE1,MINSOL,2021,0.0
RE1,MINSOL,2022,0.0
RE1,MINSOL,2023,0.0
RE1,MINSOL,2024,0.0
RE1,MINSOL,2025,0.0
RE1,MINSOL,2026,0.0
RE1,MINSOL,2027,0.0
RE1,MINSOL,2028,0.0
RE1,MINSOL,2029,0.0
RE1,MINSOL,2030,0.0
RE1,MINSOL,2031,0.0
RE1,MINSOL,2032,0.0
RE1,MINSOL,2033,0.0
RE1,MINSOL,2034,0.0
RE1,MINSOL,2035,0.0
RE1,MINSOL,2036,0.0
RE1,MINSOL,2037,0.0
RE1,MINSOL,2038,0.0
RE1,MINSOL,2039,0.0
RE1,MINSOL,2040,0.0
RE1,MINWND,2020,0.0
RE1,MINWND,2021,0.0
RE1,MINWND,2022,0.0
RE1,MINWND,2023,0.0
RE1,MINWND,2024,0.0
RE1,MINWND,2025,0.0
RE1,MINWND,2026,0.0
RE1,MINWND,2027,0.0
RE1,MINWND,2028,0.0
RE1,MINWND,2029,0.0
RE1,MINWND,2030,0.0
RE1,MINWND,2031,0.0
RE1,MINWND,2032,0.0
RE1,MINWND,2033,0.0
RE1,MINWND,2034,0.0
RE1,MINWND,2035,0.0
RE1,MINWND,2036,0.0
RE1,MINWND,2037,0.0
RE1,MINWND,2038,0.0
RE1,MINWND,2039,0.0
RE1,MINWND,2040,0.0
RE1,PWRCOA,2020,0.0
RE1,PWRCOA,2021,0.0
RE1,PWRCOA,2022,0.0
RE1,PWRCOA,2023,0.0
RE1,PWRCOA,2024,0.0
RE1,PWRCOA,2025,0.0
RE1,PWRCOA,2026,0.0
RE1,PWRCOA,2027,0.0
RE1,PWRCOA,2028,0.0
RE1,PWRCOA,2029,0.0
RE1,PWRCOA,2030,0.0
RE1,PWRCOA,2031,0.0
RE1,PWRCOA,2032,0.0
RE1,PWRCOA,2033,0.0
RE1,PWRCOA,2034,0.0
RE1,PWRCOA,2035,0.0
RE1,PWRCOA,2036,0.0
RE1,PWRCOA,2037,0.0
RE1,PWRCOA,2038,0.0
RE1,PWRCOA,2039,0.0
RE1,PWRCOA,2040,0.0
RE1,PWRGAS,2020,6739.419
RE1,PWRGAS,2021,202.1826
RE1,PWRGAS,2022,208.248
RE1,PWRGAS,2023,214.4955
RE1,PWRGAS,2024,220.9304
RE1,PWRGAS,2025,227.5583
RE1,PWRGAS,2026,234.385
RE1,PWRGAS,2027,241.4166
RE1,PWRGAS,2028,248.6591
RE1,PWRGAS,2029,256.1188
RE1,PWRGAS,2030,263.8024
RE1,PWRGAS,2031,271.7165
RE1,PWRGAS,2032,279.868
RE1,PWRGAS,2033,288.264
RE1,PWRGAS,2034,296.9119
RE1,PWRGAS,2035,305.8193
RE1,PWRGAS,2036,314.9938
RE1,PWRGAS,2037,324.4437
RE1,PWRGAS,2038,334.177
RE1,PWRGAS,2039,344.2023
RE1,PWRGAS,2040,354.5284
RE1,PWRHYD,2020,16124.871
RE1,PWRHYD,2021,483.7461
RE1,PWRHYD,2022,498.2585
RE1,PWRHYD,2023,513.2063
RE1,PWRHYD,2024,528.6025
RE1,PWRHYD,2025,544.4605
RE1,PWRHYD,2026,560.7944
RE1,PWRHYD,2027,577.6182
RE1,PWRHYD,2028,594.9467
RE1,PWRHYD,2029,612.7951
RE1,PWRHYD,2030,631.179
RE1,PWRHYD,2031,650.1144
RE1,PWRHYD,2032,669.6178
RE1,PWRHYD,2033,689.7063
RE1,PWRHYD,2034,710.3975
RE1,PWRHYD,2035,731.7094
RE1,PWRHYD,2036,753.6607
RE1,PWRHYD,2037,776.2705
RE1,PWRHYD,2038,799.5586
RE1,PWRHYD,2039,823.5454
RE1,PWRHYD,2040,848.2518
RE1,PWRSOL,2020,1458.1263
RE1,PWRSOL,2021,43.7438
RE1,PWRSOL,2022,45.0561
RE1,PWRSOL,2023,46.4078
RE1,PWRSOL,2024,47.8
RE1,PWRSOL,2025,49.234
RE1,PWRSOL,2026,50.711
RE1,PWRSOL,2027,52.2324
RE1,PWRSOL,2028,53.7993
RE1,PWRSOL,2029,55.4133
RE1,PWRSOL,2030,57.0757
RE1,PWRSOL,2031,58.788
RE1,PWRSOL,2032,60.5516
RE1,PWRSOL,2033,62.3682
RE1,PWRSOL,2034,64.2392
RE1,PWRSOL,2035,66.1664
RE1,PWRSOL,2036,68.1514
RE1,PWRSOL,2037,70.1959
RE1,PWRSOL,2038,72.3018
RE1,PWRSOL,2039,74.4709
RE1,PWRSOL,2040,1534.8313
RE1,PWRTRN,2020,11749.786
RE1,PWRTRN,2021,352.4936
RE1,PWRTRN,2022,363.0684
RE1,PWRTRN,2023,373.9604
RE1,PWRTRN,2024,385.1792
RE1,PWRTRN,2025,396.7346
RE1,PWRTRN,2026,408.6367
RE1,PWRTRN,2027,420.8957
RE1,PWRTRN,2028,433.5226
RE1,PWRTRN,2029,446.5283
RE1,PWRTRN,2030,459.9242
RE1,PWRTRN,2031,473.7219
RE1,PWRTRN,2032,487.9335
RE1,PWRTRN,2033,502.5715
RE1,PWRTRN,2034,517.6487
RE1,PWRTRN,2035,533.1782
RE1,PWRTRN,2036,549.1735
RE1,PWRTRN,2037,565.6487
RE1,PWRTRN,2038,582.6182
RE1,PWRTRN,2039,600.0967
RE1,PWRTRN,2040,618.0996
RE1,PWRWND,2020,0.0
RE1,PWRWND,2021,0.0
RE1,PWRWND,2022,0.0
RE1,PWRWND,2023,0.0
RE1,PWRWND,2024,0.0
RE1,PWRWND,2025,0.0
RE1,PWRWND,2026,0.0
RE1,PWRWND,2027,0.0
RE1,PWRWND,2028,0.0
RE1,PWRWND,2029,0.0
RE1,PWRWND,2030,0.0
RE1,PWRWND,2031,0.0
RE1,PWRWND,2032,0.0
RE1,PWRWND,2033,0.0
RE1,PWRWND,2034,0.0
