r,t,y,NewCapacity
RE1,MINCOA,2020,378.432
RE1,MINGAS,2020,116.1203
RE1,MINGAS,2021,69.5048
RE1,MINGAS,2022,76.98
RE1,MINGAS,2023,51.5363
RE1,MINGAS,2024,45.2702
RE1,MINGAS,2025,19.0205
RE1,MINGAS,2027,21.9821
RE1,MINGAS,2028,56.4588
RE1,MINGAS,2029,61.9952
RE1,MINGAS,2030,190.755
RE1,MINGAS,2031,67.3693
RE1,MINGAS,2032,72.9437
RE1,MINGAS,2033,75.4489
RE1,MINGAS,2034,81.074
RE1,MINGAS,2035,83.8285
RE1,PWRGAS,2026,0.4982
RE1,PWRGAS,2027,0.8504
RE1,PWRGAS,2028,0.8951
RE1,PWRGAS,2029,0.9829
RE1,PWRGAS,2030,3.0244
RE1,PWRGAS,2031,2.0681
RE1,PWRGAS,2032,1.1565
RE1,PWRGAS,2033,1.1962
RE1,PWRGAS,2034,1.2854
RE1,PWRGAS,2035,1.3291
RE1,PWRTRN,2022,0.2246
RE1,PWRTRN,2023,0.7201
RE1,PWRTRN,2024,0.7189
RE1,PWRTRN,2025,0.7636
RE1,PWRTRN,2026,0.8513
RE1,PWRTRN,2027,0.8516
RE1,PWRTRN,2028,0.8964
RE1,PWRTRN,2029,0.9843
RE1,PWRTRN,2030,1.0285
RE1,PWRTRN,2031,1.0681
RE1,PWRTRN,2032,1.1561
RE1,PWRTRN,2033,1.2006
RE1,PWRTRN,2034,1.2888
RE1,PWRTRN,2035,1.3335
RE1,RSCLND,2020,300.0
RE1,RSCLND,2021,300.0
RE1,RSCLND,2022,300.0
RE1,RSCLND,2023,300.0
RE1,RSCLND,2024,300.0
RE1,RSCLND,2025,300.0
RE1,RSCLND,2026,300.0
RE1,RSCLND,2027,300.0
RE1,RSCLND,2028,300.0
RE1,RSCLND,2029,300.0
RE1,RSCLND,2030,300.0
RE1,RSCLND,2031,300.0
RE1,RSCLND,2032,300.0
RE1,RSCLND,2033,300.0
RE1,RSCLND,2034,300.0
RE1,RSCLND,2035,300.0
RE1,LNDMAIIRR,2020,0.0008
RE1,LNDMAIIRR,2021,0.4321
RE1,LNDMAIIRR,2022,0.4343
RE1,LNDMAIIRR,2023,0.4321
RE1,LNDMAIIRR,2024,0.4343
RE1,LNDMAIIRR,2025,0.4581
RE1,LNDMAIIRR,2026,0.4333
RE1,LNDMAIIRR,2027,0.4365
RE1,LNDMAIIRR,2028,0.4603
RE1,LNDMAIIRR,2029,0.4603
RE1,LNDMAIIRR,2030,0.4625
RE1,LNDMAIIRR,2031,0.1237
RE1,LNDMAIIRR,2032,0.1237
RE1,LNDMAIIRR,2033,0.1237
RE1,LNDMAIIRR,2034,0.1237
RE1,LNDMAIIRR,2035,0.1266
RE1,LNDRICIRR,2020,0.019
RE1,LNDRICIRR,2021,0.1403
RE1,LNDRICIRR,2022,0.1597
RE1,LNDRICIRR,2023,0.1601
RE1,LNDRICIRR,2024,0.161
RE1,LNDRICIRR,2025,0.1616
RE1,LNDRICIRR,2026,0.1629
RE1,LNDRICIRR,2027,0.1619
RE1,LNDRICIRR,2028,0.1629
RE1,LNDRICIRR,2029,0.1643
RE1,LNDRICIRR,2030,0.1638
RE1,LNDRICIRR,2031,0.0323
RE1,LNDRICIRR,2032,0.0332
RE1,LNDRICIRR,2033,0.0341
RE1,LNDRICIRR,2034,0.0341
RE1,LNDRICIRR,2035,0.054
RE1,LNDFOR,2021,25.2329
RE1,LNDFOR,2022,25.246
RE1,LNDFOR,2023,25.2468
RE1,LNDFOR,2024,25.2437
RE1,LNDFOR,2025,25.2203
RE1,LNDFOR,2026,25.3428
RE1,LNDFOR,2027,25.1406
RE1,LNDFOR,2028,25.3159
RE1,LNDFOR,2029,25.1154
RE1,LNDFOR,2030,24.6
RE1,LNDBLT,2021,1.7
RE1,LNDBLT,2022,1.6
RE1,LNDBLT,2023,1.7
RE1,LNDBLT,2024,1.6
RE1,LNDBLT,2025,1.7
RE1,LNDBLT,2026,1.6
RE1,LNDBLT,2027,1.7
RE1,LNDBLT,2028,1.6
RE1,LNDBLT,2029,1.7
RE1,LNDBLT,2030,1.7
RE1,LNDBLT,2031,0.1
RE1,LNDBLT,2032,0.2
RE1,LNDBLT,2033,0.2
RE1,LNDBLT,2034,0.1
RE1,LNDBLT,2035,0.2
RE1,LNDWAT,2020,25.0892
RE1,LNDWAT,2021,25.021
RE1,LNDWAT,2022,25.021
RE1,LNDWAT,2023,25.021
RE1,LNDWAT,2024,25.021
RE1,LNDWAT,2025,25.021
RE1,LNDWAT,2026,25.021
RE1,LNDWAT,2027,25.021
RE1,LNDWAT,2028,25.021
RE1,LNDWAT,2029,25.021
RE1,LNDWAT,2030,25.6338
RE1,LNDWAT,2031,25.3778
RE1,LNDWAT,2032,25.021
RE1,LNDWAT,2033,25.7441
RE1,LNDWAT,2034,26.2651
RE1,LNDWAT,2035,26.9945
RE1,RSCPRC,2020,3185.8407
RE1,RSCPRC,2021,3185.8407
RE1,RSCPRC,2022,3185.8407
RE1,RSCPRC,2023,3185.8407
RE1,RSCPRC,2024,3185.8407
RE1,RSCPRC,2025,3185.8407
RE1,RSCPRC,2026,3185.8407
RE1,RSCPRC,2027,3185.8407
RE1,RSCPRC,2028,3185.8407
RE1,RSCPRC,2029,3185.8407
RE1,RSCPRC,2030,3147.1064
RE1,RSCPRC,2031,3163.2839
RE1,RSCPRC,2032,3185.8407
RE1,RSCPRC,2033,3185.8407
RE1,RSCPRC,2034,3185.8407
RE1,RSCPRC,2035,3185.8407
RE1,RSCHYD,2020,109.7829
RE1,RSCHYD,2021,109.8744
RE1,RSCHYD,2022,109.9724
RE1,RSCHYD,2023,110.0786
RE1,RSCHYD,2024,110.1774
RE1,RSCHYD,2025,110.2992
RE1,RSCHYD,2026,110.3985
RE1,RSCHYD,2027,110.508
RE1,RSCHYD,2028,110.6229
RE1,RSCHYD,2029,110.7472
RE1,RSCHYD,2030,111.1179
RE1,RSCHYD,2031,111.112
RE1,RSCHYD,2032,111.0753
RE1,RSCHYD,2033,111.471
RE1,RSCHYD,2034,111.7768
RE1,RSCHYD,2035,112.1767
RE1,RSCSOL,2020,12.299
RE1,RSCSOL,2021,12.299
RE1,RSCSOL,2022,12.299
RE1,RSCSOL,2023,12.299
RE1,RSCSOL,2024,12.299
RE1,RSCSOL,2025,12.299
RE1,RSCSOL,2026,12.299
RE1,RSCSOL,2027,12.299
RE1,RSCSOL,2028,12.299
RE1,RSCSOL,2029,12.299
RE1,RSCSOL,2030,12.299
RE1,RSCSOL,2031,12.299
RE1,RSCSOL,2032,12.299
RE1,RSCSOL,2033,12.299
RE1,RSCSOL,2034,12.299
RE1,RSCSOL,2035,12.299
RE1,RSCWND,2020,19.3946
RE1,RSCWND,2021,19.3946
RE1,RSCWND,2022,19.3946
RE1,RSCWND,2023,19.3946
RE1,RSCWND,2024,19.3946
RE1,RSCWND,2025,19.3946
RE1,RSCWND,2026,19.3946
RE1,RSCWND,2027,19.3946
RE1,RSCWND,2028,19.3946
RE1,RSCWND,2029,19.3946
RE1,RSCWND,2030,19.3946
RE1,RSCWND,2031,19.3946
RE1,RSCWND,2032,19.3946
RE1,RSCWND,2033,19.3946
RE1,RSCWND,2034,19.3946
RE1,RSCWND,2035,19.3946
RE1,DEMAGRDSL,2020,2.0597
RE1,DEMAGRDSL,2021,2.1353
RE1,DEMAGRDSL,2022,2.2212
RE1,DEMAGRDSL,2023,2.3064
RE1,DEMAGRDSL,2024,2.3932
RE1,DEMAGRDSL,2025,2.4916
RE1,DEMAGRDSL,2026,2.5788
RE1,DEMAGRDSL,2027,2.6672
RE1,DEMAGRDSL,2028,2.7676
RE1,DEMAGRDSL,2029,2.8684
RE1,DEMAGRDSL,2030,2.9704
RE1,DEMAGRDSL,2031,3.0468
RE1,DEMAGRDSL,2032,3.1236
RE1,DEMAGRDSL,2033,3.2009
RE1,DEMAGRDSL,2034,3.2782
RE1,DEMAGRDSL,2035,3.3571
RE1,DEMAGRSURWAT,2023,0.1555
RE1,DEMAGRSURWAT,2024,0.391
RE1,DEMAGRSURWAT,2025,0.4015
RE1,DEMAGRSURWAT,2026,0.3916
RE1,DEMAGRSURWAT,2027,0.3925
RE1,DEMAGRSURWAT,2028,0.4033
RE1,DEMAGRSURWAT,2029,0.4043
RE1,DEMAGRSURWAT,2030,0.4048
RE1,DEMAGRSURWAT,2031,0.0737
RE1,DEMAGRSURWAT,2032,0.0743
RE1,DEMAGRSURWAT,2033,0.0749
RE1,DEMAGRSURWAT,2034,0.0749
RE1,DEMAGRSURWAT,2035,0.0765
RE1,DEMPWRSURWAT,2020,0.0007
RE1,DEMPWRSURWAT,2021,0.0038
RE1,DEMPWRSURWAT,2022,0.005
RE1,DEMPWRSURWAT,2023,0.0061
RE1,DEMPWRSURWAT,2024,0.0062
RE1,DEMPWRSURWAT,2025,0.0073
RE1,DEMPWRSURWAT,2026,0.0095
RE1,DEMPWRSURWAT,2027,0.0074
RE1,DEMPWRSURWAT,2028,0.0078
RE1,DEMPWRSURWAT,2029,0.0085
RE1,DEMPWRSURWAT,2030,0.0057
RE1,DEMPWRSURWAT,2031,0.0093
RE1,DEMPWRSURWAT,2032,0.01
RE1,DEMPWRSURWAT,2033,0.0104
RE1,DEMPWRSURWAT,2034,0.0111
RE1,DEMPWRSURWAT,2035,0.0115
RE1,DEMPUBSURWAT,2021,0.103
RE1,DEMPUBSURWAT,2022,0.123
RE1,DEMPUBSURWAT,2023,0.1263
RE1,DEMPUBSURWAT,2024,0.1313
RE1,DEMPUBSURWAT,2025,0.1379
RE1,DEMPUBSURWAT,2026,0.1429
RE1,DEMPUBSURWAT,2027,0.1479
RE1,DEMPUBSURWAT,2028,0.1562
RE1,DEMPUBSURWAT,2029,0.1612
RE1,DEMPUBSURWAT,2030,0.1695
RE1,DEMPUBSURWAT,2031,0.1761
RE1,DEMPUBSURWAT,2032,0.1828
RE1,DEMPUBSURWAT,2033,0.1911
RE1,DEMPUBSURWAT,2034,0.1994
RE1,DEMPUBSURWAT,2035,0.2094
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
