r,l,t,f,y,UseByTechnology
RE1,S11,PWRSOL,SOL,2032,0.0
RE1,S11,PWRSOL,SOL,2033,0.0
RE1,S11,PWRSOL,SOL,2034,0.0
RE1,S11,PWRSOL,SOL,2035,0.0
RE1,S11,PWRSOL,SOL,2036,0.0
RE1,S11,PWRSOL,SOL,2037,0.0
RE1,S11,PWRSOL,SOL,2038,0.0
RE1,S11,PWRSOL,SOL,2039,0.0
RE1,S11,PWRSOL,SOL,2040,0.0
RE1,S11,PWRTRN,ELC001,2020,35.2
RE1,S11,PWRTRN,ELC001,2021,36.256
RE1,S11,PWRTRN,ELC001,2022,37.3437
RE1,S11,PWRTRN,ELC001,2023,38.464
RE1,S11,PWRTRN,ELC001,2024,39.6179
RE1,S11,PWRTRN,ELC001,2025,40.8064
RE1,S11,PWRTRN,ELC001,2026,42.0306
RE1,S11,PWRTRN,ELC001,2027,43.2916
RE1,S11,PWRTRN,ELC001,2028,44.5903
RE1,S11,PWRTRN,ELC001,2029,45.928
RE1,S11,PWRTRN,ELC001,2030,47.3059
RE1,S11,PWRTRN,ELC001,2031,48.725
RE1,S11,PWRTRN,ELC001,2032,50.1868
RE1,S11,PWRTRN,ELC001,2033,51.6924
RE1,S11,PWRTRN,ELC001,2034,53.2432
RE1,S11,PWRTRN,ELC001,2035,54.8405
RE1,S11,PWRTRN,ELC001,2036,56.4857
RE1,S11,PWRTRN,ELC001,2037,58.1802
RE1,S11,PWRTRN,ELC001,2038,59.9256
RE1,S11,PWRTRN,ELC001,2039,61.7234
RE1,S11,PWRTRN,ELC001,2040,63.5751
RE1,S11,PWRWND,WND,2020,0.0
RE1,S11,PWRWND,WND,2021,0.0
RE1,S11,PWRWND,WND,2022,0.0
RE1,S11,PWRWND,WND,2023,0.0
RE1,S11,PWRWND,WND,2024,0.0
RE1,S11,PWRWND,WND,2025,0.0
RE1,S11,PWRWND,WND,2026,0.0
RE1,S11,PWRWND,WND,2027,0.0
RE1,S11,PWRWND,WND,2028,0.0
RE1,S11,PWRWND,WND,2029,0.0
RE1,S11,PWRWND,WND,2030,0.0
RE1,S11,PWRWND,WND,2031,0.0
RE1,S11,PWRWND,WND,2032,0.0
RE1,S11,PWRWND,WND,2033,0.0
RE1,S11,PWRWND,WND,2034,0.0
RE1,S11,PWRWND,WND,2035,0.0
RE1,S11,PWRWND,WND,2036,0.0
RE1,S11,PWRWND,WND,2037,0.0
RE1,S11,PWRWND,WND,2038,0.0
RE1,S11,PWRWND,WND,2039,0.0
RE1,S11,PWRWND,WND,2040,0.0
RE1,S12,PWRCOA,COA,2020,0.0
RE1,S12,PWRCOA,COA,2021,0.0
RE1,S12,PWRCOA,COA,2022,0.0
RE1,S12,PWRCOA,COA,2023,0.0
RE1,S12,PWRCOA,COA,2024,0.0
RE1,S12,PWRCOA,COA,2025,0.0
RE1,S12,PWRCOA,COA,2026,0.0
RE1,S12,PWRCOA,COA,2027,0.0
RE1,S12,PWRCOA,COA,2028,0.0
RE1,S12,PWRCOA,COA,2029,0.0
RE1,S12,PWRCOA,COA,2030,0.0
RE1,S12,PWRCOA,COA,2031,0.0
RE1,S12,PWRCOA,COA,2032,0.0
RE1,S12,PWRCOA,COA,2033,0.0
RE1,S12,PWRCOA,COA,2034,0.0
RE1,S12,PWRCOA,COA,2035,0.0
RE1,S12,PWRCOA,COA,2036,0.0
RE1,S12,PWRCOA,COA,2037,0.0
RE1,S12,PWRCOA,COA,2038,0.0
RE1,S12,PWRCOA,COA,2039,0.0
RE1,S12,PWRCOA,COA,2040,0.0
RE1,S12,PWRGAS,GAS,2020,17.6
RE1,S12,PWRGAS,GAS,2021,18.128
RE1,S12,PWRGAS,GAS,2022,18.6718
RE1,S12,PWRGAS,GAS,2023,19.232
RE1,S12,PWRGAS,GAS,2024,19.809
RE1,S12,PWRGAS,GAS,2025,20.4032
RE1,S12,PWRGAS,GAS,2026,21.0153
RE1,S12,PWRGAS,GAS,2027,21.6458
RE1,S12,PWRGAS,GAS,2028,22.2952
RE1,S12,PWRGAS,GAS,2029,22.964
RE1,S12,PWRGAS,GAS,2030,23.6529
RE1,S12,PWRGAS,GAS,2031,24.3625
RE1,S12,PWRGAS,GAS,2032,25.0934
RE1,S12,PWRGAS,GAS,2033,25.8462
RE1,S12,PWRGAS,GAS,2034,26.6216
RE1,S12,PWRGAS,GAS,2035,27.4202
RE1,S12,PWRGAS,GAS,2036,28.2428
RE1,S12,PWRGAS,GAS,2037,29.0901
RE1,S12,PWRGAS,GAS,2038,29.9628
RE1,S12,PWRGAS,GAS,2039,30.8617
RE1,S12,PWRGAS,GAS,2040,31.7876
RE1,S12,PWRHYD,HYD,2020,0.0
RE1,S12,PWRHYD,HYD,2021,0.0
RE1,S12,PWRHYD,HYD,2022,0.0
RE1,S12,PWRHYD,HYD,2023,0.0
RE1,S12,PWRHYD,HYD,2024,0.0
RE1,S12,PWRHYD,HYD,2025,0.0
RE1,S12,PWRHYD,HYD,2026,0.0
RE1,S12,PWRHYD,HYD,2027,0.0
RE1,S12,PWRHYD,HYD,2028,0.0
RE1,S12,PWRHYD,HYD,2029,0.0
RE1,S12,PWRHYD,HYD,2030,0.0
RE1,S12,PWRHYD,HYD,2031,0.0
RE1,S12,PWRHYD,HYD,2032,0.0
RE1,S12,PWRHYD,HYD,2033,0.0
RE1,S12,PWRHYD,HYD,2034,0.0
RE1,S12,PWRHYD,HYD,2035,0.0
RE1,S12,PWRHYD,HYD,2036,0.0
RE1,S12,PWRHYD,HYD,2037,0.0
RE1,S12,PWRHYD,HYD,2038,0.0
RE1,S12,PWRHYD,HYD,2039,0.0
RE1,S12,PWRHYD,HYD,2040,0.0
RE1,S12,PWRSOL,SOL,2020,0.0
RE1,S12,PWRSOL,SOL,2021,0.0
RE1,S12,PWRSOL,SOL,2022,0.0
RE1,S12,PWRSOL,SOL,2023,0.0
RE1,S12,PWRSOL,SOL,2024,0.0
RE1,S12,PWRSOL,SOL,2025,0.0
RE1,S12,PWRSOL,SOL,2026,0.0
RE1,S12,PWRSOL,SOL,2027,0.0
RE1,S12,PWRSOL,SOL,2028,0.0
RE1,S12,PWRSOL,SOL,2029,0.0
RE1,S12,PWRSOL,SOL,2030,0.0
RE1,S12,PWRSOL,SOL,2031,0.0
RE1,S12,PWRSOL,SOL,2032,0.0
RE1,S12,PWRSOL,SOL,2033,0.0
RE1,S12,PWRSOL,SOL,2034,0.0
RE1,S12,PWRSOL,SOL,2035,0.0
RE1,S12,PWRSOL,SOL,2036,0.0
RE1,S12,PWRSOL,SOL,2037,0.0
RE1,S12,PWRSOL,SOL,2038,0.0
RE1,S12,PWRSOL,SOL,2039,0.0
RE1,S12,PWRSOL,SOL,2040,0.0
RE1,S12,PWRTRN,ELC001,2020,8.8
RE1,S12,PWRTRN,ELC001,2021,9.064
RE1,S12,PWRTRN,ELC001,2022,9.3359
RE1,S12,PWRTRN,ELC001,2023,9.616
RE1,S12,PWRTRN,ELC001,2024,9.9045
RE1,S12,PWRTRN,ELC001,2025,10.2016
RE1,S12,PWRTRN,ELC001,2026,10.5077
RE1,S12,PWRTRN,ELC001,2027,10.8229
RE1,S12,PWRTRN,ELC001,2028,11.1476
RE1,S12,PWRTRN,ELC001,2029,11.482
RE1,S12,PWRTRN,ELC001,2030,11.8265
RE1,S12,PWRTRN,ELC001,2031,12.1813
RE1,S12,PWRTRN,ELC001,2032,12.5467
RE1,S12,PWRTRN,ELC001,2033,12.9231
RE1,S12,PWRTRN,ELC001,2034,13.3108
RE1,S12,PWRTRN,ELC001,2035,13.7101
RE1,S12,PWRTRN,ELC001,2036,14.1214
RE1,S12,PWRTRN,ELC001,2037,14.5451
RE1,S12,PWRTRN,ELC001,2038,14.9814
RE1,S12,PWRTRN,ELC001,2039,15.4309
RE1,S12,PWRTRN,ELC001,2040,15.8938
RE1,S12,PWRWND,WND,2020,0.0
RE1,S12,PWRWND,WND,2021,0.0
RE1,S12,PWRWND,WND,2022,0.0
RE1,S12,PWRWND,WND,2023,0.0
RE1,S12,PWRWND,WND,2024,0.0
RE1,S12,PWRWND,WND,2025,0.0
RE1,S12,PWRWND,WND,2026,0.0
RE1,S12,PWRWND,WND,2027,0.0
RE1,S12,PWRWND,WND,2028,0.0
RE1,S12,PWRWND,WND,2029,0.0
RE1,S12,PWRWND,WND,2030,0.0
RE1,S12,PWRWND,WND,2031,0.0
RE1,S12,PWRWND,WND,2032,0.0
RE1,S12,PWRWND,WND,2033,0.0
RE1,S12,PWRWND,WND,2034,0.0
RE1,S12,PWRWND,WND,2035,0.0
RE1,S12,PWRWND,WND,2036,0.0
RE1,S12,PWRWND,WND,2037,0.0
RE1,S12,PWRWND,WND,2038,0.0
RE1,S12,PWRWND,WND,2039,0.0
RE1,S12,PWRWND,WND,2040,0.0
RE1,S21,PWRCOA,COA,2020,0.0
RE1,S21,PWRCOA,COA,2021,0.0
RE1,S21,PWRCOA,COA,2022,0.0
RE1,S21,PWRCOA,COA,2023,0.0
RE1,S21,PWRCOA,COA,2024,0.0
RE1,S21,PWRCOA,COA,2025,0.0
RE1,S21,PWRCOA,COA,2026,0.0
RE1,S21,PWRCOA,COA,2027,0.0
RE1,S21,PWRCOA,COA,2028,0.0
RE1,S21,PWRCOA,COA,2029,0.0
RE1,S21,PWRCOA,COA,2030,0.0
RE1,S21,PWRCOA,COA,2031,0.0
RE1,S21,PWRCOA,COA,2032,0.0
RE1,S21,PWRCOA,COA,2033,0.0
RE1,S21,PWRCOA,COA,2034,0.0
RE1,S21,PWRCOA,COA,2035,0.0
RE1,S21,PWRCOA,COA,2036,0.0
RE1,S21,PWRCOA,COA,2037,0.0
RE1,S21,PWRCOA,COA,2038,0.0
RE1,S21,PWRCOA,COA,2039,0.0
RE1,S21,PWRCOA,COA,2040,0.0
RE1,S21,PWRGAS,GAS,2020,39.6
RE1,S21,PWRGAS,GAS,2021,40.788
RE1,S21,PWRGAS,GAS,2022,42.0116
RE1,S21,PWRGAS,GAS,2023,43.272
RE1,S21,PWRGAS,GAS,2024,44.5701
RE1,S21,PWRGAS,GAS,2025,45.9073
RE1,S21,PWRGAS,GAS,2026,47.2845
RE1,S21,PWRGAS,GAS,2027,48.703
RE1,S21,PWRGAS,GAS,2028,50.1641
RE1,S21,PWRGAS,GAS,2029,51.669
RE1,S21,PWRGAS,GAS,2030,53.2191
RE1,S21,PWRGAS,GAS,2031,54.8157
RE1,S21,PWRGAS,GAS,2032,56.4601
RE1,S21,PWRGAS,GAS,2033,58.1539
RE1,S21,PWRGAS,GAS,2034,59.8986
RE1,S21,PWRGAS,GAS,2035,61.6955
RE1,S21,PWRGAS,GAS,2036,63.5464
RE1,S21,PWRGAS,GAS,2037,65.4528
RE1,S21,PWRGAS,GAS,2038,67.4163
RE1,S21,PWRGAS,GAS,2039,69.4388
RE1,S21,PWRGAS,GAS,2040,71.522
RE1,S21,PWRHYD,HYD,2020,0.0
RE1,S21,PWRHYD,HYD,2021,0.0
RE1,S21,PWRHYD,HYD,2022,0.0
RE1,S21,PWRHYD,HYD,2023,0.0
RE1,S21,PWRHYD,HYD,2024,0.0
RE1,S21,PWRHYD,HYD,2025,0.0
RE1,S21,PWRHYD,HYD,2026,0.0
RE1,S21,PWRHYD,HYD,2027,0.0
RE1,S21,PWRHYD,HYD,2028,0.0
RE1,S21,PWRHYD,HYD,2029,0.0
RE1,S21,PWRHYD,HYD,2030,0.0
RE1,S21,PWRHYD,HYD,2031,0.0
RE1,S21,PWRHYD,HYD,2032,0.0
RE1,S21,PWRHYD,HYD,2033,0.0
RE1,S21,PWRHYD,HYD,2034,0.0
RE1,S21,PWRHYD,HYD,2035,0.0
RE1,S21,PWRHYD,HYD,2036,0.0
RE1,S21,PWRHYD,HYD,2037,0.0
RE1,S21,PWRHYD,HYD,2038,0.0
RE1,S21,PWRHYD,HYD,2039,0.0
RE1,S21,PWRHYD,HYD,2040,0.0
RE1,S21,PWRSOL,SOL,2020,0.0
RE1,S21,PWRSOL,SOL,2021,0.0
RE1,S21,PWRSOL,SOL,2022,0.0
RE1,S21,PWRSOL,SOL,2023,0.0
RE1,S21,PWRSOL,SOL,2024,0.0
RE1,S21,PWRSOL,SOL,2025,0.0
RE1,S21,PWRSOL,SOL,2026,0.0
RE1,S21,PWRSOL,SOL,2027,0.0
RE1,S21,PWRSOL,SOL,2028,0.0
RE1,S21,PWRSOL,SOL,2029,0.0
RE1,S21,PWRSOL,SOL,2030,0.0
RE1,S21,PWRSOL,SOL,2031,0.0
RE1,S21,PWRSOL,SOL,2032,0.0
RE1,S21,PWRSOL,SOL,2033,0.0
RE1,S21,PWRSOL,SOL,2034,0.0
RE1,S21,PWRSOL,SOL,2035,0.0
RE1,S21,PWRSOL,SOL,2036,0.0
RE1,S21,PWRSOL,SOL,2037,0.0
RE1,S21,PWRSOL,SOL,2038,0.0
RE1,S21,PWRSOL,SOL,2039,0.0
RE1,S21,PWRSOL,SOL,2040,0.0
RE1,S21,PWRTRN,ELC001,2020,19.8
RE1,S21,PWRTRN,ELC001,2021,20.394
RE1,S21,PWRTRN,ELC001,2022,21.0058
RE1,S21,PWRTRN,ELC001,2023,21.636
RE1,S21,PWRTRN,ELC001,2024,22.2851
RE1,S21,PWRTRN,ELC001,2025,22.9536
RE1,S21,PWRTRN,ELC001,2026,23.6422
RE1,S21,PWRTRN,ELC001,2027,24.3515
RE1,S21,PWRTRN,ELC001,2028,25.082
RE1,S21,PWRTRN,ELC001,2029,25.8345
RE1,S21,PWRTRN,ELC001,2030,26.6095
RE1,S21,PWRTRN,ELC001,2031,27.4078
RE1,S21,PWRTRN,ELC001,2032,28.2301
RE1,S21,PWRTRN,ELC001,2033,29.077
RE1,S21,PWRTRN,ELC001,2034,29.9493
RE1,S21,PWRTRN,ELC001,2035,30.8478
RE1,S21,PWRTRN,ELC001,2036,31.7732
RE1,S21,PWRTRN,ELC001,2037,32.7264
RE1,S21,PWRTRN,ELC001,2038,33.7082
RE1,S21,PWRTRN,ELC001,2039,34.7194
RE1,S21,PWRTRN,ELC001,2040,35.761
RE1,S21,PWRWND,WND,2020,0.0
RE1,S21,PWRWND,WND,2021,0.0
RE1,S21,PWRWND,WND,2022,0.0
RE1,S21,PWRWND,WND,2023,0.0
RE1,S21,PWRWND,WND,2024,0.0
RE1,S21,PWRWND,WND,2025,0.0
RE1,S21,PWRWND,WND,2026,0.0
RE1,S21,PWRWND,WND,2027,0.0
RE1,S21,PWRWND,WND,2028,0.0
RE1,S21,PWRWND,WND,2029,0.0
RE1,S21,PWRWND,WND,2030,0.0
RE1,S21,PWRWND,WND,2031,0.0
RE1,S21,PWRWND,WND,2032,0.0
RE1,S21,PWRWND,WND,2033,0.0
RE1,S21,PWRWND,WND,2034,0.0
RE1,S21,PWRWND,WND,2035,0.0
RE1,S21,PWRWND,WND,2036,0.0
RE1,S21,PWRWND,WND,2037,0.0
RE1,S21,PWRWND,WND,2038,0.0
RE1,S21,PWRWND,WND,2039,0.0
RE1,S21,PWRWND,WND,2040,0.0
RE1,S22,PWRCOA,COA,2020,0.0
RE1,S22,PWRCOA,COA,2021,0.0
RE1,S22,PWRCOA,COA,2022,0.0
RE1,S22,PWRCOA,COA,2023,0.0
RE1,S22,PWRCOA,COA,2024,0.0
RE1,S22,PWRCOA,COA,2025,0.0
RE1,S22,PWRCOA,COA,2026,0.0
RE1,S22,PWRCOA,COA,2027,0.0
RE1,S22,PWRCOA,COA,2028,0.0
RE1,S22,PWRCOA,COA,2029,0.0
RE1,S22,PWRCOA,COA,2030,0.0
RE1,S22,PWRCOA,COA,2031,0.0
RE1,S22,PWRCOA,COA,2032,0.0
RE1,S22,PWRCOA,COA,2033,0.0
RE1,S22,PWRCOA,COA,2034,0.0
RE1,S22,PWRCOA,COA,2035,0.0
RE1,S22,PWRCOA,COA,2036,0.0
RE1,S22,PWRCOA,COA,2037,0.0
RE1,S22,PWRCOA,COA,2038,0.0
RE1,S22,PWRCOA,COA,2039,0.0
RE1,S22,PWRCOA,COA,2040,0.0
RE1,S22,PWRGAS,GAS,2020,92.4
RE1,S22,PWRGAS,GAS,2021,95.172
RE1,S22,PWRGAS,GAS,2022,98.0272
RE1,S22,PWRGAS,GAS,2023,100.968
RE1,S22,PWRGAS,GAS,2024,103.997
RE1,S22,PWRGAS,GAS,2025,107.1169
RE1,S22,PWRGAS,GAS,2026,110.3304
RE1,S22,PWRGAS,GAS,2027,113.6404
RE1,S22,PWRGAS,GAS,2028,117.0496
RE1,S22,PWRGAS,GAS,2029,120.561
RE1,S22,PWRGAS,GAS,2030,124.1779
RE1,S22,PWRGAS,GAS,2031,127.9032
RE1,S22,PWRGAS,GAS,2032,131.7403
RE1,S22,PWRGAS,GAS,2033,135.6925
RE1,S22,PWRGAS,GAS,2034,139.7633
RE1,S22,PWRGAS,GAS,2035,143.9562
RE1,S22,PWRGAS,GAS,2036,148.2749
RE1,S22,PWRGAS,GAS,2037,152.7231
RE1,S22,PWRGAS,GAS,2038,157.3048
RE1,S22,PWRGAS,GAS,2039,162.024
RE1,S22,PWRGAS,GAS,2040,166.8847
RE1,S22,PWRHYD,HYD,2020,0.0
RE1,S22,PWRHYD,HYD,2021,0.0
RE1,S22,PWRHYD,HYD,2022,0.0
RE1,S22,PWRHYD,HYD,2023,0.0
RE1,S22,PWRHYD,HYD,2024,0.0
RE1,S22,PWRHYD,HYD,2025,0.0
RE1,S22,PWRHYD,HYD,2026,0.0
RE1,S22,PWRHYD,HYD,2027,0.0
RE1,S22,PWRHYD,HYD,2028,0.0
RE1,S22,PWRHYD,HYD,2029,0.0
RE1,S22,PWRHYD,HYD,2030,0.0
RE1,S22,PWRHYD,HYD,2031,0.0
RE1,S22,PWRHYD,HYD,2032,0.0
RE1,S22,PWRHYD,HYD,2033,0.0
RE1,S22,PWRHYD,HYD,2034,0.0
RE1,S22,PWRHYD,HYD,2035,0.0
RE1,S22,PWRHYD,HYD,2036,0.0
RE1,S22,PWRHYD,HYD,2037,0.0
RE1,S22,PWRHYD,HYD,2038,0.0
RE1,S22,PWRHYD,HYD,2039,0.0
RE1,S22,PWRHYD,HYD,2040,0.0
RE1,S22,PWRSOL,SOL,2020,0.0
RE1,S22,PWRSOL,SOL,2021,0.0
RE1,S22,PWRSOL,SOL,2022,0.0
RE1,S22,PWRSOL,SOL,2023,0.0
RE1,S22,PWRSOL,SOL,2024,0.0
RE1,S22,PWRSOL,SOL,2025,0.0
RE1,S22,PWRSOL,SOL,2026,0.0
RE1,S22,PWRSOL,SOL,2027,0.0
RE1,S22,PWRSOL,SOL,2028,0.0
RE1,S22,PWRSOL,SOL,2029,0.0
RE1,S22,PWRSOL,SOL,2030,0.0
RE1,S22,PWRSOL,SOL,2031,0.0
RE1,S22,PWRSOL,SOL,2032,0.0
RE1,S22,PWRSOL,SOL,2033,0.0
RE1,S22,PWRSOL,SOL,2034,0.0
RE1,S22,PWRSOL,SOL,2035,0.0
RE1,S22,PWRSOL,SOL,2036,0.0
RE1,S22,PWRSOL,SOL,2037,0.0
RE1,S22,PWRSOL,SOL,2038,0.0
RE1,S22,PWRSOL,SOL,2039,0.0
RE1,S22,PWRSOL,SOL,2040,0.0
RE1,S22,PWRTRN,ELC001,2020,46.2
RE1,S22,PWRTRN,ELC001,2021,47.586
RE1,S22,PWRTRN,ELC001,2022,49.0136
RE1,S22,PWRTRN,ELC001,2023,50.484
RE1,S22,PWRTRN,ELC001,2024,51.9985
RE1,S22,PWRTRN,ELC001,2025,53.5585
RE1,S22,PWRTRN,ELC001,2026,55.1652
RE1,S22,PWRTRN,ELC001,2027,56.8202
RE1,S22,PWRTRN,ELC001,2028,58.5248
RE1,S22,PWRTRN,ELC001,2029,60.2805
RE1,S22,PWRTRN,ELC001,2030,62.0889
RE1,S22,PWRTRN,ELC001,2031,63.9516
RE1,S22,PWRTRN,ELC001,2032,65.8702
RE1,S22,PWRTRN,ELC001,2033,67.8463
RE1,S22,PWRTRN,ELC001,2034,69.8816
RE1,S22,PWRTRN,ELC001,2035,71.9781
RE1,S22,PWRTRN,ELC001,2036,74.1374
RE1,S22,PWRTRN,ELC001,2037,76.3616
RE1,S22,PWRTRN,ELC001,2038,78.6524
RE1,S22,PWRTRN,ELC001,2039,81.012
RE1,S22,PWRTRN,ELC001,2040,83.4423
RE1,S22,PWRWND,WND,2020,0.0
RE1,S22,PWRWND,WND,2021,0.0
RE1,S22,PWRWND,WND,2022,0.0
RE1,S22,PWRWND,WND,2023,0.0
RE1,S22,PWRWND,WND,2024,0.0
RE1,S22,PWRWND,WND,2025,0.0
RE1,S22,PWRWND,WND,2026,0.0
RE1,S22,PWRWND,WND,2027,0.0
RE1,S22,PWRWND,WND,2028,0.0
RE1,S22,PWRWND,WND,2029,0.0
RE1,S22,PWRWND,WND,2030,0.0
RE1,S22,PWRWND,WND,2031,0.0
RE1,S22,PWRWND,WND,2032,0.0
RE1,S22,PWRWND,WND,2033,0.0
RE1,S22,PWRWND,WND,2034,0.0
RE1,S22,PWRWND,WND,2035,0.0
RE1,S22,PWRWND,WND,2036,0.0
RE1,S22,PWRWND,WND,2037,0.0
RE1,S22,PWRWND,WND,2038,0.0
RE1,S22,PWRWND,WND,2039,0.0
RE1,S22,PWRWND,WND,2040,0.0
