r,t,y,SalvageValue
RE1,MINCOA,2020,0.0
RE1,MINCOA,2021,0.0
RE1,MINCOA,2022,0.0
RE1,MINCOA,2023,0.0
RE1,MINCOA,2024,0.0
RE1,MINCOA,2025,0.0
RE1,MINCOA,2026,0.0
RE1,MINCOA,2027,0.0
RE1,MINCOA,2028,0.0
RE1,MINCOA,2029,0.0
RE1,MINCOA,2030,0.0
RE1,MINCOA,2031,0.0
RE1,MINCOA,2032,0.0
RE1,MINCOA,2033,0.0
RE1,MINCOA,2034,0.0
RE1,MINCOA,2035,0.0
RE1,MINCOA,2036,0.0
RE1,MINCOA,2037,0.0
RE1,MINCOA,2038,0.0
RE1,MINCOA,2039,0.0
RE1,MINCOA,2040,0.0
RE1,MINGAS,2020,0.0012
RE1,MINGAS,2021,0.0
RE1,MINGAS,2022,0.0
RE1,MINGAS,2023,0.0
RE1,MINGAS,2024,0.0001
RE1,MINGAS,2025,0.0001
RE1,MINGAS,2026,0.0001
RE1,MINGAS,2027,0.0001
RE1,MINGAS,2028,0.0001
RE1,MINGAS,2029,0.0001
RE1,MINGAS,2030,0.0001
RE1,MINGAS,2031,0.0001
RE1,MINGAS,2032,0.0001
RE1,MINGAS,2033,0.0001
RE1,MINGAS,2034,0.0001
RE1,MINGAS,2035,0.0001
RE1,MINGAS,2036,0.0001
RE1,MINGAS,2037,0.0001
RE1,MINGAS,2038,0.0001
RE1,MINGAS,2039,0.0001
RE1,MINGAS,2040,0.0001
RE1,MINHYD,2020,0.0
RE1,MINHYD,2021,0.0
RE1,MINHYD,2022,0.0
RE1,MINHYD,2023,0.0
RE1,MINHYD,2024,0.0
RE1,MINHYD,2025,0.0
RE1,MINHYD,2026,0.0
RE1,MINHYD,2027,0.0
RE1,MINHYD,2028,0.0
RE1,MINHYD,2029,0.0
RE1,MINHYD,2030,0.0
RE1,MINHYD,2031,0.0
RE1,MINHYD,2032,0.0
RE1,MINHYD,2033,0.0
RE1,MINHYD,2034,0.0
RE1,MINHYD,2035,0.0
RE1,MINHYD,2036,0.0
RE1,MINHYD,2037,0.0
RE1,MINHYD,2038,0.0
RE1,MINHYD,2039,0.0
RE1,MINHYD,2040,0.0
RE1,MINSOL,2020,0.0
RE1,MINSOL,2021,0.0
RE1,MINSOL,2022,0.0
RE1,MINSOL,2023,0.0
RE1,MINSOL,2024,0.0
RE1,MINSOL,2025,0.0
RE1,MINSOL,2026,0.0
RE1,MINSOL,2027,0.0
RE1,MINSOL,2028,0.0
RE1,MINSOL,2029,0.0
RE1,MINSOL,2030,0.0
RE1,MINSOL,2031,0.0
RE1,MINSOL,2032,0.0
RE1,MINSOL,2033,0.0
RE1,MINSOL,2034,0.0
RE1,MINSOL,2035,0.0
RE1,MINSOL,2036,0.0
RE1,MINSOL,2037,0.0
RE1,MINSOL,2038,0.0
RE1,MINSOL,2039,0.0
RE1,MINSOL,2040,0.0
RE1,MINWND,2020,0.0
RE1,MINWND,2021,0.0
RE1,MINWND,2022,0.0
RE1,MINWND,2023,0.0
RE1,MINWND,2024,0.0
RE1,MINWND,2025,0.0
RE1,MINWND,2026,0.0
RE1,MINWND,2027,0.0
RE1,MINWND,2028,0.0
RE1,MINWND,2029,0.0
RE1,MINWND,2030,0.0
RE1,MINWND,2031,0.0
RE1,MINWND,2032,0.0
RE1,MINWND,2033,0.0
RE1,MINWND,2034,0.0
RE1,MINWND,2035,0.0
RE1,MINWND,2036,0.0
RE1,MINWND,2037,0.0
RE1,MINWND,2038,0.0
RE1,MINWND,2039,0.0
RE1,MINWND,2040,0.0
RE1,PWRCOA,2020,0.0
RE1,PWRCOA,2021,0.0
RE1,PWRCOA,2022,0.0
RE1,PWRCOA,2023,0.0
RE1,PWRCOA,2024,0.0
RE1,PWRCOA,2025,0.0
RE1,PWRCOA,2026,0.0
RE1,PWRCOA,2027,0.0
RE1,PWRCOA,2028,0.0
RE1,PWRCOA,2029,0.0
RE1,PWRCOA,2030,0.0
RE1,PWRCOA,2031,0.0
RE1,PWRCOA,2032,0.0
RE1,PWRCOA,2033,0.0
RE1,PWRCOA,2034,0.0
RE1,PWRCOA,2035,0.0
RE1,PWRCOA,2036,0.0
RE1,PWRCOA,2037,0.0
RE1,PWRCOA,2038,0.0
RE1,PWRCOA,2039,0.0
RE1,PWRCOA,2040,0.0
RE1,PWRGAS,2020,7292.0691
RE1,PWRGAS,2021,237.6569
RE1,PWRGAS,2022,263.3215
RE1,PWRGAS,2023,289.403
RE1,PWRGAS,2024,315.9206
RE1,PWRGAS,2025,342.8941
RE1,PWRGAS,2026,370.3435
RE1,PWRGAS,2027,398.2894
RE1,PWRGAS,2028,426.7531
RE1,PWRGAS,2029,455.7561
RE1,PWRGAS,2030,485.3206
RE1,PWRGAS,2031,515.4693
RE1,PWRGAS,2032,546.2256
RE1,PWRGAS,2033,577.6133
RE1,PWRGAS,2034,609.6569
RE1,PWRGAS,2035,642.3814
RE1,PWRGAS,2036,675.8128
RE1,PWRGAS,2037,709.9774
RE1,PWRGAS,2038,744.9024
RE1,PWRGAS,2039,780.6156
RE1,PWRGAS,2040,817.1456
RE1,PWRHYD,2020,0.0
RE1,PWRHYD,2021,0.0
RE1,PWRHYD,2022,0.0
RE1,PWRHYD,2023,0.0
RE1,PWRHYD,2024,0.0
RE1,PWRHYD,2025,0.0
RE1,PWRHYD,2026,0.0
RE1,PWRHYD,2027,0.0
RE1,PWRHYD,2028,0.0
RE1,PWRHYD,2029,0.0
RE1,PWRHYD,2030,0.0
RE1,PWRHYD,2031,0.0
RE1,PWRHYD,2032,0.0
RE1,PWRHYD,2033,0.0
RE1,PWRHYD,2034,0.0
RE1,PWRHYD,2035,0.0
RE1,PWRHYD,2036,0.0
RE1,PWRHYD,2037,0.0
RE1,PWRHYD,2038,0.0
RE1,PWRHYD,2039,0.0
RE1,PWRHYD,2040,0.0
RE1,PWRSOL,2020,0.0
RE1,PWRSOL,2021,0.0
RE1,PWRSOL,2022,0.0
RE1,PWRSOL,2023,0.0
RE1,PWRSOL,2024,0.0
RE1,PWRSOL,2025,0.0
RE1,PWRSOL,2026,0.0
RE1,PWRSOL,2027,0.0
RE1,PWRSOL,2028,0.0
RE1,PWRSOL,2029,0.0
RE1,PWRSOL,2030,0.0
RE1,PWRSOL,2031,0.0
RE1,PWRSOL,2032,0.0
RE1,PWRSOL,2033,0.0
RE1,PWRSOL,2034,0.0
RE1,PWRSOL,2035,0.0
RE1,PWRSOL,2036,0.0
RE1,PWRSOL,2037,0.0
RE1,PWRSOL,2038,0.0
RE1,PWRSOL,2039,0.0
RE1,PWRSOL,2040,0.0
RE1,PWRTRN,2020,14269.171
RE1,PWRTRN,2021,434.6167
RE1,PWRTRN,2022,454.0722
RE1,PWRTRN,2023,473.9892
RE1,PWRTRN,2024,494.3837
RE1,PWRTRN,2025,515.2725
RE1,PWRTRN,2026,536.6726
RE1,PWRTRN,2027,558.6014
RE1,PWRTRN,2028,581.0772
RE1,PWRTRN,2029,604.1183
RE1,PWRTRN,2030,627.7437
RE1,PWRTRN,2031,651.9732
RE1,PWRTRN,2032,676.8267
RE1,PWRTRN,2033,702.325
RE1,PWRTRN,2034,728.4893
RE1,PWRTRN,2035,755.3416
RE1,PWRTRN,2036,782.9041
RE1,PWRTRN,2037,811.2002
RE1,PWRTRN,2038,840.2536
RE1,PWRTRN,2039,870.0887
RE1,PWRTRN,2040,900.7307
RE1,PWRWND,2020,0.0
RE1,PWRWND,2021,0.0
RE1,PWRWND,2022,0.0
RE1,PWRWND,2023,0.0
RE1,PWRWND,2024,0.0
RE1,PWRWND,2025,0.0
RE1,PWRWND,2026,0.0
RE1,PWRWND,2027,0.0
RE1,PWRWND,2028,0.0
RE1,PWRWND,2029,0.0
RE1,PWRWND,2030,0.0
RE1,PWRWND,2031,0.0
RE1,PWRWND,2032,0.0
RE1,PWRWND,2033,0.0
RE1,PWRWND,2034,0.0
RE1,PWRWND,2035,0.0
RE1,PWRWND,2036,0.0
