r,t,y,AccumulatedNewCapacity
RE1,MINCOA,2020,0.0
RE1,MINCOA,2021,0.0
RE1,MINCOA,2022,0.0
RE1,MINCOA,2023,0.0
RE1,MINCOA,2024,0.0
RE1,MINCOA,2025,0.0
RE1,MINCOA,2026,0.0
RE1,MINCOA,2027,0.0
RE1,MINCOA,2028,0.0
RE1,MINCOA,2029,0.0
RE1,MINCOA,2030,0.0
RE1,MINCOA,2031,0.0
RE1,MINCOA,2032,0.0
RE1,MINCOA,2033,0.0
RE1,MINCOA,2034,0.0
RE1,MINCOA,2035,0.0
RE1,MINCOA,2036,0.0
RE1,MINCOA,2037,0.0
RE1,MINCOA,2038,0.0
RE1,MINCOA,2039,0.0
RE1,MINCOA,2040,0.0
RE1,MINGAS,2020,25.2335
RE1,MINGAS,2021,25.9905
RE1,MINGAS,2022,26.7702
RE1,MINGAS,2023,27.5733
RE1,MINGAS,2024,28.4005
RE1,MINGAS,2025,29.2525
RE1,MINGAS,2026,30.1301
RE1,MINGAS,2027,31.034
RE1,MINGAS,2028,31.965
RE1,MINGAS,2029,32.924
RE1,MINGAS,2030,33.9117
RE1,MINGAS,2031,34.9291
RE1,MINGAS,2032,35.9769
RE1,MINGAS,2033,37.0562
RE1,MINGAS,2034,38.1679
RE1,MINGAS,2035,39.313
RE1,MINGAS,2036,40.4923
RE1,MINGAS,2037,41.7071
RE1,MINGAS,2038,42.9583
RE1,MINGAS,2039,44.2471
RE1,MINGAS,2040,45.5745
RE1,MINHYD,2020,0.0
RE1,MINHYD,2021,0.0
RE1,MINHYD,2022,0.0
RE1,MINHYD,2023,0.0
RE1,MINHYD,2024,0.0
RE1,MINHYD,2025,0.0
RE1,MINHYD,2026,0.0
RE1,MINHYD,2027,0.0
RE1,MINHYD,2028,0.0
RE1,MINHYD,2029,0.0
RE1,MINHYD,2030,0.0
RE1,MINHYD,2031,0.0
RE1,MINHYD,2032,0.0
RE1,MINHYD,2033,0.0
RE1,MINHYD,2034,0.0
RE1,MINHYD,2035,0.0
RE1,MINHYD,2036,0.0
RE1,MINHYD,2037,0.0
RE1,MINHYD,2038,0.0
RE1,MINHYD,2039,0.0
RE1,MINHYD,2040,0.0
RE1,MINSOL,2020,0.0
RE1,MINSOL,2021,0.0
RE1,MINSOL,2022,0.0
RE1,MINSOL,2023,0.0
RE1,MINSOL,2024,0.0
RE1,MINSOL,2025,0.0
RE1,MINSOL,2026,0.0
RE1,MINSOL,2027,0.0
RE1,MINSOL,2028,0.0
RE1,MINSOL,2029,0.0
RE1,MINSOL,2030,0.0
RE1,MINSOL,2031,0.0
RE1,MINSOL,2032,0.0
RE1,MINSOL,2033,0.0
RE1,MINSOL,2034,0.0
RE1,MINSOL,2035,0.0
RE1,MINSOL,2036,0.0
RE1,MINSOL,2037,0.0
RE1,MINSOL,2038,0.0
RE1,MINSOL,2039,0.0
RE1,MINSOL,2040,0.0
RE1,MINWND,2020,0.0
RE1,MINWND,2021,0.0
RE1,MINWND,2022,0.0
RE1,MINWND,2023,0.0
RE1,MINWND,2024,0.0
RE1,MINWND,2025,0.0
RE1,MINWND,2026,0.0
RE1,MINWND,2027,0.0
RE1,MINWND,2028,0.0
RE1,MINWND,2029,0.0
RE1,MINWND,2030,0.0
RE1,MINWND,2031,0.0
RE1,MINWND,2032,0.0
RE1,MINWND,2033,0.0
RE1,MINWND,2034,0.0
RE1,MINWND,2035,0.0
RE1,MINWND,2036,0.0
RE1,MINWND,2037,0.0
RE1,MINWND,2038,0.0
RE1,MINWND,2039,0.0
RE1,MINWND,2040,0.0
RE1,PWRCOA,2020,0.0
RE1,PWRCOA,2021,0.0
RE1,PWRCOA,2022,0.0
RE1,PWRCOA,2023,0.0
RE1,PWRCOA,2024,0.0
RE1,PWRCOA,2025,0.0
RE1,PWRCOA,2026,0.0
RE1,PWRCOA,2027,0.0
RE1,PWRCOA,2028,0.0
RE1,PWRCOA,2029,0.0
RE1,PWRCOA,2030,0.0
RE1,PWRCOA,2031,0.0
RE1,PWRCOA,2032,0.0
RE1,PWRCOA,2033,0.0
RE1,PWRCOA,2034,0.0
RE1,PWRCOA,2035,0.0
RE1,PWRCOA,2036,0.0
RE1,PWRCOA,2037,0.0
RE1,PWRCOA,2038,0.0
RE1,PWRCOA,2039,0.0
RE1,PWRCOA,2040,0.0
RE1,PWRGAS,2020,12.6167
RE1,PWRGAS,2021,12.9952
RE1,PWRGAS,2022,13.3851
RE1,PWRGAS,2023,13.7867
RE1,PWRGAS,2024,14.2003
RE1,PWRGAS,2025,14.6263
RE1,PWRGAS,2026,15.0651
RE1,PWRGAS,2027,15.517
RE1,PWRGAS,2028,15.9825
RE1,PWRGAS,2029,16.462
RE1,PWRGAS,2030,16.9559
RE1,PWRGAS,2031,17.4645
RE1,PWRGAS,2032,17.9885
RE1,PWRGAS,2033,18.5281
RE1,PWRGAS,2034,19.084
RE1,PWRGAS,2035,19.6565
RE1,PWRGAS,2036,20.2462
RE1,PWRGAS,2037,20.8536
RE1,PWRGAS,2038,21.4792
RE1,PWRGAS,2039,22.1235
RE1,PWRGAS,2040,22.7872
RE1,PWRHYD,2020,0.0
RE1,PWRHYD,2021,0.0
RE1,PWRHYD,2022,0.0
RE1,PWRHYD,2023,0.0
RE1,PWRHYD,2024,0.0
RE1,PWRHYD,2025,0.0
RE1,PWRHYD,2026,0.0
RE1,PWRHYD,2027,0.0
RE1,PWRHYD,2028,0.0
RE1,PWRHYD,2029,0.0
RE1,PWRHYD,2030,0.0
RE1,PWRHYD,2031,0.0
RE1,PWRHYD,2032,0.0
RE1,PWRHYD,2033,0.0
RE1,PWRHYD,2034,0.0
RE1,PWRHYD,2035,0.0
RE1,PWRHYD,2036,0.0
RE1,PWRHYD,2037,0.0
RE1,PWRHYD,2038,0.0
RE1,PWRHYD,2039,0.0
RE1,PWRHYD,2040,0.0
RE1,PWRSOL,2020,0.0
RE1,PWRSOL,2021,0.0
RE1,PWRSOL,2022,0.0
RE1,PWRSOL,2023,0.0
RE1,PWRSOL,2024,0.0
RE1,PWRSOL,2025,0.0
RE1,PWRSOL,2026,0.0
RE1,PWRSOL,2027,0.0
RE1,PWRSOL,2028,0.0
RE1,PWRSOL,2029,0.0
RE1,PWRSOL,2030,0.0
RE1,PWRSOL,2031,0.0
RE1,PWRSOL,2032,0.0
RE1,PWRSOL,2033,0.0
RE1,PWRSOL,2034,0.0
RE1,PWRSOL,2035,0.0
RE1,PWRSOL,2036,0.0
RE1,PWRSOL,2037,0.0
RE1,PWRSOL,2038,0.0
RE1,PWRSOL,2039,0.0
RE1,PWRSOL,2040,0.0
RE1,PWRTRN,2020,11.4698
RE1,PWRTRN,2021,11.8139
RE1,PWRTRN,2022,12.1683
RE1,PWRTRN,2023,12.5333
RE1,PWRTRN,2024,12.9093
RE1,PWRTRN,2025,13.2966
RE1,PWRTRN,2026,13.6955
RE1,PWRTRN,2027,14.1064
RE1,PWRTRN,2028,14.5296
RE1,PWRTRN,2029,14.9654
RE1,PWRTRN,2030,15.4144
RE1,PWRTRN,2031,15.8768
RE1,PWRTRN,2032,16.3531
RE1,PWRTRN,2033,16.8437
RE1,PWRTRN,2034,17.3491
RE1,PWRTRN,2035,17.8695
RE1,PWRTRN,2036,18.4056
RE1,PWRTRN,2037,18.9578
RE1,PWRTRN,2038,19.5265
RE1,PWRTRN,2039,20.1123
RE1,PWRTRN,2040,20.7157
RE1,PWRWND,2020,0.0
RE1,PWRWND,2021,0.0
RE1,PWRWND,2022,0.0
RE1,PWRWND,2023,0.0
RE1,PWRWND,2024,0.0
RE1,PWRWND,2025,0.0
RE1,PWRWND,2026,0.0
RE1,PWRWND,2027,0.0
RE1,PWRWND,2028,0.0
RE1,PWRWND,2029,0.0
RE1,PWRWND,2030,0.0
RE1,PWRWND,2031,0.0
RE1,PWRWND,2032,0.0
RE1,PWRWND,2033,0.0
RE1,PWRWND,2034,0.0
RE1,PWRWND,2035,0.0
RE1,PWRWND,2036,0.0
