r,t,y,AccumulatedNewCapacity
RE1,MINCOA,2020,324.3026
RE1,MINCOA,2021,333.6963
RE1,MINCOA,2022,378.432
RE1,MINCOA,2023,378.432
RE1,MINCOA,2024,378.432
RE1,MINCOA,2025,378.432
RE1,MINCOA,2026,378.432
RE1,MINCOA,2027,378.432
RE1,MINCOA,2028,378.432
RE1,MINCOA,2029,378.432
RE1,MINCOA,2030,378.432
RE1,MINCOA,2031,378.432
RE1,MINCOA,2032,378.432
RE1,MINCOA,2033,378.432
RE1,MINCOA,2034,378.432
RE1,MINCOA,2035,378.432
RE1,MINGAS,2020,108.1252
RE1,MINGAS,2021,108.1252
RE1,MINGAS,2022,157.7967
RE1,MINGAS,2023,177.7377
RE1,MINGAS,2024,194.0974
RE1,MINGAS,2025,209.2457
RE1,MINGAS,2026,225.0032
RE1,MINGAS,2027,236.6247
RE1,MINGAS,2028,236.6247
RE1,MINGAS,2029,243.2696
RE1,MINGAS,2030,315.36
RE1,MINGAS,2031,315.36
RE1,MINGAS,2032,315.36
RE1,MINGAS,2033,315.36
RE1,MINGAS,2034,315.36
RE1,MINGAS,2035,315.36
RE1,PWRTRN,2022,0.2237
RE1,PWRTRN,2023,0.9434
RE1,PWRTRN,2024,1.6619
RE1,PWRTRN,2025,2.4249
RE1,PWRTRN,2026,3.2754
RE1,PWRTRN,2027,4.1265
RE1,PWRTRN,2028,5.0222
RE1,PWRTRN,2029,6.0058
RE1,PWRTRN,2030,7.0336
RE1,PWRTRN,2031,8.1001
RE1,PWRTRN,2032,9.2552
RE1,PWRTRN,2033,10.4548
RE1,PWRTRN,2034,11.7424
RE1,PWRTRN,2035,13.0748
RE1,RSCLND,2020,300.0
RE1,RSCLND,2021,300.0
RE1,RSCLND,2022,300.0
RE1,RSCLND,2023,300.0
RE1,RSCLND,2024,300.0
RE1,RSCLND,2025,300.0
RE1,RSCLND,2026,300.0
RE1,RSCLND,2027,300.0
RE1,RSCLND,2028,300.0
RE1,RSCLND,2029,300.0
RE1,RSCLND,2030,300.0
RE1,RSCLND,2031,300.0
RE1,RSCLND,2032,300.0
RE1,RSCLND,2033,300.0
RE1,RSCLND,2034,300.0
RE1,RSCLND,2035,300.0
RE1,LNDMAIIRR,2020,0.0008
RE1,LNDMAIIRR,2021,0.4329
RE1,LNDMAIIRR,2022,0.8672
RE1,LNDMAIIRR,2023,1.2993
RE1,LNDMAIIRR,2024,1.7336
RE1,LNDMAIIRR,2025,2.1917
RE1,LNDMAIIRR,2026,2.6249
RE1,LNDMAIIRR,2027,3.0614
RE1,LNDMAIIRR,2028,3.5217
RE1,LNDMAIIRR,2029,3.982
RE1,LNDMAIIRR,2030,4.4445
RE1,LNDMAIIRR,2031,4.5681
RE1,LNDMAIIRR,2032,4.6918
RE1,LNDMAIIRR,2033,4.8155
RE1,LNDMAIIRR,2034,4.9391
RE1,LNDMAIIRR,2035,5.065
RE1,LNDRICIRR,2020,0.019
RE1,LNDRICIRR,2021,0.1593
RE1,LNDRICIRR,2022,0.319
RE1,LNDRICIRR,2023,0.4791
RE1,LNDRICIRR,2024,0.6401
RE1,LNDRICIRR,2025,0.8017
RE1,LNDRICIRR,2026,0.9646
RE1,LNDRICIRR,2027,1.1265
RE1,LNDRICIRR,2028,1.2894
RE1,LNDRICIRR,2029,1.4537
RE1,LNDRICIRR,2030,1.6175
RE1,LNDRICIRR,2031,1.6498
RE1,LNDRICIRR,2032,1.6829
RE1,LNDRICIRR,2033,1.7171
RE1,LNDRICIRR,2034,1.7512
RE1,LNDRICIRR,2035,1.7862
RE1,LNDFOR,2021,25.2329
RE1,LNDFOR,2022,50.4788
RE1,LNDFOR,2023,75.7256
RE1,LNDFOR,2024,100.9693
