t,f,m,y,l,r,RateOfUseByTechnology
LNDRICRNF,AGRDSL,1,2029,S11,RE1,0.0417
LNDRICRNF,AGRDSL,1,2030,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2031,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2032,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2033,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2034,S11,RE1,0.0
LNDRICRNF,AGRDSL,1,2035,S11,RE1,0.0
LNDRICRNF,LND,1,2020,S11,RE1,1.423
LNDRICRNF,LND,1,2021,S11,RE1,1.281
LNDRICRNF,LND,1,2022,S11,RE1,1.138
LNDRICRNF,LND,1,2023,S11,RE1,0.996
LNDRICRNF,LND,1,2024,S11,RE1,0.854
LNDRICRNF,LND,1,2025,S11,RE1,0.711
LNDRICRNF,LND,1,2026,S11,RE1,0.569
LNDRICRNF,LND,1,2027,S11,RE1,0.427
LNDRICRNF,LND,1,2028,S11,RE1,0.285
LNDRICRNF,LND,1,2029,S11,RE1,0.142
LNDRICRNF,LND,1,2030,S11,RE1,0.0
LNDRICRNF,LND,1,2031,S11,RE1,0.0
LNDRICRNF,LND,1,2032,S11,RE1,0.0
LNDRICRNF,LND,1,2033,S11,RE1,0.0
LNDRICRNF,LND,1,2034,S11,RE1,0.0
LNDRICRNF,LND,1,2035,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2020,S11,RE1,1.7076
LNDRICRNF,WTRPRC,1,2021,S11,RE1,1.5372
LNDRICRNF,WTRPRC,1,2022,S11,RE1,1.3656
LNDRICRNF,WTRPRC,1,2023,S11,RE1,1.1952
LNDRICRNF,WTRPRC,1,2024,S11,RE1,1.0248
LNDRICRNF,WTRPRC,1,2025,S11,RE1,0.8532
LNDRICRNF,WTRPRC,1,2026,S11,RE1,0.6828
LNDRICRNF,WTRPRC,1,2027,S11,RE1,0.5124
LNDRICRNF,WTRPRC,1,2028,S11,RE1,0.342
LNDRICRNF,WTRPRC,1,2029,S11,RE1,0.1704
LNDRICRNF,WTRPRC,1,2030,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2031,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2032,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2033,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2034,S11,RE1,0.0
LNDRICRNF,WTRPRC,1,2035,S11,RE1,0.0
LNDWAT,LND,1,2020,S11,RE1,24.9873
LNDWAT,LND,1,2021,S11,RE1,25.021
LNDWAT,LND,1,2022,S11,RE1,25.021
LNDWAT,LND,1,2023,S11,RE1,25.021
LNDWAT,LND,1,2024,S11,RE1,25.021
LNDWAT,LND,1,2025,S11,RE1,25.021
LNDWAT,LND,1,2026,S11,RE1,25.021
LNDWAT,LND,1,2027,S11,RE1,25.021
LNDWAT,LND,1,2028,S11,RE1,25.021
LNDWAT,LND,1,2029,S11,RE1,25.021
LNDWAT,LND,1,2030,S11,RE1,25.6338
LNDWAT,LND,1,2031,S11,RE1,25.3778
LNDWAT,LND,1,2032,S11,RE1,25.021
LNDWAT,LND,1,2033,S11,RE1,24.6632
LNDWAT,LND,1,2034,S11,RE1,24.4055
LNDWAT,LND,1,2035,S11,RE1,24.0446
LNDWAT,WTRPRC,1,2020,S11,RE1,29.9848
LNDWAT,WTRPRC,1,2021,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2022,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2023,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2024,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2025,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2026,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2027,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2028,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2029,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2030,S11,RE1,30.7606
LNDWAT,WTRPRC,1,2031,S11,RE1,30.4534
LNDWAT,WTRPRC,1,2032,S11,RE1,30.0252
LNDWAT,WTRPRC,1,2033,S11,RE1,29.5958
LNDWAT,WTRPRC,1,2034,S11,RE1,29.2866
LNDWAT,WTRPRC,1,2035,S11,RE1,28.8535
PWRCOA,COA,1,2020,S11,RE1,292.7679
PWRCOA,COA,1,2021,S11,RE1,296.679
PWRCOA,COA,1,2022,S11,RE1,304.0689
PWRCOA,COA,1,2023,S11,RE1,309.9372
PWRCOA,COA,1,2024,S11,RE1,312.5223
PWRCOA,COA,1,2025,S11,RE1,313.2378
PWRCOA,COA,1,2026,S11,RE1,312.8943
PWRCOA,COA,1,2027,S11,RE1,308.7915
PWRCOA,COA,1,2028,S11,RE1,292.0755
PWRCOA,COA,1,2029,S11,RE1,282.2799
PWRCOA,COA,1,2030,S11,RE1,189.216
PWRCOA,COA,1,2031,S11,RE1,189.216
PWRCOA,COA,1,2032,S11,RE1,189.216
PWRCOA,COA,1,2033,S11,RE1,176.8956
PWRCOA,COA,1,2034,S11,RE1,129.8679
PWRCOA,COA,1,2035,S11,RE1,91.2228
PWRCOA,PWRWAT,1,2020,S11,RE1,0.0254
PWRCOA,PWRWAT,1,2021,S11,RE1,0.0257
PWRCOA,PWRWAT,1,2022,S11,RE1,0.0264
PWRCOA,PWRWAT,1,2023,S11,RE1,0.0269
PWRCOA,PWRWAT,1,2024,S11,RE1,0.0271
PWRCOA,PWRWAT,1,2025,S11,RE1,0.0271
PWRCOA,PWRWAT,1,2026,S11,RE1,0.0271
PWRCOA,PWRWAT,1,2027,S11,RE1,0.0268
PWRCOA,PWRWAT,1,2028,S11,RE1,0.0253
PWRCOA,PWRWAT,1,2029,S11,RE1,0.0245
PWRCOA,PWRWAT,1,2030,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2031,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2032,S11,RE1,0.0164
PWRCOA,PWRWAT,1,2033,S11,RE1,0.0153
PWRCOA,PWRWAT,1,2034,S11,RE1,0.0113
PWRCOA,PWRWAT,1,2035,S11,RE1,0.0079
PWRGAS,GAS,1,2020,S11,RE1,0.0
PWRGAS,GAS,1,2021,S11,RE1,0.0
PWRGAS,GAS,1,2022,S11,RE1,0.0
PWRGAS,GAS,1,2023,S11,RE1,0.0
PWRGAS,GAS,1,2024,S11,RE1,0.0
PWRGAS,GAS,1,2025,S11,RE1,0.0
PWRGAS,GAS,1,2026,S11,RE1,0.0
PWRGAS,GAS,1,2027,S11,RE1,0.0
PWRGAS,GAS,1,2028,S11,RE1,0.0
PWRGAS,GAS,1,2029,S11,RE1,0.0
PWRGAS,GAS,1,2030,S11,RE1,45.6358
PWRGAS,GAS,1,2031,S11,RE1,32.1366
PWRGAS,GAS,1,2032,S11,RE1,10.0812
PWRGAS,GAS,1,2033,S11,RE1,0.0
PWRGAS,GAS,1,2034,S11,RE1,0.0
PWRGAS,GAS,1,2035,S11,RE1,0.0
PWRGAS,PWRWAT,1,2020,S11,RE1,0.0
PWRGAS,PWRWAT,1,2021,S11,RE1,0.0
PWRGAS,PWRWAT,1,2022,S11,RE1,0.0
PWRGAS,PWRWAT,1,2023,S11,RE1,0.0
PWRGAS,PWRWAT,1,2024,S11,RE1,0.0
PWRGAS,PWRWAT,1,2025,S11,RE1,0.0
PWRGAS,PWRWAT,1,2026,S11,RE1,0.0
PWRGAS,PWRWAT,1,2027,S11,RE1,0.0
PWRGAS,PWRWAT,1,2028,S11,RE1,0.0
PWRGAS,PWRWAT,1,2029,S11,RE1,0.0
PWRGAS,PWRWAT,1,2030,S11,RE1,0.005
PWRGAS,PWRWAT,1,2031,S11,RE1,0.0035
PWRGAS,PWRWAT,1,2032,S11,RE1,0.0011
PWRGAS,PWRWAT,1,2033,S11,RE1,0.0
PWRGAS,PWRWAT,1,2034,S11,RE1,0.0
PWRGAS,PWRWAT,1,2035,S11,RE1,0.0
PWRHYD,HYD,1,2020,S11,RE1,27.827
PWRHYD,HYD,1,2021,S11,RE1,28.3824
PWRHYD,HYD,1,2022,S11,RE1,28.3824
PWRHYD,HYD,1,2023,S11,RE1,28.3824
PWRHYD,HYD,1,2024,S11,RE1,28.3824
PWRHYD,HYD,1,2025,S11,RE1,28.3824
PWRHYD,HYD,1,2026,S11,RE1,28.3824
PWRHYD,HYD,1,2027,S11,RE1,28.3824
PWRHYD,HYD,1,2028,S11,RE1,28.3824
PWRHYD,HYD,1,2029,S11,RE1,28.3824
PWRHYD,HYD,1,2030,S11,RE1,28.3824
PWRHYD,HYD,1,2031,S11,RE1,28.3824
PWRHYD,HYD,1,2032,S11,RE1,28.3824
PWRHYD,HYD,1,2033,S11,RE1,28.3824
PWRHYD,HYD,1,2034,S11,RE1,28.3824
PWRHYD,HYD,1,2035,S11,RE1,28.3824
PWRSOL,SOL,1,2020,S11,RE1,12.299
PWRSOL,SOL,1,2021,S11,RE1,12.299
PWRSOL,SOL,1,2022,S11,RE1,12.299
PWRSOL,SOL,1,2023,S11,RE1,12.299
PWRSOL,SOL,1,2024,S11,RE1,12.299
PWRSOL,SOL,1,2025,S11,RE1,12.299
PWRSOL,SOL,1,2026,S11,RE1,12.299
PWRSOL,SOL,1,2027,S11,RE1,12.299
PWRSOL,SOL,1,2028,S11,RE1,12.299
PWRSOL,SOL,1,2029,S11,RE1,12.299
PWRSOL,SOL,1,2030,S11,RE1,12.299
PWRSOL,SOL,1,2031,S11,RE1,12.299
PWRSOL,SOL,1,2032,S11,RE1,12.299
PWRSOL,SOL,1,2033,S11,RE1,12.299
PWRSOL,SOL,1,2034,S11,RE1,12.299
PWRSOL,SOL,1,2035,S11,RE1,12.299
PWRTRN,ELC001,1,2020,S11,RE1,141.9726
PWRTRN,ELC001,1,2021,S11,RE1,153.5861
PWRTRN,ELC001,1,2022,S11,RE1,168.0108
PWRTRN,ELC001,1,2023,S11,RE1,183.3678
PWRTRN,ELC001,1,2024,S11,RE1,198.6826
PWRTRN,ELC001,1,2025,S11,RE1,214.9459
PWRTRN,ELC001,1,2026,S11,RE1,233.0525
PWRTRN,ELC001,1,2027,S11,RE1,251.1735
PWRTRN,ELC001,1,2028,S11,RE1,270.2443
PWRTRN,ELC001,1,2029,S11,RE1,291.1717
PWRTRN,ELC001,1,2030,S11,RE1,313.0348
PWRTRN,ELC001,1,2031,S11,RE1,335.6821
PWRTRN,ELC001,1,2032,S11,RE1,360.1846
PWRTRN,ELC001,1,2033,S11,RE1,385.6323
PWRTRN,ELC001,1,2034,S11,RE1,412.9357
PWRTRN,ELC001,1,2035,S11,RE1,441.1922
PWRWND,WND,1,2020,S11,RE1,16.5564
PWRWND,WND,1,2021,S11,RE1,26.3107
PWRWND,WND,1,2022,S11,RE1,38.2721
PWRWND,WND,1,2023,S11,RE1,51.6729
PWRWND,WND,1,2024,S11,RE1,66.1262
PWRWND,WND,1,2025,S11,RE1,82.1508
PWRWND,WND,1,2026,S11,RE1,100.3721
PWRWND,WND,1,2027,S11,RE1,119.8606
PWRWND,WND,1,2028,S11,RE1,144.5034
PWRWND,WND,1,2029,S11,RE1,168.696
PWRWND,WND,1,2030,S11,RE1,198.7625
PWRWND,WND,1,2031,S11,RE1,228.1595
PWRWND,WND,1,2032,S11,RE1,263.6895
PWRWND,WND,1,2033,S11,RE1,298.2847
PWRWND,WND,1,2034,S11,RE1,341.2641
PWRWND,WND,1,2035,S11,RE1,382.4021
RSCHYD,WTRRUN,1,2020,S11,RE1,79.5056
RSCHYD,WTRRUN,1,2021,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2022,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2023,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2024,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2025,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2026,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2027,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2028,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2029,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2030,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2031,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2032,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2033,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2034,S11,RE1,81.0926
RSCHYD,WTRRUN,1,2035,S11,RE1,81.0926
UPSWTRSUR,WTRRUN,1,2020,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2021,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2022,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2023,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2024,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2025,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2026,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2027,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2028,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2029,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2030,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2031,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2032,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2033,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2034,S11,RE1,0.0
UPSWTRSUR,WTRRUN,1,2035,S11,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2022,S12,RE1,0.1794
DEMAGRGWTWAT,ELC002,1,2023,S12,RE1,0.378
DEMAGRGWTWAT,ELC002,1,2024,S12,RE1,0.324
DEMAGRGWTWAT,ELC002,1,2025,S12,RE1,0.27
DEMAGRGWTWAT,ELC002,1,2026,S12,RE1,0.216
DEMAGRGWTWAT,ELC002,1,2027,S12,RE1,0.162
DEMAGRGWTWAT,ELC002,1,2028,S12,RE1,0.108
DEMAGRGWTWAT,ELC002,1,2029,S12,RE1,0.054
DEMAGRGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2022,S12,RE1,0.1661
DEMAGRGWTWAT,WTRGWT,1,2023,S12,RE1,0.35
DEMAGRGWTWAT,WTRGWT,1,2024,S12,RE1,0.3
DEMAGRGWTWAT,WTRGWT,1,2025,S12,RE1,0.25
DEMAGRGWTWAT,WTRGWT,1,2026,S12,RE1,0.2
DEMAGRGWTWAT,WTRGWT,1,2027,S12,RE1,0.15
DEMAGRGWTWAT,WTRGWT,1,2028,S12,RE1,0.1
DEMAGRGWTWAT,WTRGWT,1,2029,S12,RE1,0.05
DEMAGRGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMAGRGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMAGRSURWAT,ELC002,1,2020,S12,RE1,0.4293
DEMAGRSURWAT,ELC002,1,2021,S12,RE1,0.6243
DEMAGRSURWAT,ELC002,1,2022,S12,RE1,0.688
DEMAGRSURWAT,ELC002,1,2023,S12,RE1,0.7357
DEMAGRSURWAT,ELC002,1,2024,S12,RE1,0.986
DEMAGRSURWAT,ELC002,1,2025,S12,RE1,1.2454
DEMAGRSURWAT,ELC002,1,2026,S12,RE1,1.4961
DEMAGRSURWAT,ELC002,1,2027,S12,RE1,1.7477
DEMAGRSURWAT,ELC002,1,2028,S12,RE1,2.0085
DEMAGRSURWAT,ELC002,1,2029,S12,RE1,2.2702
DEMAGRSURWAT,ELC002,1,2030,S12,RE1,2.5324
DEMAGRSURWAT,ELC002,1,2031,S12,RE1,2.5957
DEMAGRSURWAT,ELC002,1,2032,S12,RE1,2.6597
DEMAGRSURWAT,ELC002,1,2033,S12,RE1,2.7241
DEMAGRSURWAT,ELC002,1,2034,S12,RE1,2.7886
DEMAGRSURWAT,ELC002,1,2035,S12,RE1,2.8543
DEMAGRSURWAT,WTRSUR,1,2020,S12,RE1,0.4992
DEMAGRSURWAT,WTRSUR,1,2021,S12,RE1,0.7259
DEMAGRSURWAT,WTRSUR,1,2022,S12,RE1,0.8
DEMAGRSURWAT,WTRSUR,1,2023,S12,RE1,0.8555
DEMAGRSURWAT,WTRSUR,1,2024,S12,RE1,1.1465
DEMAGRSURWAT,WTRSUR,1,2025,S12,RE1,1.4481
DEMAGRSURWAT,WTRSUR,1,2026,S12,RE1,1.7397
DEMAGRSURWAT,WTRSUR,1,2027,S12,RE1,2.0322
DEMAGRSURWAT,WTRSUR,1,2028,S12,RE1,2.3355
DEMAGRSURWAT,WTRSUR,1,2029,S12,RE1,2.6398
DEMAGRSURWAT,WTRSUR,1,2030,S12,RE1,2.9446
DEMAGRSURWAT,WTRSUR,1,2031,S12,RE1,3.0183
DEMAGRSURWAT,WTRSUR,1,2032,S12,RE1,3.0927
DEMAGRSURWAT,WTRSUR,1,2033,S12,RE1,3.1676
DEMAGRSURWAT,WTRSUR,1,2034,S12,RE1,3.2425
DEMAGRSURWAT,WTRSUR,1,2035,S12,RE1,3.319
DEMPUBGWTWAT,ELC002,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,ELC002,1,2035,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2020,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2021,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2022,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2023,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2024,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2025,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2026,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2027,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2028,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2029,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2030,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2031,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2032,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2033,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2034,S12,RE1,0.0
DEMPUBGWTWAT,WTRGWT,1,2035,S12,RE1,0.0
DEMPUBSURWAT,ELC002,1,2020,S12,RE1,1.4971
DEMPUBSURWAT,ELC002,1,2021,S12,RE1,1.6029
DEMPUBSURWAT,ELC002,1,2022,S12,RE1,1.7146
DEMPUBSURWAT,ELC002,1,2023,S12,RE1,1.8296
DEMPUBSURWAT,ELC002,1,2024,S12,RE1,1.9489
DEMPUBSURWAT,ELC002,1,2025,S12,RE1,2.0741
DEMPUBSURWAT,ELC002,1,2026,S12,RE1,2.2041
DEMPUBSURWAT,ELC002,1,2027,S12,RE1,2.3386
DEMPUBSURWAT,ELC002,1,2028,S12,RE1,2.4805
DEMPUBSURWAT,ELC002,1,2029,S12,RE1,2.6271
DEMPUBSURWAT,ELC002,1,2030,S12,RE1,2.7811
DEMPUBSURWAT,ELC002,1,2031,S12,RE1,2.9413
DEMPUBSURWAT,ELC002,1,2032,S12,RE1,3.1076
DEMPUBSURWAT,ELC002,1,2033,S12,RE1,3.2814
DEMPUBSURWAT,ELC002,1,2034,S12,RE1,3.4627
DEMPUBSURWAT,ELC002,1,2035,S12,RE1,3.653
DEMPUBSURWAT,WTRSUR,1,2020,S12,RE1,0.5309
DEMPUBSURWAT,WTRSUR,1,2021,S12,RE1,0.5684
DEMPUBSURWAT,WTRSUR,1,2022,S12,RE1,0.608
DEMPUBSURWAT,WTRSUR,1,2023,S12,RE1,0.6488
DEMPUBSURWAT,WTRSUR,1,2024,S12,RE1,0.6911
DEMPUBSURWAT,WTRSUR,1,2025,S12,RE1,0.7355
DEMPUBSURWAT,WTRSUR,1,2026,S12,RE1,0.7816
DEMPUBSURWAT,WTRSUR,1,2027,S12,RE1,0.8293
DEMPUBSURWAT,WTRSUR,1,2028,S12,RE1,0.8796
DEMPUBSURWAT,WTRSUR,1,2029,S12,RE1,0.9316
DEMPUBSURWAT,WTRSUR,1,2030,S12,RE1,0.9862
DEMPUBSURWAT,WTRSUR,1,2031,S12,RE1,1.043
DEMPUBSURWAT,WTRSUR,1,2032,S12,RE1,1.102
DEMPUBSURWAT,WTRSUR,1,2033,S12,RE1,1.1636
DEMPUBSURWAT,WTRSUR,1,2034,S12,RE1,1.2279
DEMPUBSURWAT,WTRSUR,1,2035,S12,RE1,1.2954
DEMPWRSURWAT,ELC002,1,2020,S12,RE1,0.1004
DEMPWRSURWAT,ELC002,1,2021,S12,RE1,0.1032
DEMPWRSURWAT,ELC002,1,2022,S12,RE1,0.1066
DEMPWRSURWAT,ELC002,1,2023,S12,RE1,0.1097
DEMPWRSURWAT,ELC002,1,2024,S12,RE1,0.112
DEMPWRSURWAT,ELC002,1,2025,S12,RE1,0.1139
DEMPWRSURWAT,ELC002,1,2026,S12,RE1,0.1156
DEMPWRSURWAT,ELC002,1,2027,S12,RE1,0.1162
DEMPWRSURWAT,ELC002,1,2028,S12,RE1,0.1139
DEMPWRSURWAT,ELC002,1,2029,S12,RE1,0.1134
DEMPWRSURWAT,ELC002,1,2030,S12,RE1,0.0931
DEMPWRSURWAT,ELC002,1,2031,S12,RE1,0.0905
DEMPWRSURWAT,ELC002,1,2032,S12,RE1,0.0931
DEMPWRSURWAT,ELC002,1,2033,S12,RE1,0.0891
DEMPWRSURWAT,ELC002,1,2034,S12,RE1,0.0807
DEMPWRSURWAT,ELC002,1,2035,S12,RE1,0.0744
DEMPWRSURWAT,WTRSUR,1,2020,S12,RE1,0.0356
DEMPWRSURWAT,WTRSUR,1,2021,S12,RE1,0.0366
DEMPWRSURWAT,WTRSUR,1,2022,S12,RE1,0.0378
DEMPWRSURWAT,WTRSUR,1,2023,S12,RE1,0.0389
DEMPWRSURWAT,WTRSUR,1,2024,S12,RE1,0.0397
DEMPWRSURWAT,WTRSUR,1,2025,S12,RE1,0.0404
DEMPWRSURWAT,WTRSUR,1,2026,S12,RE1,0.041
DEMPWRSURWAT,WTRSUR,1,2027,S12,RE1,0.0412
DEMPWRSURWAT,WTRSUR,1,2028,S12,RE1,0.0404
DEMPWRSURWAT,WTRSUR,1,2029,S12,RE1,0.0402
DEMPWRSURWAT,WTRSUR,1,2030,S12,RE1,0.033
DEMPWRSURWAT,WTRSUR,1,2031,S12,RE1,0.0321
DEMPWRSURWAT,WTRSUR,1,2032,S12,RE1,0.033
DEMPWRSURWAT,WTRSUR,1,2033,S12,RE1,0.0316
DEMPWRSURWAT,WTRSUR,1,2034,S12,RE1,0.0286
DEMPWRSURWAT,WTRSUR,1,2035,S12,RE1,0.0264
DEMTRABIO,CRPMAI,1,2020,S12,RE1,1.1848
DEMTRABIO,CRPMAI,1,2021,S12,RE1,1.2204
DEMTRABIO,CRPMAI,1,2022,S12,RE1,1.2559
DEMTRABIO,CRPMAI,1,2023,S12,RE1,1.2915
DEMTRABIO,CRPMAI,1,2024,S12,RE1,1.327
DEMTRABIO,CRPMAI,1,2025,S12,RE1,1.3744
DEMTRABIO,CRPMAI,1,2026,S12,RE1,1.41
DEMTRABIO,CRPMAI,1,2027,S12,RE1,1.4455
DEMTRABIO,CRPMAI,1,2028,S12,RE1,1.4929
DEMTRABIO,CRPMAI,1,2029,S12,RE1,1.5403
DEMTRABIO,CRPMAI,1,2030,S12,RE1,1.5877
DEMTRABIO,CRPMAI,1,2031,S12,RE1,1.6351
DEMTRABIO,CRPMAI,1,2032,S12,RE1,1.6825
DEMTRABIO,CRPMAI,1,2033,S12,RE1,1.7299
DEMTRABIO,CRPMAI,1,2034,S12,RE1,1.7773
DEMTRABIO,CRPMAI,1,2035,S12,RE1,1.8246
LNDBLT,LND,1,2020,S12,RE1,15.0
LNDBLT,LND,1,2021,S12,RE1,15.2
LNDBLT,LND,1,2022,S12,RE1,15.3
LNDBLT,LND,1,2023,S12,RE1,15.5
LNDBLT,LND,1,2024,S12,RE1,15.6
LNDBLT,LND,1,2025,S12,RE1,15.8
LNDBLT,LND,1,2026,S12,RE1,15.9
LNDBLT,LND,1,2027,S12,RE1,16.1
LNDBLT,LND,1,2028,S12,RE1,16.2
LNDBLT,LND,1,2029,S12,RE1,16.4
LNDBLT,LND,1,2030,S12,RE1,16.6
LNDBLT,LND,1,2031,S12,RE1,16.7
LNDBLT,LND,1,2032,S12,RE1,16.9
LNDBLT,LND,1,2033,S12,RE1,17.1
LNDBLT,LND,1,2034,S12,RE1,17.2
LNDBLT,LND,1,2035,S12,RE1,17.4
LNDBLT,WTRPRC,1,2020,S12,RE1,18.0
LNDBLT,WTRPRC,1,2021,S12,RE1,18.24
LNDBLT,WTRPRC,1,2022,S12,RE1,18.36
LNDBLT,WTRPRC,1,2023,S12,RE1,18.6
LNDBLT,WTRPRC,1,2024,S12,RE1,18.72
LNDBLT,WTRPRC,1,2025,S12,RE1,18.96
LNDBLT,WTRPRC,1,2026,S12,RE1,19.08
LNDBLT,WTRPRC,1,2027,S12,RE1,19.32
LNDBLT,WTRPRC,1,2028,S12,RE1,19.44
LNDBLT,WTRPRC,1,2029,S12,RE1,19.68
LNDBLT,WTRPRC,1,2030,S12,RE1,19.92
LNDBLT,WTRPRC,1,2031,S12,RE1,20.04
LNDBLT,WTRPRC,1,2032,S12,RE1,20.28
LNDBLT,WTRPRC,1,2033,S12,RE1,20.52
LNDBLT,WTRPRC,1,2034,S12,RE1,20.64
LNDBLT,WTRPRC,1,2035,S12,RE1,20.88
LNDFOR,LND,1,2020,S12,RE1,253.6
LNDFOR,LND,1,2021,S12,RE1,253.4329
LNDFOR,LND,1,2022,S12,RE1,253.3788
LNDFOR,LND,1,2023,S12,RE1,253.2256
LNDFOR,LND,1,2024,S12,RE1,253.1693
LNDFOR,LND,1,2025,S12,RE1,252.9897
LNDFOR,LND,1,2026,S12,RE1,252.9324
LNDFOR,LND,1,2027,S12,RE1,252.773
