r,t,y,NewCapacity
RE1,MINCOA,2020,378.432
RE1,MINGAS,2020,117.2489
RE1,MINGAS,2021,19.1371
RE1,MINGAS,2022,26.1049
RE1,MINGAS,2023,24.4663
RE1,MINGAS,2024,18.944
RE1,MINGAS,2025,16.705
RE1,MINGAS,2026,16.7771
RE1,MINGAS,2027,9.2729
RE1,MINGAS,2030,66.7038
RE1,MINGAS,2031,6.4602
RE1,PWRGAS,2031,1.1024
RE1,PWRTRN,2022,0.2241
RE1,PWRTRN,2023,0.7197
RE1,PWRTRN,2024,0.7184
RE1,PWRTRN,2025,0.763
RE1,PWRTRN,2026,0.8505
RE1,PWRTRN,2027,0.8454
RE1,PWRTRN,2028,0.8897
RE1,PWRTRN,2029,0.9776
RE1,PWRTRN,2030,1.0217
RE1,PWRTRN,2031,1.0656
RE1,PWRTRN,2032,1.1534
RE1,PWRTRN,2033,1.198
RE1,PWRTRN,2034,1.2859
RE1,PWRTRN,2035,1.3307
RE1,RSCLND,2020,300.0
RE1,RSCLND,2021,300.0
RE1,RSCLND,2022,300.0
RE1,RSCLND,2023,300.0
RE1,RSCLND,2024,300.0
RE1,RSCLND,2025,300.0
RE1,RSCLND,2026,300.0
RE1,RSCLND,2027,300.0
RE1,RSCLND,2028,300.0
RE1,RSCLND,2029,300.0
RE1,RSCLND,2030,300.0
RE1,RSCLND,2031,300.0
RE1,RSCLND,2032,300.0
RE1,RSCLND,2033,300.0
RE1,RSCLND,2034,300.0
RE1,RSCLND,2035,300.0
RE1,LNDMAIRNF,2027,0.5871
RE1,LNDMAIRNF,2028,0.6191
RE1,LNDMAIRNF,2029,0.6191
RE1,LNDMAIRNF,2030,0.6221
RE1,LNDMAIRNF,2031,0.1664
RE1,LNDMAIRNF,2032,0.1664
RE1,LNDMAIRNF,2033,0.1664
RE1,LNDMAIRNF,2034,0.1664
RE1,LNDMAIRNF,2035,0.1703
RE1,LNDMAIIRR,2020,0.0008
RE1,LNDMAIIRR,2021,0.4321
RE1,LNDMAIIRR,2022,0.4343
