t,f,m,y,l,r,ProductionByTechnology
DEMPWRSURWAT,PWRWAT,1,2028,S11,RE1,0.0085
DEMPWRSURWAT,PWRWAT,1,2029,S11,RE1,0.0082
DEMPWRSURWAT,PWRWAT,1,2030,S11,RE1,0.0072
DEMPWRSURWAT,PWRWAT,1,2031,S11,RE1,0.0067
DEMPWRSURWAT,PWRWAT,1,2032,S11,RE1,0.0059
DEMPWRSURWAT,PWRWAT,1,2033,S11,RE1,0.0052
DEMPWRSURWAT,PWRWAT,1,2034,S11,RE1,0.0038
DEMPWRSURWAT,PWRWAT,1,2035,S11,RE1,0.0027
DEMTRABIO,TRABIO,1,2020,S11,RE1,3.3599
DEMTRABIO,TRABIO,1,2021,S11,RE1,3.4609
DEMTRABIO,TRABIO,1,2022,S11,RE1,3.5615
DEMTRABIO,TRABIO,1,2023,S11,RE1,3.6625
DEMTRABIO,TRABIO,1,2024,S11,RE1,3.7632
DEMTRABIO,TRABIO,1,2025,S11,RE1,3.8976
DEMTRABIO,TRABIO,1,2026,S11,RE1,3.9985
DEMTRABIO,TRABIO,1,2027,S11,RE1,4.0992
DEMTRABIO,TRABIO,1,2028,S11,RE1,4.2336
DEMTRABIO,TRABIO,1,2029,S11,RE1,4.368
DEMTRABIO,TRABIO,1,2030,S11,RE1,4.5025
DEMTRABIO,TRABIO,1,2031,S11,RE1,4.6369
DEMTRABIO,TRABIO,1,2032,S11,RE1,4.7713
DEMTRABIO,TRABIO,1,2033,S11,RE1,4.9057
DEMTRABIO,TRABIO,1,2034,S11,RE1,5.0401
DEMTRABIO,TRABIO,1,2035,S11,RE1,5.1743
LNDBLT,LBLT,1,2020,S11,RE1,5.04
LNDBLT,LBLT,1,2021,S11,RE1,5.1072
LNDBLT,LBLT,1,2022,S11,RE1,5.1408
LNDBLT,LBLT,1,2023,S11,RE1,5.208
LNDBLT,LBLT,1,2024,S11,RE1,5.2416
LNDBLT,LBLT,1,2025,S11,RE1,5.3088
LNDBLT,LBLT,1,2026,S11,RE1,5.3424
LNDBLT,LBLT,1,2027,S11,RE1,5.4096
LNDBLT,LBLT,1,2028,S11,RE1,5.4432
LNDBLT,LBLT,1,2029,S11,RE1,5.5104
LNDBLT,LBLT,1,2030,S11,RE1,5.5776
LNDBLT,LBLT,1,2031,S11,RE1,5.6112
LNDBLT,LBLT,1,2032,S11,RE1,5.6784
LNDBLT,LBLT,1,2033,S11,RE1,5.7456
LNDBLT,LBLT,1,2034,S11,RE1,5.7792
LNDBLT,LBLT,1,2035,S11,RE1,5.8464
LNDBLT,WTREVT,1,2020,S11,RE1,3.78
LNDBLT,WTREVT,1,2021,S11,RE1,3.8304
LNDBLT,WTREVT,1,2022,S11,RE1,3.8556
LNDBLT,WTREVT,1,2023,S11,RE1,3.906
LNDBLT,WTREVT,1,2024,S11,RE1,3.9312
LNDBLT,WTREVT,1,2025,S11,RE1,3.9816
LNDBLT,WTREVT,1,2026,S11,RE1,4.0068
LNDBLT,WTREVT,1,2027,S11,RE1,4.0572
LNDBLT,WTREVT,1,2028,S11,RE1,4.0824
LNDBLT,WTREVT,1,2029,S11,RE1,4.1328
LNDBLT,WTREVT,1,2030,S11,RE1,4.1832
LNDBLT,WTREVT,1,2031,S11,RE1,4.2084
LNDBLT,WTREVT,1,2032,S11,RE1,4.2588
LNDBLT,WTREVT,1,2033,S11,RE1,4.3092
LNDBLT,WTREVT,1,2034,S11,RE1,4.3344
LNDBLT,WTREVT,1,2035,S11,RE1,4.3848
LNDBLT,WTRGWT,1,2020,S11,RE1,0.2016
LNDBLT,WTRGWT,1,2021,S11,RE1,0.2043
LNDBLT,WTRGWT,1,2022,S11,RE1,0.2056
LNDBLT,WTRGWT,1,2023,S11,RE1,0.2083
LNDBLT,WTRGWT,1,2024,S11,RE1,0.2097
LNDBLT,WTRGWT,1,2025,S11,RE1,0.2124
LNDBLT,WTRGWT,1,2026,S11,RE1,0.2137
LNDBLT,WTRGWT,1,2027,S11,RE1,0.2164
LNDBLT,WTRGWT,1,2028,S11,RE1,0.2177
LNDBLT,WTRGWT,1,2029,S11,RE1,0.2204
LNDBLT,WTRGWT,1,2030,S11,RE1,0.2231
LNDBLT,WTRGWT,1,2031,S11,RE1,0.2244
LNDBLT,WTRGWT,1,2032,S11,RE1,0.2271
LNDBLT,WTRGWT,1,2033,S11,RE1,0.2298
LNDBLT,WTRGWT,1,2034,S11,RE1,0.2312
LNDBLT,WTRGWT,1,2035,S11,RE1,0.2339
LNDBLT,WTRRUN,1,2020,S11,RE1,2.0664
LNDBLT,WTRRUN,1,2021,S11,RE1,2.094
LNDBLT,WTRRUN,1,2022,S11,RE1,2.1077
LNDBLT,WTRRUN,1,2023,S11,RE1,2.1353
LNDBLT,WTRRUN,1,2024,S11,RE1,2.1491
LNDBLT,WTRRUN,1,2025,S11,RE1,2.1766
LNDBLT,WTRRUN,1,2026,S11,RE1,2.1904
LNDBLT,WTRRUN,1,2027,S11,RE1,2.2179
LNDBLT,WTRRUN,1,2028,S11,RE1,2.2317
LNDBLT,WTRRUN,1,2029,S11,RE1,2.2593
LNDBLT,WTRRUN,1,2030,S11,RE1,2.2868
LNDBLT,WTRRUN,1,2031,S11,RE1,2.3006
LNDBLT,WTRRUN,1,2032,S11,RE1,2.3281
LNDBLT,WTRRUN,1,2033,S11,RE1,2.3557
LNDBLT,WTRRUN,1,2034,S11,RE1,2.3695
LNDBLT,WTRRUN,1,2035,S11,RE1,2.397
LNDFOR,LFOR,1,2020,S11,RE1,85.2096
LNDFOR,LFOR,1,2021,S11,RE1,85.1535
LNDFOR,LFOR,1,2022,S11,RE1,85.1353
LNDFOR,LFOR,1,2023,S11,RE1,85.0838
LNDFOR,LFOR,1,2024,S11,RE1,85.0649
LNDFOR,LFOR,1,2025,S11,RE1,85.0045
LNDFOR,LFOR,1,2026,S11,RE1,84.9853
LNDFOR,LFOR,1,2027,S11,RE1,84.9317
LNDFOR,LFOR,1,2028,S11,RE1,84.9035
LNDFOR,LFOR,1,2029,S11,RE1,84.8414
LNDFOR,LFOR,1,2030,S11,RE1,84.5726
LNDFOR,LFOR,1,2031,S11,RE1,84.5726
LNDFOR,LFOR,1,2032,S11,RE1,84.5726
LNDFOR,LFOR,1,2033,S11,RE1,84.5726
LNDFOR,LFOR,1,2034,S11,RE1,84.5726
LNDFOR,LFOR,1,2035,S11,RE1,84.5726
LNDFOR,WTREVT,1,2020,S11,RE1,72.4282
LNDFOR,WTREVT,1,2021,S11,RE1,72.3804
LNDFOR,WTREVT,1,2022,S11,RE1,72.365
LNDFOR,WTREVT,1,2023,S11,RE1,72.3212
LNDFOR,WTREVT,1,2024,S11,RE1,72.3052
LNDFOR,WTREVT,1,2025,S11,RE1,72.2539
LNDFOR,WTREVT,1,2026,S11,RE1,72.2375
LNDFOR,WTREVT,1,2027,S11,RE1,72.192
LNDFOR,WTREVT,1,2028,S11,RE1,72.1679
LNDFOR,WTREVT,1,2029,S11,RE1,72.1152
LNDFOR,WTREVT,1,2030,S11,RE1,71.8867
LNDFOR,WTREVT,1,2031,S11,RE1,71.8867
LNDFOR,WTREVT,1,2032,S11,RE1,71.8867
LNDFOR,WTREVT,1,2033,S11,RE1,71.8867
LNDFOR,WTREVT,1,2034,S11,RE1,71.8867
LNDFOR,WTREVT,1,2035,S11,RE1,71.8867
LNDFOR,WTRGWT,1,2020,S11,RE1,2.5563
LNDFOR,WTRGWT,1,2021,S11,RE1,2.5546
LNDFOR,WTRGWT,1,2022,S11,RE1,2.5541
LNDFOR,WTRGWT,1,2023,S11,RE1,2.5525
LNDFOR,WTRGWT,1,2024,S11,RE1,2.5519
LNDFOR,WTRGWT,1,2025,S11,RE1,2.5501
LNDFOR,WTRGWT,1,2026,S11,RE1,2.5496
LNDFOR,WTRGWT,1,2027,S11,RE1,2.548
LNDFOR,WTRGWT,1,2028,S11,RE1,2.5471
LNDFOR,WTRGWT,1,2029,S11,RE1,2.5452
LNDFOR,WTRGWT,1,2030,S11,RE1,2.5372
LNDFOR,WTRGWT,1,2031,S11,RE1,2.5372
LNDFOR,WTRGWT,1,2032,S11,RE1,2.5372
LNDFOR,WTRGWT,1,2033,S11,RE1,2.5372
LNDFOR,WTRGWT,1,2034,S11,RE1,2.5372
LNDFOR,WTRGWT,1,2035,S11,RE1,2.5372
LNDFOR,WTRRUN,1,2020,S11,RE1,27.2671
LNDFOR,WTRRUN,1,2021,S11,RE1,27.2491
LNDFOR,WTRRUN,1,2022,S11,RE1,27.2433
LNDFOR,WTRRUN,1,2023,S11,RE1,27.2268
LNDFOR,WTRRUN,1,2024,S11,RE1,27.2208
LNDFOR,WTRRUN,1,2025,S11,RE1,27.2015
LNDFOR,WTRRUN,1,2026,S11,RE1,27.1953
LNDFOR,WTRRUN,1,2027,S11,RE1,27.1782
LNDFOR,WTRRUN,1,2028,S11,RE1,27.1691
LNDFOR,WTRRUN,1,2029,S11,RE1,27.1493
LNDFOR,WTRRUN,1,2030,S11,RE1,27.0632
LNDFOR,WTRRUN,1,2031,S11,RE1,27.0632
LNDFOR,WTRRUN,1,2032,S11,RE1,27.0632
LNDFOR,WTRRUN,1,2033,S11,RE1,27.0632
LNDFOR,WTRRUN,1,2034,S11,RE1,27.0632
LNDFOR,WTRRUN,1,2035,S11,RE1,27.0632
LNDMAIIRR,CRPMAI,1,2020,S11,RE1,0.0521
LNDMAIIRR,CRPMAI,1,2021,S11,RE1,0.1131
LNDMAIIRR,CRPMAI,1,2022,S11,RE1,0.1744
LNDMAIIRR,CRPMAI,1,2023,S11,RE1,0.2354
LNDMAIIRR,CRPMAI,1,2024,S11,RE1,0.2967
LNDMAIIRR,CRPMAI,1,2025,S11,RE1,0.3617
LNDMAIIRR,CRPMAI,1,2026,S11,RE1,0.423
LNDMAIIRR,CRPMAI,1,2027,S11,RE1,0.4847
LNDMAIIRR,CRPMAI,1,2028,S11,RE1,0.55
LNDMAIIRR,CRPMAI,1,2029,S11,RE1,0.6153
LNDMAIIRR,CRPMAI,1,2030,S11,RE1,0.681
LNDMAIIRR,CRPMAI,1,2031,S11,RE1,0.6999
LNDMAIIRR,CRPMAI,1,2032,S11,RE1,0.7189
LNDMAIIRR,CRPMAI,1,2033,S11,RE1,0.7378
LNDMAIIRR,CRPMAI,1,2034,S11,RE1,0.7567
LNDMAIIRR,CRPMAI,1,2035,S11,RE1,0.776
LNDMAIIRR,WTREVT,1,2020,S11,RE1,0.0571
LNDMAIIRR,WTREVT,1,2021,S11,RE1,0.124
LNDMAIIRR,WTREVT,1,2022,S11,RE1,0.1912
LNDMAIIRR,WTREVT,1,2023,S11,RE1,0.2581
LNDMAIIRR,WTREVT,1,2024,S11,RE1,0.3253
LNDMAIIRR,WTREVT,1,2025,S11,RE1,0.3966
LNDMAIIRR,WTREVT,1,2026,S11,RE1,0.4638
LNDMAIIRR,WTREVT,1,2027,S11,RE1,0.5315
LNDMAIIRR,WTREVT,1,2028,S11,RE1,0.6031
LNDMAIIRR,WTREVT,1,2029,S11,RE1,0.6747
LNDMAIIRR,WTREVT,1,2030,S11,RE1,0.7467
LNDMAIIRR,WTREVT,1,2031,S11,RE1,0.7674
LNDMAIIRR,WTREVT,1,2032,S11,RE1,0.7882
LNDMAIIRR,WTREVT,1,2033,S11,RE1,0.809
LNDMAIIRR,WTREVT,1,2034,S11,RE1,0.8298
LNDMAIIRR,WTREVT,1,2035,S11,RE1,0.8509
LNDMAIIRR,WTRGWT,1,2020,S11,RE1,0.0114
LNDMAIIRR,WTRGWT,1,2021,S11,RE1,0.0248
LNDMAIIRR,WTRGWT,1,2022,S11,RE1,0.0382
LNDMAIIRR,WTRGWT,1,2023,S11,RE1,0.0516
LNDMAIIRR,WTRGWT,1,2024,S11,RE1,0.0651
LNDMAIIRR,WTRGWT,1,2025,S11,RE1,0.0793
LNDMAIIRR,WTRGWT,1,2026,S11,RE1,0.0928
LNDMAIIRR,WTRGWT,1,2027,S11,RE1,0.1063
LNDMAIIRR,WTRGWT,1,2028,S11,RE1,0.1206
LNDMAIIRR,WTRGWT,1,2029,S11,RE1,0.1349
LNDMAIIRR,WTRGWT,1,2030,S11,RE1,0.1493
LNDMAIIRR,WTRGWT,1,2031,S11,RE1,0.1535
LNDMAIIRR,WTRGWT,1,2032,S11,RE1,0.1576
LNDMAIIRR,WTRGWT,1,2033,S11,RE1,0.1618
LNDMAIIRR,WTRGWT,1,2034,S11,RE1,0.166
LNDMAIIRR,WTRGWT,1,2035,S11,RE1,0.1702
LNDMAIIRR,WTRRUN,1,2020,S11,RE1,0.1028
LNDMAIIRR,WTRRUN,1,2021,S11,RE1,0.2231
LNDMAIIRR,WTRRUN,1,2022,S11,RE1,0.3442
LNDMAIIRR,WTRRUN,1,2023,S11,RE1,0.4646
LNDMAIIRR,WTRRUN,1,2024,S11,RE1,0.5856
LNDMAIIRR,WTRRUN,1,2025,S11,RE1,0.7139
LNDMAIIRR,WTRRUN,1,2026,S11,RE1,0.8349
LNDMAIIRR,WTRRUN,1,2027,S11,RE1,0.9566
LNDMAIIRR,WTRRUN,1,2028,S11,RE1,1.0855
LNDMAIIRR,WTRRUN,1,2029,S11,RE1,1.2144
LNDMAIIRR,WTRRUN,1,2030,S11,RE1,1.344
LNDMAIIRR,WTRRUN,1,2031,S11,RE1,1.3814
LNDMAIIRR,WTRRUN,1,2032,S11,RE1,1.4188
LNDMAIIRR,WTRRUN,1,2033,S11,RE1,1.4562
LNDMAIIRR,WTRRUN,1,2034,S11,RE1,1.4936
LNDMAIIRR,WTRRUN,1,2035,S11,RE1,1.5317
LNDMAIRNF,CRPMAI,1,2020,S11,RE1,0.467
LNDMAIRNF,CRPMAI,1,2021,S11,RE1,0.4203
LNDMAIRNF,CRPMAI,1,2022,S11,RE1,0.3736
LNDMAIRNF,CRPMAI,1,2023,S11,RE1,0.3269
LNDMAIRNF,CRPMAI,1,2024,S11,RE1,0.2802
LNDMAIRNF,CRPMAI,1,2025,S11,RE1,0.2335
LNDMAIRNF,CRPMAI,1,2026,S11,RE1,0.1868
LNDMAIRNF,CRPMAI,1,2027,S11,RE1,0.1401
LNDMAIRNF,CRPMAI,1,2028,S11,RE1,0.0934
LNDMAIRNF,CRPMAI,1,2029,S11,RE1,0.0467
LNDMAIRNF,CRPMAI,1,2030,S11,RE1,0.0
LNDMAIRNF,CRPMAI,1,2031,S11,RE1,0.0
LNDMAIRNF,CRPMAI,1,2032,S11,RE1,0.0
LNDMAIRNF,CRPMAI,1,2033,S11,RE1,0.0
LNDMAIRNF,CRPMAI,1,2034,S11,RE1,0.0
LNDMAIRNF,CRPMAI,1,2035,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2020,S11,RE1,0.551
LNDMAIRNF,WTREVT,1,2021,S11,RE1,0.4959
LNDMAIRNF,WTREVT,1,2022,S11,RE1,0.4408
LNDMAIRNF,WTREVT,1,2023,S11,RE1,0.3857
LNDMAIRNF,WTREVT,1,2024,S11,RE1,0.3306
LNDMAIRNF,WTREVT,1,2025,S11,RE1,0.2755
LNDMAIRNF,WTREVT,1,2026,S11,RE1,0.2204
LNDMAIRNF,WTREVT,1,2027,S11,RE1,0.1653
LNDMAIRNF,WTREVT,1,2028,S11,RE1,0.1102
LNDMAIRNF,WTREVT,1,2029,S11,RE1,0.0551
LNDMAIRNF,WTREVT,1,2030,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2031,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2032,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2033,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2034,S11,RE1,0.0
LNDMAIRNF,WTREVT,1,2035,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2020,S11,RE1,0.1102
LNDMAIRNF,WTRGWT,1,2021,S11,RE1,0.0992
LNDMAIRNF,WTRGWT,1,2022,S11,RE1,0.0882
LNDMAIRNF,WTRGWT,1,2023,S11,RE1,0.0771
LNDMAIRNF,WTRGWT,1,2024,S11,RE1,0.0661
LNDMAIRNF,WTRGWT,1,2025,S11,RE1,0.0551
LNDMAIRNF,WTRGWT,1,2026,S11,RE1,0.0441
LNDMAIRNF,WTRGWT,1,2027,S11,RE1,0.0331
LNDMAIRNF,WTRGWT,1,2028,S11,RE1,0.022
LNDMAIRNF,WTRGWT,1,2029,S11,RE1,0.011
LNDMAIRNF,WTRGWT,1,2030,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2031,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2032,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2033,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2034,S11,RE1,0.0
LNDMAIRNF,WTRGWT,1,2035,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2020,S11,RE1,0.9919
LNDMAIRNF,WTRRUN,1,2021,S11,RE1,0.8927
LNDMAIRNF,WTRRUN,1,2022,S11,RE1,0.7935
LNDMAIRNF,WTRRUN,1,2023,S11,RE1,0.6943
LNDMAIRNF,WTRRUN,1,2024,S11,RE1,0.5951
LNDMAIRNF,WTRRUN,1,2025,S11,RE1,0.4959
LNDMAIRNF,WTRRUN,1,2026,S11,RE1,0.3967
LNDMAIRNF,WTRRUN,1,2027,S11,RE1,0.2976
LNDMAIRNF,WTRRUN,1,2028,S11,RE1,0.1984
LNDMAIRNF,WTRRUN,1,2029,S11,RE1,0.0992
LNDMAIRNF,WTRRUN,1,2030,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2031,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2032,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2033,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2034,S11,RE1,0.0
LNDMAIRNF,WTRRUN,1,2035,S11,RE1,0.0
LNDRICIRR,CRPRIC,1,2020,S11,RE1,0.2005
LNDRICIRR,CRPRIC,1,2021,S11,RE1,0.2323
LNDRICIRR,CRPRIC,1,2022,S11,RE1,0.2712
LNDRICIRR,CRPRIC,1,2023,S11,RE1,0.3103
LNDRICIRR,CRPRIC,1,2024,S11,RE1,0.3496
LNDRICIRR,CRPRIC,1,2025,S11,RE1,0.3892
LNDRICIRR,CRPRIC,1,2026,S11,RE1,0.4289
LNDRICIRR,CRPRIC,1,2027,S11,RE1,0.4686
LNDRICIRR,CRPRIC,1,2028,S11,RE1,0.5087
LNDRICIRR,CRPRIC,1,2029,S11,RE1,0.5493
LNDRICIRR,CRPRIC,1,2030,S11,RE1,0.5897
LNDRICIRR,CRPRIC,1,2031,S11,RE1,0.6015
LNDRICIRR,CRPRIC,1,2032,S11,RE1,0.6135
LNDRICIRR,CRPRIC,1,2033,S11,RE1,0.626
LNDRICIRR,CRPRIC,1,2034,S11,RE1,0.6384
LNDRICIRR,CRPRIC,1,2035,S11,RE1,0.6512
LNDRICIRR,WTREVT,1,2020,S11,RE1,0.1386
LNDRICIRR,WTREVT,1,2021,S11,RE1,0.1606
LNDRICIRR,WTREVT,1,2022,S11,RE1,0.1875
LNDRICIRR,WTREVT,1,2023,S11,RE1,0.2145
LNDRICIRR,WTREVT,1,2024,S11,RE1,0.2417
LNDRICIRR,WTREVT,1,2025,S11,RE1,0.2691
LNDRICIRR,WTREVT,1,2026,S11,RE1,0.2965
LNDRICIRR,WTREVT,1,2027,S11,RE1,0.3239
LNDRICIRR,WTREVT,1,2028,S11,RE1,0.3516
LNDRICIRR,WTREVT,1,2029,S11,RE1,0.3797
LNDRICIRR,WTREVT,1,2030,S11,RE1,0.4076
LNDRICIRR,WTREVT,1,2031,S11,RE1,0.4157
LNDRICIRR,WTREVT,1,2032,S11,RE1,0.4241
LNDRICIRR,WTREVT,1,2033,S11,RE1,0.4327
LNDRICIRR,WTREVT,1,2034,S11,RE1,0.4413
LNDRICIRR,WTREVT,1,2035,S11,RE1,0.4501
LNDRICIRR,WTRGWT,1,2020,S11,RE1,0.0166
LNDRICIRR,WTRGWT,1,2021,S11,RE1,0.0193
LNDRICIRR,WTRGWT,1,2022,S11,RE1,0.0225
LNDRICIRR,WTRGWT,1,2023,S11,RE1,0.0257
LNDRICIRR,WTRGWT,1,2024,S11,RE1,0.029
LNDRICIRR,WTRGWT,1,2025,S11,RE1,0.0323
LNDRICIRR,WTRGWT,1,2026,S11,RE1,0.0356
LNDRICIRR,WTRGWT,1,2027,S11,RE1,0.0389
LNDRICIRR,WTRGWT,1,2028,S11,RE1,0.0422
LNDRICIRR,WTRGWT,1,2029,S11,RE1,0.0456
LNDRICIRR,WTRGWT,1,2030,S11,RE1,0.0489
LNDRICIRR,WTRGWT,1,2031,S11,RE1,0.0499
LNDRICIRR,WTRGWT,1,2032,S11,RE1,0.0509
LNDRICIRR,WTRGWT,1,2033,S11,RE1,0.0519
LNDRICIRR,WTRGWT,1,2034,S11,RE1,0.053
LNDRICIRR,WTRGWT,1,2035,S11,RE1,0.054
LNDRICIRR,WTRRUN,1,2020,S11,RE1,0.1497
LNDRICIRR,WTRRUN,1,2021,S11,RE1,0.1734
LNDRICIRR,WTRRUN,1,2022,S11,RE1,0.2025
LNDRICIRR,WTRRUN,1,2023,S11,RE1,0.2316
LNDRICIRR,WTRRUN,1,2024,S11,RE1,0.261
LNDRICIRR,WTRRUN,1,2025,S11,RE1,0.2906
LNDRICIRR,WTRRUN,1,2026,S11,RE1,0.3202
LNDRICIRR,WTRRUN,1,2027,S11,RE1,0.3499
