r_x,f,t,y,m,r_y,l,r,RateOfProductionByTechnologyByMode
RE1,CRPRIC,LNDRICIRR,2027,1,RE1,S11,RE1,1.3948
RE1,CRPRIC,LNDRICIRR,2028,1,RE1,S11,RE1,1.514
RE1,CRPRIC,LNDRICIRR,2029,1,RE1,S11,RE1,1.6348
RE1,CRPRIC,LNDRICIRR,2030,1,RE1,S11,RE1,1.755
RE1,CRPRIC,LNDRICIRR,2031,1,RE1,S11,RE1,1.79
RE1,CRPRIC,LNDRICIRR,2032,1,RE1,S11,RE1,1.8259
RE1,CRPRIC,LNDRICIRR,2033,1,RE1,S11,RE1,1.8631
RE1,CRPRIC,LNDRICIRR,2034,1,RE1,S11,RE1,1.9001
RE1,CRPRIC,LNDRICIRR,2035,1,RE1,S11,RE1,1.938
RE1,WTREVT,LNDRICIRR,2020,1,RE1,S11,RE1,0.4125
RE1,WTREVT,LNDRICIRR,2021,1,RE1,S11,RE1,0.478
RE1,WTREVT,LNDRICIRR,2022,1,RE1,S11,RE1,0.558
RE1,WTREVT,LNDRICIRR,2023,1,RE1,S11,RE1,0.6383
RE1,WTREVT,LNDRICIRR,2024,1,RE1,S11,RE1,0.7193
RE1,WTREVT,LNDRICIRR,2025,1,RE1,S11,RE1,0.8008
RE1,WTREVT,LNDRICIRR,2026,1,RE1,S11,RE1,0.8824
RE1,WTREVT,LNDRICIRR,2027,1,RE1,S11,RE1,0.9641
RE1,WTREVT,LNDRICIRR,2028,1,RE1,S11,RE1,1.0465
RE1,WTREVT,LNDRICIRR,2029,1,RE1,S11,RE1,1.13
RE1,WTREVT,LNDRICIRR,2030,1,RE1,S11,RE1,1.2131
RE1,WTREVT,LNDRICIRR,2031,1,RE1,S11,RE1,1.2374
RE1,WTREVT,LNDRICIRR,2032,1,RE1,S11,RE1,1.2622
RE1,WTREVT,LNDRICIRR,2033,1,RE1,S11,RE1,1.2878
RE1,WTREVT,LNDRICIRR,2034,1,RE1,S11,RE1,1.3134
RE1,WTREVT,LNDRICIRR,2035,1,RE1,S11,RE1,1.3396
RE1,WTRGWT,LNDRICIRR,2020,1,RE1,S11,RE1,0.0495
RE1,WTRGWT,LNDRICIRR,2021,1,RE1,S11,RE1,0.0574
RE1,WTRGWT,LNDRICIRR,2022,1,RE1,S11,RE1,0.067
RE1,WTRGWT,LNDRICIRR,2023,1,RE1,S11,RE1,0.0766
RE1,WTRGWT,LNDRICIRR,2024,1,RE1,S11,RE1,0.0863
RE1,WTRGWT,LNDRICIRR,2025,1,RE1,S11,RE1,0.0961
RE1,WTRGWT,LNDRICIRR,2026,1,RE1,S11,RE1,0.1059
RE1,WTRGWT,LNDRICIRR,2027,1,RE1,S11,RE1,0.1157
RE1,WTRGWT,LNDRICIRR,2028,1,RE1,S11,RE1,0.1256
RE1,WTRGWT,LNDRICIRR,2029,1,RE1,S11,RE1,0.1356
RE1,WTRGWT,LNDRICIRR,2030,1,RE1,S11,RE1,0.1456
RE1,WTRGWT,LNDRICIRR,2031,1,RE1,S11,RE1,0.1485
RE1,WTRGWT,LNDRICIRR,2032,1,RE1,S11,RE1,0.1515
RE1,WTRGWT,LNDRICIRR,2033,1,RE1,S11,RE1,0.1545
RE1,WTRGWT,LNDRICIRR,2034,1,RE1,S11,RE1,0.1576
RE1,WTRGWT,LNDRICIRR,2035,1,RE1,S11,RE1,0.1608
RE1,WTRRUN,LNDRICIRR,2020,1,RE1,S11,RE1,0.4455
RE1,WTRRUN,LNDRICIRR,2021,1,RE1,S11,RE1,0.5162
RE1,WTRRUN,LNDRICIRR,2022,1,RE1,S11,RE1,0.6026
RE1,WTRRUN,LNDRICIRR,2023,1,RE1,S11,RE1,0.6894
RE1,WTRRUN,LNDRICIRR,2024,1,RE1,S11,RE1,0.7769
RE1,WTRRUN,LNDRICIRR,2025,1,RE1,S11,RE1,0.8648
RE1,WTRRUN,LNDRICIRR,2026,1,RE1,S11,RE1,0.953
RE1,WTRRUN,LNDRICIRR,2027,1,RE1,S11,RE1,1.0413
RE1,WTRRUN,LNDRICIRR,2028,1,RE1,S11,RE1,1.1303
RE1,WTRRUN,LNDRICIRR,2029,1,RE1,S11,RE1,1.2204
RE1,WTRRUN,LNDRICIRR,2030,1,RE1,S11,RE1,1.3102
RE1,WTRRUN,LNDRICIRR,2031,1,RE1,S11,RE1,1.3363
RE1,WTRRUN,LNDRICIRR,2032,1,RE1,S11,RE1,1.3631
RE1,WTRRUN,LNDRICIRR,2033,1,RE1,S11,RE1,1.3909
RE1,WTRRUN,LNDRICIRR,2034,1,RE1,S11,RE1,1.4185
RE1,WTRRUN,LNDRICIRR,2035,1,RE1,S11,RE1,1.4468
RE1,CRPRIC,LNDRICRNF,2020,1,RE1,S11,RE1,0.8433
RE1,CRPRIC,LNDRICRNF,2021,1,RE1,S11,RE1,0.7776
RE1,CRPRIC,LNDRICRNF,2022,1,RE1,S11,RE1,0.6908
RE1,CRPRIC,LNDRICRNF,2023,1,RE1,S11,RE1,0.6046
RE1,CRPRIC,LNDRICRNF,2024,1,RE1,S11,RE1,0.5184
RE1,CRPRIC,LNDRICRNF,2025,1,RE1,S11,RE1,0.4316
RE1,CRPRIC,LNDRICRNF,2026,1,RE1,S11,RE1,0.3454
RE1,CRPRIC,LNDRICRNF,2027,1,RE1,S11,RE1,0.2592
RE1,CRPRIC,LNDRICRNF,2028,1,RE1,S11,RE1,0.173
RE1,CRPRIC,LNDRICRNF,2029,1,RE1,S11,RE1,0.0862
RE1,WTREVT,LNDRICRNF,2020,1,RE1,S11,RE1,0.8336
RE1,WTREVT,LNDRICRNF,2021,1,RE1,S11,RE1,0.7686
RE1,WTREVT,LNDRICRNF,2022,1,RE1,S11,RE1,0.6828
RE1,WTREVT,LNDRICRNF,2023,1,RE1,S11,RE1,0.5976
RE1,WTREVT,LNDRICRNF,2024,1,RE1,S11,RE1,0.5124
RE1,WTREVT,LNDRICRNF,2025,1,RE1,S11,RE1,0.4266
RE1,WTREVT,LNDRICRNF,2026,1,RE1,S11,RE1,0.3414
RE1,WTREVT,LNDRICRNF,2027,1,RE1,S11,RE1,0.2562
RE1,WTREVT,LNDRICRNF,2028,1,RE1,S11,RE1,0.171
RE1,WTREVT,LNDRICRNF,2029,1,RE1,S11,RE1,0.0852
RE1,WTRGWT,LNDRICRNF,2020,1,RE1,S11,RE1,0.0834
RE1,WTRGWT,LNDRICRNF,2021,1,RE1,S11,RE1,0.0769
RE1,WTRGWT,LNDRICRNF,2022,1,RE1,S11,RE1,0.0683
RE1,WTRGWT,LNDRICRNF,2023,1,RE1,S11,RE1,0.0598
RE1,WTRGWT,LNDRICRNF,2024,1,RE1,S11,RE1,0.0512
RE1,WTRGWT,LNDRICRNF,2025,1,RE1,S11,RE1,0.0427
RE1,WTRGWT,LNDRICRNF,2026,1,RE1,S11,RE1,0.0341
RE1,WTRGWT,LNDRICRNF,2027,1,RE1,S11,RE1,0.0256
RE1,WTRGWT,LNDRICRNF,2028,1,RE1,S11,RE1,0.0171
RE1,WTRGWT,LNDRICRNF,2029,1,RE1,S11,RE1,0.0085
RE1,WTRRUN,LNDRICRNF,2020,1,RE1,S11,RE1,0.7502
RE1,WTRRUN,LNDRICRNF,2021,1,RE1,S11,RE1,0.6917
RE1,WTRRUN,LNDRICRNF,2022,1,RE1,S11,RE1,0.6145
RE1,WTRRUN,LNDRICRNF,2023,1,RE1,S11,RE1,0.5378
RE1,WTRRUN,LNDRICRNF,2024,1,RE1,S11,RE1,0.4612
RE1,WTRRUN,LNDRICRNF,2025,1,RE1,S11,RE1,0.3839
RE1,WTRRUN,LNDRICRNF,2026,1,RE1,S11,RE1,0.3073
RE1,WTRRUN,LNDRICRNF,2027,1,RE1,S11,RE1,0.2306
RE1,WTRRUN,LNDRICRNF,2028,1,RE1,S11,RE1,0.1539
RE1,WTRRUN,LNDRICRNF,2029,1,RE1,S11,RE1,0.0767
RE1,LWAT,LNDWAT,2020,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2021,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2022,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2023,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2024,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2025,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2026,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2027,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2028,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2029,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2030,1,RE1,S11,RE1,25.6338
RE1,LWAT,LNDWAT,2031,1,RE1,S11,RE1,25.3778
RE1,LWAT,LNDWAT,2032,1,RE1,S11,RE1,25.021
RE1,LWAT,LNDWAT,2033,1,RE1,S11,RE1,24.6632
RE1,LWAT,LNDWAT,2034,1,RE1,S11,RE1,24.4055
RE1,LWAT,LNDWAT,2035,1,RE1,S11,RE1,24.0446
RE1,WTREVT,LNDWAT,2020,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2021,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2022,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2023,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2024,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2025,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2026,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2027,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2028,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2029,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2030,1,RE1,S11,RE1,10.2535
RE1,WTREVT,LNDWAT,2031,1,RE1,S11,RE1,10.1511
RE1,WTREVT,LNDWAT,2032,1,RE1,S11,RE1,10.0084
RE1,WTREVT,LNDWAT,2033,1,RE1,S11,RE1,9.8653
RE1,WTREVT,LNDWAT,2034,1,RE1,S11,RE1,9.7622
RE1,WTREVT,LNDWAT,2035,1,RE1,S11,RE1,9.6178
RE1,WTRGWT,LNDWAT,2020,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2021,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2022,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2023,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2024,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2025,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2026,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2027,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2028,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2029,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2030,1,RE1,S11,RE1,2.0507
RE1,WTRGWT,LNDWAT,2031,1,RE1,S11,RE1,2.0302
RE1,WTRGWT,LNDWAT,2032,1,RE1,S11,RE1,2.0017
RE1,WTRGWT,LNDWAT,2033,1,RE1,S11,RE1,1.9731
RE1,WTRGWT,LNDWAT,2034,1,RE1,S11,RE1,1.9524
RE1,WTRGWT,LNDWAT,2035,1,RE1,S11,RE1,1.9236
RE1,WTRRUN,LNDWAT,2020,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2021,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2022,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2023,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2024,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2025,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2026,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2027,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2028,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2029,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2030,1,RE1,S11,RE1,18.4563
RE1,WTRRUN,LNDWAT,2031,1,RE1,S11,RE1,18.272
RE1,WTRRUN,LNDWAT,2032,1,RE1,S11,RE1,18.0151
RE1,WTRRUN,LNDWAT,2033,1,RE1,S11,RE1,17.7575
RE1,WTRRUN,LNDWAT,2034,1,RE1,S11,RE1,17.572
RE1,WTRRUN,LNDWAT,2035,1,RE1,S11,RE1,17.3121
RE1,COA,MINCOA,2020,1,RE1,S11,RE1,316.4591
RE1,COA,MINCOA,2021,1,RE1,S11,RE1,333.6963
RE1,COA,MINCOA,2022,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2023,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2024,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2025,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2026,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2027,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2028,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2029,1,RE1,S11,RE1,378.432
RE1,COA,MINCOA,2030,1,RE1,S11,RE1,189.216
RE1,COA,MINCOA,2031,1,RE1,S11,RE1,137.1101
RE1,COA,MINCOA,2032,1,RE1,S11,RE1,189.216
RE1,COA,MINCOA,2033,1,RE1,S11,RE1,189.216
RE1,COA,MINCOA,2034,1,RE1,S11,RE1,189.216
RE1,COA,MINCOA,2035,1,RE1,S11,RE1,189.216
RE1,GAS,MINGAS,2021,1,RE1,S11,RE1,32.5592
RE1,GAS,MINGAS,2022,1,RE1,S11,RE1,14.013
RE1,GAS,MINGAS,2023,1,RE1,S11,RE1,21.3803
RE1,GAS,MINGAS,2024,1,RE1,S11,RE1,25.5753
RE1,GAS,MINGAS,2025,1,RE1,S11,RE1,28.0815
RE1,GAS,MINGAS,2026,1,RE1,S11,RE1,29.7821
RE1,GAS,MINGAS,2027,1,RE1,S11,RE1,27.0473
RE1,GAS,MINGAS,2028,1,RE1,S11,RE1,13.9556
RE1,GAS,MINGAS,2029,1,RE1,S11,RE1,6.9076
RE1,GAS,MINGAS,2030,1,RE1,S11,RE1,119.1029
RE1,GAS,MINGAS,2031,1,RE1,S11,RE1,195.2008
RE1,GAS,MINGAS,2032,1,RE1,S11,RE1,137.1295
RE1,GAS,MINGAS,2033,1,RE1,S11,RE1,118.836
RE1,GAS,MINGAS,2034,1,RE1,S11,RE1,87.489
RE1,GAS,MINGAS,2035,1,RE1,S11,RE1,61.7294
RE1,ELC001,PWRCOA,2020,1,RE1,S11,RE1,105.4864
RE1,ELC001,PWRCOA,2021,1,RE1,S11,RE1,111.2321
RE1,ELC001,PWRCOA,2022,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2023,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2024,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2025,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2026,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2027,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2028,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2029,1,RE1,S11,RE1,126.144
RE1,ELC001,PWRCOA,2030,1,RE1,S11,RE1,63.072
RE1,ELC001,PWRCOA,2031,1,RE1,S11,RE1,45.7034
RE1,ELC001,PWRCOA,2032,1,RE1,S11,RE1,63.072
RE1,ELC001,PWRCOA,2033,1,RE1,S11,RE1,63.072
RE1,ELC001,PWRCOA,2034,1,RE1,S11,RE1,63.072
RE1,ELC001,PWRCOA,2035,1,RE1,S11,RE1,63.072
RE1,ELC001,PWRGAS,2021,1,RE1,S11,RE1,16.2796
RE1,ELC001,PWRGAS,2022,1,RE1,S11,RE1,7.0065
RE1,ELC001,PWRGAS,2023,1,RE1,S11,RE1,10.6902
RE1,ELC001,PWRGAS,2024,1,RE1,S11,RE1,12.7877
RE1,ELC001,PWRGAS,2025,1,RE1,S11,RE1,14.0407
RE1,ELC001,PWRGAS,2026,1,RE1,S11,RE1,14.8911
RE1,ELC001,PWRGAS,2027,1,RE1,S11,RE1,13.5237
RE1,ELC001,PWRGAS,2028,1,RE1,S11,RE1,6.9778
RE1,ELC001,PWRGAS,2029,1,RE1,S11,RE1,3.4538
RE1,ELC001,PWRGAS,2030,1,RE1,S11,RE1,59.5514
RE1,ELC001,PWRGAS,2031,1,RE1,S11,RE1,97.6004
RE1,ELC001,PWRGAS,2032,1,RE1,S11,RE1,68.5648
RE1,ELC001,PWRGAS,2033,1,RE1,S11,RE1,59.418
RE1,ELC001,PWRGAS,2034,1,RE1,S11,RE1,43.7445
RE1,ELC001,PWRGAS,2035,1,RE1,S11,RE1,30.8647
RE1,ELC001,PWRHYD,2020,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2021,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2022,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2023,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2024,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2025,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2026,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2027,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2028,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2029,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2030,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2031,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2032,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2033,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2034,1,RE1,S11,RE1,28.3824
RE1,ELC001,PWRHYD,2035,1,RE1,S11,RE1,28.3824
RE1,ELC002,PWRSOL,2020,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2021,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2022,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2023,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2024,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2025,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2026,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2027,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2028,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2029,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2030,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2031,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2032,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2033,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2034,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRSOL,2035,1,RE1,S11,RE1,12.299
RE1,ELC002,PWRTRN,2020,1,RE1,S11,RE1,127.7825
RE1,ELC002,PWRTRN,2021,1,RE1,S11,RE1,138.2513
RE1,ELC002,PWRTRN,2022,1,RE1,S11,RE1,151.2379
RE1,ELC002,PWRTRN,2023,1,RE1,S11,RE1,165.0602
RE1,ELC002,PWRTRN,2024,1,RE1,S11,RE1,178.8444
RE1,ELC002,PWRTRN,2025,1,RE1,S11,RE1,193.4821
RE1,ELC002,PWRTRN,2026,1,RE1,S11,RE1,209.7788
RE1,ELC002,PWRTRN,2027,1,RE1,S11,RE1,226.0879
RE1,ELC002,PWRTRN,2028,1,RE1,S11,RE1,243.2516
RE1,ELC002,PWRTRN,2029,1,RE1,S11,RE1,262.0866
RE1,ELC002,PWRTRN,2030,1,RE1,S11,RE1,281.7599
RE1,ELC002,PWRTRN,2031,1,RE1,S11,RE1,302.1612
RE1,ELC002,PWRTRN,2032,1,RE1,S11,RE1,324.2154
RE1,ELC002,PWRTRN,2033,1,RE1,S11,RE1,347.1189
RE1,ELC002,PWRTRN,2034,1,RE1,S11,RE1,371.6942
RE1,ELC002,PWRTRN,2035,1,RE1,S11,RE1,397.1268
RE1,ELC001,PWRWND,2020,1,RE1,S11,RE1,16.5564
RE1,ELC001,PWRWND,2021,1,RE1,S11,RE1,26.3107
RE1,ELC001,PWRWND,2022,1,RE1,S11,RE1,38.2721
RE1,ELC001,PWRWND,2023,1,RE1,S11,RE1,51.6729
RE1,ELC001,PWRWND,2024,1,RE1,S11,RE1,66.1262
RE1,ELC001,PWRWND,2025,1,RE1,S11,RE1,82.1508
RE1,ELC001,PWRWND,2026,1,RE1,S11,RE1,100.3721
RE1,ELC001,PWRWND,2027,1,RE1,S11,RE1,119.8606
RE1,ELC001,PWRWND,2028,1,RE1,S11,RE1,144.5034
RE1,ELC001,PWRWND,2029,1,RE1,S11,RE1,168.696
RE1,ELC001,PWRWND,2030,1,RE1,S11,RE1,198.7625
RE1,ELC001,PWRWND,2031,1,RE1,S11,RE1,227.5179
RE1,ELC001,PWRWND,2032,1,RE1,S11,RE1,263.6895
RE1,ELC001,PWRWND,2033,1,RE1,S11,RE1,298.2847
RE1,ELC001,PWRWND,2034,1,RE1,S11,RE1,341.2641
RE1,ELC001,PWRWND,2035,1,RE1,S11,RE1,382.4023
RE1,HYD,RSCHYD,2020,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2021,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2022,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2023,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2024,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2025,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2026,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2027,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2028,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2029,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2030,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2031,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2032,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2033,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2034,1,RE1,S11,RE1,28.3824
RE1,HYD,RSCHYD,2035,1,RE1,S11,RE1,28.3824
RE1,WTRSUR,RSCHYD,2020,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2021,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2022,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2023,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2024,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2025,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2026,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2027,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2028,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2029,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2030,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2031,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2032,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2033,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2034,1,RE1,S11,RE1,81.0926
RE1,WTRSUR,RSCHYD,2035,1,RE1,S11,RE1,81.0926
RE1,LND,RSCLND,2020,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2021,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2022,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2023,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2024,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2025,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2026,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2027,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2028,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2029,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2030,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2031,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2032,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2033,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2034,1,RE1,S11,RE1,300.0
RE1,LND,RSCLND,2035,1,RE1,S11,RE1,300.0
RE1,WTRPRC,RSCPRC,2020,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2021,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2022,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2023,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2024,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2025,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2026,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2027,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2028,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2029,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2030,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2031,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2032,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2033,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2034,1,RE1,S11,RE1,360.0
RE1,WTRPRC,RSCPRC,2035,1,RE1,S11,RE1,360.0
RE1,SOL,RSCSOL,2020,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2021,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2022,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2023,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2024,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2025,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2026,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2027,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2028,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2029,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2030,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2031,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2032,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2033,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2034,1,RE1,S11,RE1,12.299
RE1,SOL,RSCSOL,2035,1,RE1,S11,RE1,12.299
RE1,WND,RSCWND,2020,1,RE1,S11,RE1,16.5564
RE1,WND,RSCWND,2021,1,RE1,S11,RE1,26.3107
RE1,WND,RSCWND,2022,1,RE1,S11,RE1,38.2721
RE1,WND,RSCWND,2023,1,RE1,S11,RE1,51.6729
RE1,WND,RSCWND,2024,1,RE1,S11,RE1,66.1262
