r,t,y,AnnualFixedOperatingCost
RE1,DEMPWRGEO,2020,0.0
RE1,DEMPWRGEO,2021,0.0
RE1,DEMPWRGEO,2022,0.0
RE1,DEMPWRGEO,2023,0.0
RE1,DEMPWRGEO,2024,0.0
RE1,DEMPWRGEO,2025,0.0
RE1,DEMPWRGEO,2026,0.0
RE1,DEMPWRGEO,2027,0.0
RE1,DEMPWRGEO,2028,0.0
RE1,DEMPWRGEO,2029,0.0
RE1,DEMPWRGEO,2030,0.0
RE1,DEMPWRGEO,2031,0.0
RE1,DEMPWRGEO,2032,0.0
RE1,DEMPWRGEO,2033,0.0
RE1,DEMPWRGEO,2034,0.0
RE1,DEMPWRGEO,2035,0.0
RE1,DEMPWRGEO,2036,0.0
RE1,DEMPWRGEO,2037,0.0
RE1,DEMPWRGEO,2038,0.0
RE1,DEMPWRGEO,2039,0.0
RE1,DEMPWRGEO,2040,0.0
RE1,DEMPWRGEO,2041,0.0
RE1,DEMPWRGEO,2042,0.0
RE1,DEMPWRGEO,2043,0.0
RE1,DEMPWRGEO,2044,0.0
RE1,DEMPWRGEO,2045,0.0
RE1,DEMPWRGEO,2046,0.0
RE1,DEMPWRGEO,2047,0.0
RE1,DEMPWRGEO,2048,0.0
RE1,DEMPWRGEO,2049,0.0
RE1,DEMPWRGEO,2050,0.0
RE1,DEMPWRHFO,2017,0.0
RE1,DEMPWRHFO,2018,0.0
RE1,DEMPWRHFO,2019,0.0
RE1,DEMPWRHFO,2020,0.0
RE1,DEMPWRHFO,2021,0.0
RE1,DEMPWRHFO,2022,0.0
RE1,DEMPWRHFO,2023,0.0
RE1,DEMPWRHFO,2024,0.0
RE1,DEMPWRHFO,2025,0.0
RE1,DEMPWRHFO,2026,0.0
RE1,DEMPWRHFO,2027,0.0
RE1,DEMPWRHFO,2028,0.0
RE1,DEMPWRHFO,2029,0.0
RE1,DEMPWRHFO,2030,0.0
RE1,DEMPWRHFO,2031,0.0
RE1,DEMPWRHFO,2032,0.0
RE1,DEMPWRHFO,2033,0.0
RE1,DEMPWRHFO,2034,0.0
RE1,DEMPWRHFO,2035,0.0
RE1,DEMPWRHFO,2036,0.0
RE1,DEMPWRHFO,2037,0.0
RE1,DEMPWRHFO,2038,0.0
RE1,DEMPWRHFO,2039,0.0
RE1,DEMPWRHFO,2040,0.0
RE1,DEMPWRHFO,2041,0.0
RE1,DEMPWRHFO,2042,0.0
RE1,DEMPWRHFO,2043,0.0
RE1,DEMPWRHFO,2044,0.0
RE1,DEMPWRHFO,2045,0.0
RE1,DEMPWRHFO,2046,0.0
RE1,DEMPWRHFO,2047,0.0
RE1,DEMPWRHFO,2048,0.0
RE1,DEMPWRHFO,2049,0.0
RE1,DEMPWRHFO,2050,0.0
RE1,DEMPWRHYD,2017,0.0
RE1,DEMPWRHYD,2018,0.0
RE1,DEMPWRHYD,2019,0.0
RE1,DEMPWRHYD,2020,0.0
RE1,DEMPWRHYD,2021,0.0
RE1,DEMPWRHYD,2022,0.0
RE1,DEMPWRHYD,2023,0.0
RE1,DEMPWRHYD,2024,0.0
RE1,DEMPWRHYD,2025,0.0
RE1,DEMPWRHYD,2026,0.0
RE1,DEMPWRHYD,2027,0.0
RE1,DEMPWRHYD,2028,0.0
RE1,DEMPWRHYD,2029,0.0
RE1,DEMPWRHYD,2030,0.0
RE1,DEMPWRHYD,2031,0.0
RE1,DEMPWRHYD,2032,0.0
RE1,DEMPWRHYD,2033,0.0
RE1,DEMPWRHYD,2034,0.0
RE1,DEMPWRHYD,2035,0.0
RE1,DEMPWRHYD,2036,0.0
RE1,DEMPWRHYD,2037,0.0
RE1,DEMPWRHYD,2038,0.0
RE1,DEMPWRHYD,2039,0.0
RE1,DEMPWRHYD,2040,0.0
RE1,DEMPWRHYD,2041,0.0
RE1,DEMPWRHYD,2042,0.0
RE1,DEMPWRHYD,2043,0.0
RE1,DEMPWRHYD,2044,0.0
RE1,DEMPWRHYD,2045,0.0
RE1,DEMPWRHYD,2046,0.0
RE1,DEMPWRHYD,2047,0.0
RE1,DEMPWRHYD,2048,0.0
RE1,DEMPWRHYD,2049,0.0
RE1,DEMPWRHYD,2050,0.0
RE1,DEMPWRLPG,2017,0.0
RE1,DEMPWRLPG,2018,0.0
RE1,DEMPWRLPG,2019,0.0
RE1,DEMPWRLPG,2020,0.0
RE1,DEMPWRLPG,2021,0.0
RE1,DEMPWRLPG,2022,0.0
RE1,DEMPWRLPG,2023,0.0
RE1,DEMPWRLPG,2024,0.0
RE1,DEMPWRLPG,2025,0.0
RE1,DEMPWRLPG,2026,0.0
RE1,DEMPWRLPG,2027,0.0
RE1,DEMPWRLPG,2028,0.0
RE1,DEMPWRLPG,2029,0.0
RE1,DEMPWRLPG,2030,0.0
RE1,DEMPWRLPG,2031,0.0
RE1,DEMPWRLPG,2032,0.0
RE1,DEMPWRLPG,2033,0.0
RE1,DEMPWRLPG,2034,0.0
RE1,DEMPWRLPG,2035,0.0
RE1,DEMPWRLPG,2036,0.0
RE1,DEMPWRLPG,2037,0.0
RE1,DEMPWRLPG,2038,0.0
RE1,DEMPWRLPG,2039,0.0
RE1,DEMPWRLPG,2040,0.0
RE1,DEMPWRLPG,2041,0.0
RE1,DEMPWRLPG,2042,0.0
RE1,DEMPWRLPG,2043,0.0
RE1,DEMPWRLPG,2044,0.0
RE1,DEMPWRLPG,2045,0.0
RE1,DEMPWRLPG,2046,0.0
RE1,DEMPWRLPG,2047,0.0
RE1,DEMPWRLPG,2048,0.0
RE1,DEMPWRLPG,2049,0.0
RE1,DEMPWRLPG,2050,0.0
RE1,DEMPWRNGS,2017,0.0
RE1,DEMPWRNGS,2018,0.0
RE1,DEMPWRNGS,2019,0.0
RE1,DEMPWRNGS,2020,0.0
RE1,DEMPWRNGS,2021,0.0
RE1,DEMPWRNGS,2022,0.0
RE1,DEMPWRNGS,2023,0.0
RE1,DEMPWRNGS,2024,0.0
RE1,DEMPWRNGS,2025,0.0
RE1,DEMPWRNGS,2026,0.0
RE1,DEMPWRNGS,2027,0.0
RE1,DEMPWRNGS,2028,0.0
RE1,DEMPWRNGS,2029,0.0
RE1,DEMPWRNGS,2030,0.0
RE1,DEMPWRNGS,2031,0.0
RE1,DEMPWRNGS,2032,0.0
RE1,DEMPWRNGS,2033,0.0
RE1,DEMPWRNGS,2034,0.0
RE1,DEMPWRNGS,2035,0.0
RE1,DEMPWRNGS,2036,0.0
RE1,DEMPWRNGS,2037,0.0
RE1,DEMPWRNGS,2038,0.0
RE1,DEMPWRNGS,2039,0.0
RE1,DEMPWRNGS,2040,0.0
RE1,DEMPWRNGS,2041,0.0
RE1,DEMPWRNGS,2042,0.0
RE1,DEMPWRNGS,2043,0.0
RE1,DEMPWRNGS,2044,0.0
RE1,DEMPWRNGS,2045,0.0
RE1,DEMPWRNGS,2046,0.0
RE1,DEMPWRNGS,2047,0.0
RE1,DEMPWRNGS,2048,0.0
RE1,DEMPWRNGS,2049,0.0
RE1,DEMPWRNGS,2050,0.0
RE1,DEMPWRPCK,2017,0.0
RE1,DEMPWRPCK,2018,0.0
RE1,DEMPWRPCK,2019,0.0
RE1,DEMPWRPCK,2020,0.0
RE1,DEMPWRPCK,2021,0.0
RE1,DEMPWRPCK,2022,0.0
RE1,DEMPWRPCK,2023,0.0
RE1,DEMPWRPCK,2024,0.0
RE1,DEMPWRPCK,2025,0.0
RE1,DEMPWRPCK,2026,0.0
RE1,DEMPWRPCK,2027,0.0
RE1,DEMPWRPCK,2028,0.0
RE1,DEMPWRPCK,2029,0.0
RE1,DEMPWRPCK,2030,0.0
RE1,DEMPWRPCK,2031,0.0
RE1,DEMPWRPCK,2032,0.0
RE1,DEMPWRPCK,2033,0.0
RE1,DEMPWRPCK,2034,0.0
RE1,DEMPWRPCK,2035,0.0
RE1,DEMPWRPCK,2036,0.0
RE1,DEMPWRPCK,2037,0.0
RE1,DEMPWRPCK,2038,0.0
RE1,DEMPWRPCK,2039,0.0
RE1,DEMPWRPCK,2040,0.0
RE1,DEMPWRPCK,2041,0.0
RE1,DEMPWRPCK,2042,0.0
RE1,DEMPWRPCK,2043,0.0
RE1,DEMPWRPCK,2044,0.0
RE1,DEMPWRPCK,2045,0.0
RE1,DEMPWRPCK,2046,0.0
RE1,DEMPWRPCK,2047,0.0
RE1,DEMPWRPCK,2048,0.0
RE1,DEMPWRPCK,2049,0.0
RE1,DEMPWRPCK,2050,0.0
RE1,DEMPWRSOL,2017,0.0
RE1,DEMPWRSOL,2018,0.0
RE1,DEMPWRSOL,2019,0.0
RE1,DEMPWRSOL,2020,0.0
RE1,DEMPWRSOL,2021,0.0
RE1,DEMPWRSOL,2022,0.0
RE1,DEMPWRSOL,2023,0.0
RE1,DEMPWRSOL,2024,0.0
RE1,DEMPWRSOL,2025,0.0
RE1,DEMPWRSOL,2026,0.0
RE1,DEMPWRSOL,2027,0.0
RE1,DEMPWRSOL,2028,0.0
RE1,DEMPWRSOL,2029,0.0
RE1,DEMPWRSOL,2030,0.0
RE1,DEMPWRSOL,2031,0.0
RE1,DEMPWRSOL,2032,0.0
RE1,DEMPWRSOL,2033,0.0
RE1,DEMPWRSOL,2034,0.0
RE1,DEMPWRSOL,2035,0.0
RE1,DEMPWRSOL,2036,0.0
RE1,DEMPWRSOL,2037,0.0
RE1,DEMPWRSOL,2038,0.0
RE1,DEMPWRSOL,2039,0.0
RE1,DEMPWRSOL,2040,0.0
RE1,DEMPWRSOL,2041,0.0
RE1,DEMPWRSOL,2042,0.0
RE1,DEMPWRSOL,2043,0.0
RE1,DEMPWRSOL,2044,0.0
RE1,DEMPWRSOL,2045,0.0
RE1,DEMPWRSOL,2046,0.0
RE1,DEMPWRSOL,2047,0.0
RE1,DEMPWRSOL,2048,0.0
RE1,DEMPWRSOL,2049,0.0
RE1,DEMPWRSOL,2050,0.0
RE1,DEMPWRURN,2017,0.0
RE1,DEMPWRURN,2018,0.0
RE1,DEMPWRURN,2019,0.0
RE1,DEMPWRURN,2020,0.0
RE1,DEMPWRURN,2021,0.0
RE1,DEMPWRURN,2022,0.0
RE1,DEMPWRURN,2023,0.0
RE1,DEMPWRURN,2024,0.0
RE1,DEMPWRURN,2025,0.0
RE1,DEMPWRURN,2026,0.0
RE1,DEMPWRURN,2027,0.0
RE1,DEMPWRURN,2028,0.0
RE1,DEMPWRURN,2029,0.0
RE1,DEMPWRURN,2030,0.0
RE1,DEMPWRURN,2031,0.0
RE1,DEMPWRURN,2032,0.0
RE1,DEMPWRURN,2033,0.0
RE1,DEMPWRURN,2034,0.0
RE1,DEMPWRURN,2035,0.0
RE1,DEMPWRURN,2036,0.0
RE1,DEMPWRURN,2037,0.0
RE1,DEMPWRURN,2038,0.0
RE1,DEMPWRURN,2039,0.0
RE1,DEMPWRURN,2040,0.0
RE1,DEMPWRURN,2041,0.0
RE1,DEMPWRURN,2042,0.0
RE1,DEMPWRURN,2043,0.0
RE1,DEMPWRURN,2044,0.0
RE1,DEMPWRURN,2045,0.0
RE1,DEMPWRURN,2046,0.0
RE1,DEMPWRURN,2047,0.0
RE1,DEMPWRURN,2048,0.0
RE1,DEMPWRURN,2049,0.0
RE1,DEMPWRURN,2050,0.0
RE1,DEMPWRWAS,2017,0.0
RE1,DEMPWRWAS,2018,0.0
RE1,DEMPWRWAS,2019,0.0
RE1,DEMPWRWAS,2020,0.0
RE1,DEMPWRWAS,2021,0.0
RE1,DEMPWRWAS,2022,0.0
RE1,DEMPWRWAS,2023,0.0
RE1,DEMPWRWAS,2024,0.0
RE1,DEMPWRWAS,2025,0.0
RE1,DEMPWRWAS,2026,0.0
RE1,DEMPWRWAS,2027,0.0
RE1,DEMPWRWAS,2028,0.0
RE1,DEMPWRWAS,2029,0.0
RE1,DEMPWRWAS,2030,0.0
RE1,DEMPWRWAS,2031,0.0
RE1,DEMPWRWAS,2032,0.0
RE1,DEMPWRWAS,2033,0.0
RE1,DEMPWRWAS,2034,0.0
RE1,DEMPWRWAS,2035,0.0
RE1,DEMPWRWAS,2036,0.0
RE1,DEMPWRWAS,2037,0.0
RE1,DEMPWRWAS,2038,0.0
RE1,DEMPWRWAS,2039,0.0
RE1,DEMPWRWAS,2040,0.0
RE1,DEMPWRWAS,2041,0.0
RE1,DEMPWRWAS,2042,0.0
RE1,DEMPWRWAS,2043,0.0
RE1,DEMPWRWAS,2044,0.0
RE1,DEMPWRWAS,2045,0.0
RE1,DEMPWRWAS,2046,0.0
RE1,DEMPWRWAS,2047,0.0
RE1,DEMPWRWAS,2048,0.0
RE1,DEMPWRWAS,2049,0.0
RE1,DEMPWRWAS,2050,0.0
RE1,DEMPWRWND,2017,0.0
RE1,DEMPWRWND,2018,0.0
RE1,DEMPWRWND,2019,0.0
RE1,DEMPWRWND,2020,0.0
RE1,DEMPWRWND,2021,0.0
RE1,DEMPWRWND,2022,0.0
RE1,DEMPWRWND,2023,0.0
RE1,DEMPWRWND,2024,0.0
RE1,DEMPWRWND,2025,0.0
RE1,DEMPWRWND,2026,0.0
RE1,DEMPWRWND,2027,0.0
RE1,DEMPWRWND,2028,0.0
RE1,DEMPWRWND,2029,0.0
RE1,DEMPWRWND,2030,0.0
RE1,DEMPWRWND,2031,0.0
RE1,DEMPWRWND,2032,0.0
RE1,DEMPWRWND,2033,0.0
RE1,DEMPWRWND,2034,0.0
RE1,DEMPWRWND,2035,0.0
RE1,DEMPWRWND,2036,0.0
RE1,DEMPWRWND,2037,0.0
RE1,DEMPWRWND,2038,0.0
RE1,DEMPWRWND,2039,0.0
RE1,DEMPWRWND,2040,0.0
RE1,DEMPWRWND,2041,0.0
RE1,DEMPWRWND,2042,0.0
RE1,DEMPWRWND,2043,0.0
RE1,DEMPWRWND,2044,0.0
RE1,DEMPWRWND,2045,0.0
RE1,DEMPWRWND,2046,0.0
RE1,DEMPWRWND,2047,0.0
RE1,DEMPWRWND,2048,0.0
RE1,DEMPWRWND,2049,0.0
RE1,DEMPWRWND,2050,0.0
RE1,DEMRESELCB02,2017,0.0
RE1,DEMRESELCB02,2018,0.0
RE1,DEMRESELCB02,2019,0.0
RE1,DEMRESELCB02,2020,0.0
RE1,DEMRESELCB02,2021,0.0
RE1,DEMRESELCB02,2022,0.0
RE1,DEMRESELCB02,2023,0.0
RE1,DEMRESELCB02,2024,0.0
RE1,DEMRESELCB02,2025,0.0
RE1,DEMRESELCB02,2026,0.0
RE1,DEMRESELCB02,2027,0.0
RE1,DEMRESELCB02,2028,0.0
RE1,DEMRESELCB02,2029,0.0
RE1,DEMRESELCB02,2030,0.0
RE1,DEMRESELCB02,2031,0.0
RE1,DEMRESELCB02,2032,0.0
RE1,DEMRESELCB02,2033,0.0
RE1,DEMRESELCB02,2034,0.0
RE1,DEMRESELCB02,2035,0.0
RE1,DEMRESELCB02,2036,0.0
RE1,DEMRESELCB02,2037,0.0
RE1,DEMRESELCB02,2038,0.0
RE1,DEMRESELCB02,2039,0.0
RE1,DEMRESELCB02,2040,0.0
RE1,DEMRESELCB02,2041,0.0
RE1,DEMRESELCB02,2042,0.0
RE1,DEMRESELCB02,2043,0.0
RE1,DEMRESELCB02,2044,0.0
RE1,DEMRESELCB02,2045,0.0
RE1,DEMRESELCB02,2046,0.0
RE1,DEMRESELCB02,2047,0.0
RE1,DEMRESELCB02,2048,0.0
RE1,DEMRESELCB02,2049,0.0
RE1,DEMRESELCB02,2050,0.0
RE1,DEMRESELCC02,2017,0.0
RE1,DEMRESELCC02,2018,0.0
RE1,DEMRESELCC02,2019,0.0
RE1,DEMRESELCC02,2020,0.0
RE1,DEMRESELCC02,2021,0.0
RE1,DEMRESELCC02,2022,0.0
RE1,DEMRESELCC02,2023,0.0
RE1,DEMRESELCC02,2024,0.0
RE1,DEMRESELCC02,2025,0.0
RE1,DEMRESELCC02,2026,0.0
RE1,DEMRESELCC02,2027,0.0
RE1,DEMRESELCC02,2028,0.0
RE1,DEMRESELCC02,2029,0.0
RE1,DEMRESELCC02,2030,0.0
RE1,DEMRESELCC02,2031,0.0
RE1,DEMRESELCC02,2032,0.0
RE1,DEMRESELCC02,2033,0.0
RE1,DEMRESELCC02,2034,0.0
RE1,DEMRESELCC02,2035,0.0
RE1,DEMRESELCC02,2036,0.0
RE1,DEMRESELCC02,2037,0.0
RE1,DEMRESELCC02,2038,0.0
RE1,DEMRESELCC02,2039,0.0
RE1,DEMRESELCC02,2040,0.0
RE1,DEMRESELCC02,2041,0.0
RE1,DEMRESELCC02,2042,0.0
RE1,DEMRESELCC02,2043,0.0
RE1,DEMRESELCC02,2044,0.0
RE1,DEMRESELCC02,2045,0.0
RE1,DEMRESELCC02,2046,0.0
RE1,DEMRESELCC02,2047,0.0
RE1,DEMRESELCC02,2048,0.0
RE1,DEMRESELCC02,2049,0.0
RE1,DEMRESELCC02,2050,0.0
RE1,DEMRESELCD02,2017,0.0
RE1,DEMRESELCD02,2018,0.0
RE1,DEMRESELCD02,2019,0.0
RE1,DEMRESELCD02,2020,0.0
RE1,DEMRESELCD02,2021,0.0
RE1,DEMRESELCD02,2022,0.0
RE1,DEMRESELCD02,2023,0.0
RE1,DEMRESELCD02,2024,0.0
RE1,DEMRESELCD02,2025,0.0
RE1,DEMRESELCD02,2026,0.0
RE1,DEMRESELCD02,2027,0.0
RE1,DEMRESELCD02,2028,0.0
RE1,DEMRESELCD02,2029,0.0
RE1,DEMRESELCD02,2030,0.0
RE1,DEMRESELCD02,2031,0.0
RE1,DEMRESELCD02,2032,0.0
RE1,DEMRESELCD02,2033,0.0
RE1,DEMRESELCD02,2034,0.0
RE1,DEMRESELCD02,2035,0.0
RE1,DEMRESELCD02,2036,0.0
RE1,DEMRESELCD02,2037,0.0
RE1,DEMRESELCD02,2038,0.0
RE1,DEMRESELCD02,2039,0.0
RE1,DEMRESELCD02,2040,0.0
RE1,DEMRESELCD02,2041,0.0
RE1,DEMRESELCD02,2042,0.0
RE1,DEMRESELCD02,2043,0.0
RE1,DEMRESELCD02,2044,0.0
RE1,DEMRESELCD02,2045,0.0
RE1,DEMRESELCD02,2046,0.0
RE1,DEMRESELCD02,2047,0.0
RE1,DEMRESELCD02,2048,0.0
RE1,DEMRESELCD02,2049,0.0
RE1,DEMRESELCD02,2050,0.0
RE1,DEMRESELCE02,2017,0.0
RE1,DEMRESELCE02,2018,0.0
RE1,DEMRESELCE02,2019,0.0
RE1,DEMRESELCE02,2020,0.0
RE1,DEMRESELCE02,2021,0.0
RE1,DEMRESELCE02,2022,0.0
RE1,DEMRESELCE02,2023,0.0
RE1,DEMRESELCE02,2024,0.0
RE1,DEMRESELCE02,2025,0.0
RE1,DEMRESELCE02,2026,0.0
RE1,DEMRESELCE02,2027,0.0
RE1,DEMRESELCE02,2028,0.0
RE1,DEMRESELCE02,2029,0.0
RE1,DEMRESELCE02,2030,0.0
RE1,DEMRESELCE02,2031,0.0
RE1,DEMRESELCE02,2032,0.0
RE1,DEMRESELCE02,2033,0.0
RE1,DEMRESELCE02,2034,0.0
RE1,DEMRESELCE02,2035,0.0
RE1,DEMRESELCE02,2036,0.0
RE1,DEMRESELCE02,2037,0.0
RE1,DEMRESELCE02,2038,0.0
RE1,DEMRESELCE02,2039,0.0
RE1,DEMRESELCE02,2040,0.0
RE1,DEMRESELCE02,2041,0.0
RE1,DEMRESELCE02,2042,0.0
RE1,DEMRESELCE02,2043,0.0
RE1,DEMRESELCE02,2044,0.0
RE1,DEMRESELCE02,2045,0.0
RE1,DEMRESELCE02,2046,0.0
RE1,DEMRESELCE02,2047,0.0
RE1,DEMRESELCE02,2048,0.0
RE1,DEMRESELCE02,2049,0.0
RE1,DEMRESELCE02,2050,0.0
RE1,DEMRESELCF02,2017,0.0
RE1,DEMRESELCF02,2018,0.0
RE1,DEMRESELCF02,2019,0.0
RE1,DEMRESELCF02,2020,0.0
RE1,DEMRESELCF02,2021,0.0
RE1,DEMRESELCF02,2022,0.0
RE1,DEMRESELCF02,2023,0.0
RE1,DEMRESELCF02,2024,0.0
RE1,DEMRESELCF02,2025,0.0
RE1,DEMRESELCF02,2026,0.0
RE1,DEMRESELCF02,2027,0.0
RE1,DEMRESELCF02,2028,0.0
RE1,DEMRESELCF02,2029,0.0
RE1,DEMRESELCF02,2030,0.0
RE1,DEMRESELCF02,2031,0.0
RE1,DEMRESELCF02,2032,0.0
RE1,DEMRESELCF02,2033,0.0
RE1,DEMRESELCF02,2034,0.0
RE1,DEMRESELCF02,2035,0.0
RE1,DEMRESELCF02,2036,0.0
RE1,DEMRESELCF02,2037,0.0
RE1,DEMRESELCF02,2038,0.0
RE1,DEMRESELCF02,2039,0.0
RE1,DEMRESELCF02,2040,0.0
RE1,DEMRESELCF02,2041,0.0
RE1,DEMRESELCF02,2042,0.0
RE1,DEMRESELCF02,2043,0.0
RE1,DEMRESELCF02,2044,0.0
RE1,DEMRESELCF02,2045,0.0
RE1,DEMRESELCF02,2046,0.0
RE1,DEMRESELCF02,2047,0.0
RE1,DEMRESELCF02,2048,0.0
RE1,DEMRESELCF02,2049,0.0
RE1,DEMRESELCF02,2050,0.0
RE1,DEMRESELCG02,2017,0.0
RE1,DEMRESELCG02,2018,0.0
RE1,DEMRESELCG02,2019,0.0
RE1,DEMRESELCG02,2020,0.0
RE1,DEMRESELCG02,2021,0.0
RE1,DEMRESELCG02,2022,0.0
RE1,DEMRESELCG02,2023,0.0
RE1,DEMRESELCG02,2024,0.0
RE1,DEMRESELCG02,2025,0.0
RE1,DEMRESELCG02,2026,0.0
RE1,DEMRESELCG02,2027,0.0
RE1,DEMRESELCG02,2028,0.0
RE1,DEMRESELCG02,2029,0.0
RE1,DEMRESELCG02,2030,0.0
RE1,DEMRESELCG02,2031,0.0
RE1,DEMRESELCG02,2032,0.0
RE1,DEMRESELCG02,2033,0.0
RE1,DEMRESELCG02,2034,0.0
RE1,DEMRESELCG02,2035,0.0
RE1,DEMRESELCG02,2036,0.0
RE1,DEMRESELCG02,2037,0.0
RE1,DEMRESELCG02,2038,0.0
RE1,DEMRESELCG02,2039,0.0
RE1,DEMRESELCG02,2040,0.0
RE1,DEMRESELCG02,2041,0.0
RE1,DEMRESELCG02,2042,0.0
RE1,DEMRESELCG02,2043,0.0
RE1,DEMRESELCG02,2044,0.0
RE1,DEMRESELCG02,2045,0.0
RE1,DEMRESELCG02,2046,0.0
RE1,DEMRESELCG02,2047,0.0
RE1,DEMRESELCG02,2048,0.0
RE1,DEMRESELCG02,2049,0.0
RE1,DEMRESELCG02,2050,0.0
RE1,DEMRESELCH02,2017,0.0
RE1,DEMRESELCH02,2018,0.0
RE1,DEMRESELCH02,2019,0.0
RE1,DEMRESELCH02,2020,0.0
RE1,DEMRESELCH02,2021,0.0
RE1,DEMRESELCH02,2022,0.0
RE1,DEMRESELCH02,2023,0.0
RE1,DEMRESELCH02,2024,0.0
RE1,DEMRESELCH02,2025,0.0
RE1,DEMRESELCH02,2026,0.0
RE1,DEMRESELCH02,2027,0.0
RE1,DEMRESELCH02,2028,0.0
RE1,DEMRESELCH02,2029,0.0
RE1,DEMRESELCH02,2030,0.0
RE1,DEMRESELCH02,2031,0.0
RE1,DEMRESELCH02,2032,0.0
RE1,DEMRESELCH02,2033,0.0
RE1,DEMRESELCH02,2034,0.0
RE1,DEMRESELCH02,2035,0.0
RE1,DEMRESELCH02,2036,0.0
RE1,DEMRESELCH02,2037,0.0
RE1,DEMRESELCH02,2038,0.0
