r,t,f,y,ProductionByTechnologyAnnual
"RE1","MINCOA","SOL",2027,0
"RE1","MINCOA","SOL",2028,0
"RE1","MINCOA","SOL",2029,0
"RE1","MINCOA","SOL",2030,0
"RE1","MINCOA","SOL",2031,0
"RE1","MINCOA","SOL",2032,0
"RE1","MINCOA","SOL",2033,0
"RE1","MINCOA","SOL",2034,0
"RE1","MINCOA","SOL",2035,0
"RE1","MINCOA","SOL",2036,0
"RE1","MINCOA","SOL",2037,0
"RE1","MINCOA","SOL",2038,0
"RE1","MINCOA","SOL",2039,0
"RE1","MINCOA","SOL",2040,0
"RE1","MINCOA","WND",2020,0
"RE1","MINCOA","WND",2021,0
"RE1","MINCOA","WND",2022,0
"RE1","MINCOA","WND",2023,0
"RE1","MINCOA","WND",2024,0
"RE1","MINCOA","WND",2025,0
"RE1","MINCOA","WND",2026,0
"RE1","MINCOA","WND",2027,0
"RE1","MINCOA","WND",2028,0
"RE1","MINCOA","WND",2029,0
"RE1","MINCOA","WND",2030,0
"RE1","MINCOA","WND",2031,0
"RE1","MINCOA","WND",2032,0
"RE1","MINCOA","WND",2033,0
"RE1","MINCOA","WND",2034,0
"RE1","MINCOA","WND",2035,0
"RE1","MINCOA","WND",2036,0
"RE1","MINCOA","WND",2037,0
"RE1","MINCOA","WND",2038,0
"RE1","MINCOA","WND",2039,0
"RE1","MINCOA","WND",2040,0
"RE1","MINCOA","HYD",2020,0
"RE1","MINCOA","HYD",2021,0
"RE1","MINCOA","HYD",2022,0
"RE1","MINCOA","HYD",2023,0
"RE1","MINCOA","HYD",2024,0
"RE1","MINCOA","HYD",2025,0
"RE1","MINCOA","HYD",2026,0
"RE1","MINCOA","HYD",2027,0
"RE1","MINCOA","HYD",2028,0
"RE1","MINCOA","HYD",2029,0
"RE1","MINCOA","HYD",2030,0
"RE1","MINCOA","HYD",2031,0
"RE1","MINCOA","HYD",2032,0
"RE1","MINCOA","HYD",2033,0
"RE1","MINCOA","HYD",2034,0
"RE1","MINCOA","HYD",2035,0
"RE1","MINCOA","HYD",2036,0
"RE1","MINCOA","HYD",2037,0
"RE1","MINCOA","HYD",2038,0
"RE1","MINCOA","HYD",2039,0
"RE1","MINCOA","HYD",2040,0
"RE1","MINGAS","COA",2020,0
"RE1","MINGAS","COA",2021,0
"RE1","MINGAS","COA",2022,0
"RE1","MINGAS","COA",2023,0
"RE1","MINGAS","COA",2024,0
"RE1","MINGAS","COA",2025,0
"RE1","MINGAS","COA",2026,0
"RE1","MINGAS","COA",2027,0
"RE1","MINGAS","COA",2028,0
"RE1","MINGAS","COA",2029,0
"RE1","MINGAS","COA",2030,0
"RE1","MINGAS","COA",2031,0
"RE1","MINGAS","COA",2032,0
"RE1","MINGAS","COA",2033,0
"RE1","MINGAS","COA",2034,0
"RE1","MINGAS","COA",2035,0
"RE1","MINGAS","COA",2036,0
"RE1","MINGAS","COA",2037,0
"RE1","MINGAS","COA",2038,0
"RE1","MINGAS","COA",2039,0
"RE1","MINGAS","COA",2040,0
"RE1","MINGAS","GAS",2020,57.8166666666667
"RE1","MINGAS","GAS",2021,59.5511666666667
"RE1","MINGAS","GAS",2022,61.3377016666667
"RE1","MINGAS","GAS",2023,63.1778327166667
"RE1","MINGAS","GAS",2024,65.0731676981667
"RE1","MINGAS","GAS",2025,67.0253627117667
"RE1","MINGAS","GAS",2026,69.0361236382167
"RE1","MINGAS","GAS",2027,71.10720729475
"RE1","MINGAS","GAS",2028,73.2404235164833
"RE1","MINGAS","GAS",2029,75.4376362549333
"RE1","MINGAS","GAS",2030,77.7007653125167
"RE1","MINGAS","GAS",2031,80.0317883083167
"RE1","MINGAS","GAS",2032,82.43274195005
"RE1","MINGAS","GAS",2033,84.9057241732833
"RE1","MINGAS","GAS",2034,87.45289593375
"RE1","MINGAS","GAS",2035,90.0764828262167
"RE1","MINGAS","GAS",2036,92.7787772815166
"RE1","MINGAS","GAS",2037,95.5621405901333
"RE1","MINGAS","GAS",2038,98.42900481015
"RE1","MINGAS","GAS",2039,101.381874964283
"RE1","MINGAS","GAS",2040,104.423331236917
"RE1","MINGAS","ELC001",2020,0
"RE1","MINGAS","ELC001",2021,0
"RE1","MINGAS","ELC001",2022,0
"RE1","MINGAS","ELC001",2023,0
"RE1","MINGAS","ELC001",2024,0
"RE1","MINGAS","ELC001",2025,0
"RE1","MINGAS","ELC001",2026,0
"RE1","MINGAS","ELC001",2027,0
"RE1","MINGAS","ELC001",2028,0
"RE1","MINGAS","ELC001",2029,0
"RE1","MINGAS","ELC001",2030,0
"RE1","MINGAS","ELC001",2031,0
"RE1","MINGAS","ELC001",2032,0
"RE1","MINGAS","ELC001",2033,0
"RE1","MINGAS","ELC001",2034,0
"RE1","MINGAS","ELC001",2035,0
"RE1","MINGAS","ELC001",2036,0
"RE1","MINGAS","ELC001",2037,0
"RE1","MINGAS","ELC001",2038,0
"RE1","MINGAS","ELC001",2039,0
"RE1","MINGAS","ELC001",2040,0
"RE1","MINGAS","ELC002",2020,0
"RE1","MINGAS","ELC002",2021,0
"RE1","MINGAS","ELC002",2022,0
"RE1","MINGAS","ELC002",2023,0
"RE1","MINGAS","ELC002",2024,0
"RE1","MINGAS","ELC002",2025,0
"RE1","MINGAS","ELC002",2026,0
"RE1","MINGAS","ELC002",2027,0
"RE1","MINGAS","ELC002",2028,0
"RE1","MINGAS","ELC002",2029,0
"RE1","MINGAS","ELC002",2030,0
"RE1","MINGAS","ELC002",2031,0
"RE1","MINGAS","ELC002",2032,0
"RE1","MINGAS","ELC002",2033,0
"RE1","MINGAS","ELC002",2034,0
"RE1","MINGAS","ELC002",2035,0
"RE1","MINGAS","ELC002",2036,0
"RE1","MINGAS","ELC002",2037,0
"RE1","MINGAS","ELC002",2038,0
"RE1","MINGAS","ELC002",2039,0
"RE1","MINGAS","ELC002",2040,0
"RE1","MINGAS","SOL",2020,0
"RE1","MINGAS","SOL",2021,0
"RE1","MINGAS","SOL",2022,0
"RE1","MINGAS","SOL",2023,0
"RE1","MINGAS","SOL",2024,0
"RE1","MINGAS","SOL",2025,0
"RE1","MINGAS","SOL",2026,0
"RE1","MINGAS","SOL",2027,0
"RE1","MINGAS","SOL",2028,0
"RE1","MINGAS","SOL",2029,0
"RE1","MINGAS","SOL",2030,0
"RE1","MINGAS","SOL",2031,0
"RE1","MINGAS","SOL",2032,0
"RE1","MINGAS","SOL",2033,0
"RE1","MINGAS","SOL",2034,0
"RE1","MINGAS","SOL",2035,0
"RE1","MINGAS","SOL",2036,0
"RE1","MINGAS","SOL",2037,0
"RE1","MINGAS","SOL",2038,0
"RE1","MINGAS","SOL",2039,0
"RE1","MINGAS","SOL",2040,0
"RE1","MINGAS","WND",2020,0
"RE1","MINGAS","WND",2021,0
"RE1","MINGAS","WND",2022,0
"RE1","MINGAS","WND",2023,0
"RE1","MINGAS","WND",2024,0
"RE1","MINGAS","WND",2025,0
"RE1","MINGAS","WND",2026,0
"RE1","MINGAS","WND",2027,0
"RE1","MINGAS","WND",2028,0
"RE1","MINGAS","WND",2029,0
"RE1","MINGAS","WND",2030,0
"RE1","MINGAS","WND",2031,0
"RE1","MINGAS","WND",2032,0
"RE1","MINGAS","WND",2033,0
"RE1","MINGAS","WND",2034,0
"RE1","MINGAS","WND",2035,0
"RE1","MINGAS","WND",2036,0
"RE1","MINGAS","WND",2037,0
"RE1","MINGAS","WND",2038,0
"RE1","MINGAS","WND",2039,0
"RE1","MINGAS","WND",2040,0
"RE1","MINGAS","HYD",2020,0
"RE1","MINGAS","HYD",2021,0
"RE1","MINGAS","HYD",2022,0
"RE1","MINGAS","HYD",2023,0
"RE1","MINGAS","HYD",2024,0
"RE1","MINGAS","HYD",2025,0
"RE1","MINGAS","HYD",2026,0
"RE1","MINGAS","HYD",2027,0
"RE1","MINGAS","HYD",2028,0
"RE1","MINGAS","HYD",2029,0
"RE1","MINGAS","HYD",2030,0
"RE1","MINGAS","HYD",2031,0
"RE1","MINGAS","HYD",2032,0
"RE1","MINGAS","HYD",2033,0
"RE1","MINGAS","HYD",2034,0
"RE1","MINGAS","HYD",2035,0
"RE1","MINGAS","HYD",2036,0
"RE1","MINGAS","HYD",2037,0
"RE1","MINGAS","HYD",2038,0
"RE1","MINGAS","HYD",2039,0
"RE1","MINGAS","HYD",2040,0
"RE1","PWRCOA","COA",2020,0
"RE1","PWRCOA","COA",2021,0
"RE1","PWRCOA","COA",2022,0
"RE1","PWRCOA","COA",2023,0
"RE1","PWRCOA","COA",2024,0
"RE1","PWRCOA","COA",2025,0
"RE1","PWRCOA","COA",2026,0
"RE1","PWRCOA","COA",2027,0
"RE1","PWRCOA","COA",2028,0
"RE1","PWRCOA","COA",2029,0
"RE1","PWRCOA","COA",2030,0
"RE1","PWRCOA","COA",2031,0
"RE1","PWRCOA","COA",2032,0
"RE1","PWRCOA","COA",2033,0
"RE1","PWRCOA","COA",2034,0
"RE1","PWRCOA","COA",2035,0
"RE1","PWRCOA","COA",2036,0
"RE1","PWRCOA","COA",2037,0
"RE1","PWRCOA","COA",2038,0
"RE1","PWRCOA","COA",2039,0
"RE1","PWRCOA","COA",2040,0
"RE1","PWRCOA","GAS",2020,0
"RE1","PWRCOA","GAS",2021,0
"RE1","PWRCOA","GAS",2022,0
"RE1","PWRCOA","GAS",2023,0
"RE1","PWRCOA","GAS",2024,0
"RE1","PWRCOA","GAS",2025,0
"RE1","PWRCOA","GAS",2026,0
"RE1","PWRCOA","GAS",2027,0
"RE1","PWRCOA","GAS",2028,0
"RE1","PWRCOA","GAS",2029,0
"RE1","PWRCOA","GAS",2030,0
"RE1","PWRCOA","GAS",2031,0
"RE1","PWRCOA","GAS",2032,0
"RE1","PWRCOA","GAS",2033,0
"RE1","PWRCOA","GAS",2034,0
"RE1","PWRCOA","GAS",2035,0
"RE1","PWRCOA","GAS",2036,0
"RE1","PWRCOA","GAS",2037,0
"RE1","PWRCOA","GAS",2038,0
"RE1","PWRCOA","GAS",2039,0
"RE1","PWRCOA","GAS",2040,0
"RE1","PWRCOA","ELC001",2020,0
"RE1","PWRCOA","ELC001",2021,0
"RE1","PWRCOA","ELC001",2022,0
"RE1","PWRCOA","ELC001",2023,0
"RE1","PWRCOA","ELC001",2024,0
"RE1","PWRCOA","ELC001",2025,0
"RE1","PWRCOA","ELC001",2026,0
"RE1","PWRCOA","ELC001",2027,0
"RE1","PWRCOA","ELC001",2028,0
"RE1","PWRCOA","ELC001",2029,0
"RE1","PWRCOA","ELC001",2030,0
"RE1","PWRCOA","ELC001",2031,0
"RE1","PWRCOA","ELC001",2032,0
"RE1","PWRCOA","ELC001",2033,0
"RE1","PWRCOA","ELC001",2034,0
"RE1","PWRCOA","ELC001",2035,0
"RE1","PWRCOA","ELC001",2036,0
"RE1","PWRCOA","ELC001",2037,0
"RE1","PWRCOA","ELC001",2038,0
"RE1","PWRCOA","ELC001",2039,0
"RE1","PWRCOA","ELC001",2040,0
"RE1","PWRCOA","ELC002",2020,0
"RE1","PWRCOA","ELC002",2021,0
"RE1","PWRCOA","ELC002",2022,0
"RE1","PWRCOA","ELC002",2023,0
"RE1","PWRCOA","ELC002",2024,0
"RE1","PWRCOA","ELC002",2025,0
"RE1","PWRCOA","ELC002",2026,0
"RE1","PWRCOA","ELC002",2027,0
"RE1","PWRCOA","ELC002",2028,0
"RE1","PWRCOA","ELC002",2029,0
"RE1","PWRCOA","ELC002",2030,0
"RE1","PWRCOA","ELC002",2031,0
"RE1","PWRCOA","ELC002",2032,0
"RE1","PWRCOA","ELC002",2033,0
"RE1","PWRCOA","ELC002",2034,0
"RE1","PWRCOA","ELC002",2035,0
"RE1","PWRCOA","ELC002",2036,0
"RE1","PWRCOA","ELC002",2037,0
"RE1","PWRCOA","ELC002",2038,0
"RE1","PWRCOA","ELC002",2039,0
"RE1","PWRCOA","ELC002",2040,0
"RE1","PWRCOA","SOL",2020,0
"RE1","PWRCOA","SOL",2021,0
"RE1","PWRCOA","SOL",2022,0
"RE1","PWRCOA","SOL",2023,0
"RE1","PWRCOA","SOL",2024,0
"RE1","PWRCOA","SOL",2025,0
"RE1","PWRCOA","SOL",2026,0
"RE1","PWRCOA","SOL",2027,0
"RE1","PWRCOA","SOL",2028,0
"RE1","PWRCOA","SOL",2029,0
"RE1","PWRCOA","SOL",2030,0
"RE1","PWRCOA","SOL",2031,0
"RE1","PWRCOA","SOL",2032,0
"RE1","PWRCOA","SOL",2033,0
"RE1","PWRCOA","SOL",2034,0
"RE1","PWRCOA","SOL",2035,0
"RE1","PWRCOA","SOL",2036,0
"RE1","PWRCOA","SOL",2037,0
"RE1","PWRCOA","SOL",2038,0
"RE1","PWRCOA","SOL",2039,0
"RE1","PWRCOA","SOL",2040,0
"RE1","PWRCOA","WND",2020,0
"RE1","PWRCOA","WND",2021,0
"RE1","PWRCOA","WND",2022,0
"RE1","PWRCOA","WND",2023,0
"RE1","PWRCOA","WND",2024,0
"RE1","PWRCOA","WND",2025,0
"RE1","PWRCOA","WND",2026,0
"RE1","PWRCOA","WND",2027,0
"RE1","PWRCOA","WND",2028,0
"RE1","PWRCOA","WND",2029,0
"RE1","PWRCOA","WND",2030,0
"RE1","PWRCOA","WND",2031,0
"RE1","PWRCOA","WND",2032,0
"RE1","PWRCOA","WND",2033,0
"RE1","PWRCOA","WND",2034,0
"RE1","PWRCOA","WND",2035,0
"RE1","PWRCOA","WND",2036,0
"RE1","PWRCOA","WND",2037,0
"RE1","PWRCOA","WND",2038,0
"RE1","PWRCOA","WND",2039,0
"RE1","PWRCOA","WND",2040,0
"RE1","PWRCOA","HYD",2020,0
"RE1","PWRCOA","HYD",2021,0
"RE1","PWRCOA","HYD",2022,0
"RE1","PWRCOA","HYD",2023,0
"RE1","PWRCOA","HYD",2024,0
"RE1","PWRCOA","HYD",2025,0
"RE1","PWRCOA","HYD",2026,0
"RE1","PWRCOA","HYD",2027,0
"RE1","PWRCOA","HYD",2028,0
"RE1","PWRCOA","HYD",2029,0
"RE1","PWRCOA","HYD",2030,0
"RE1","PWRCOA","HYD",2031,0
"RE1","PWRCOA","HYD",2032,0
"RE1","PWRCOA","HYD",2033,0
"RE1","PWRCOA","HYD",2034,0
"RE1","PWRCOA","HYD",2035,0
"RE1","PWRCOA","HYD",2036,0
"RE1","PWRCOA","HYD",2037,0
"RE1","PWRCOA","HYD",2038,0
"RE1","PWRCOA","HYD",2039,0
"RE1","PWRCOA","HYD",2040,0
"RE1","PWRGAS","COA",2020,0
"RE1","PWRGAS","COA",2021,0
"RE1","PWRGAS","COA",2022,0
"RE1","PWRGAS","COA",2023,0
"RE1","PWRGAS","COA",2024,0
"RE1","PWRGAS","COA",2025,0
"RE1","PWRGAS","COA",2026,0
"RE1","PWRGAS","COA",2027,0
"RE1","PWRGAS","COA",2028,0
"RE1","PWRGAS","COA",2029,0
"RE1","PWRGAS","COA",2030,0
"RE1","PWRGAS","COA",2031,0
"RE1","PWRGAS","COA",2032,0
"RE1","PWRGAS","COA",2033,0
"RE1","PWRGAS","COA",2034,0
"RE1","PWRGAS","COA",2035,0
"RE1","PWRGAS","COA",2036,0
"RE1","PWRGAS","COA",2037,0
"RE1","PWRGAS","COA",2038,0
"RE1","PWRGAS","COA",2039,0
"RE1","PWRGAS","COA",2040,0
"RE1","PWRGAS","GAS",2020,0
"RE1","PWRGAS","GAS",2021,0
"RE1","PWRGAS","GAS",2022,0
"RE1","PWRGAS","GAS",2023,0
"RE1","PWRGAS","GAS",2024,0
"RE1","PWRGAS","GAS",2025,0
"RE1","PWRGAS","GAS",2026,0
"RE1","PWRGAS","GAS",2027,0
"RE1","PWRGAS","GAS",2028,0
"RE1","PWRGAS","GAS",2029,0
"RE1","PWRGAS","GAS",2030,0
"RE1","PWRGAS","GAS",2031,0
"RE1","PWRGAS","GAS",2032,0
"RE1","PWRGAS","GAS",2033,0
"RE1","PWRGAS","GAS",2034,0
"RE1","PWRGAS","GAS",2035,0
"RE1","PWRGAS","GAS",2036,0
"RE1","PWRGAS","GAS",2037,0
"RE1","PWRGAS","GAS",2038,0
"RE1","PWRGAS","GAS",2039,0
"RE1","PWRGAS","GAS",2040,0
"RE1","PWRGAS","ELC001",2020,28.9083333333333
"RE1","PWRGAS","ELC001",2021,29.7755833333333
"RE1","PWRGAS","ELC001",2022,30.6688508333333
"RE1","PWRGAS","ELC001",2023,31.5889163583333
"RE1","PWRGAS","ELC001",2024,32.5365838490833
"RE1","PWRGAS","ELC001",2025,33.5126813558833
"RE1","PWRGAS","ELC001",2026,34.5180618191083
"RE1","PWRGAS","ELC001",2027,35.553603647375
"RE1","PWRGAS","ELC001",2028,36.6202117582417
"RE1","PWRGAS","ELC001",2029,37.7188181274667
"RE1","PWRGAS","ELC001",2030,38.8503826562583
"RE1","PWRGAS","ELC001",2031,40.0158941541583
"RE1","PWRGAS","ELC001",2032,41.216370975025
"RE1","PWRGAS","ELC001",2033,42.4528620866417
"RE1","PWRGAS","ELC001",2034,43.726447966875
"RE1","PWRGAS","ELC001",2035,45.0382414131083
"RE1","PWRGAS","ELC001",2036,46.3893886407583
"RE1","PWRGAS","ELC001",2037,47.7810702950667
"RE1","PWRGAS","ELC001",2038,49.214502405075
"RE1","PWRGAS","ELC001",2039,50.6909374821417
"RE1","PWRGAS","ELC001",2040,52.2116656184583
"RE1","PWRGAS","ELC002",2020,0
"RE1","PWRGAS","ELC002",2021,0
"RE1","PWRGAS","ELC002",2022,0
"RE1","PWRGAS","ELC002",2023,0
"RE1","PWRGAS","ELC002",2024,0
"RE1","PWRGAS","ELC002",2025,0
"RE1","PWRGAS","ELC002",2026,0
"RE1","PWRGAS","ELC002",2027,0
"RE1","PWRGAS","ELC002",2028,0
"RE1","PWRGAS","ELC002",2029,0
"RE1","PWRGAS","ELC002",2030,0
"RE1","PWRGAS","ELC002",2031,0
"RE1","PWRGAS","ELC002",2032,0
"RE1","PWRGAS","ELC002",2033,0
"RE1","PWRGAS","ELC002",2034,0
"RE1","PWRGAS","ELC002",2035,0
"RE1","PWRGAS","ELC002",2036,0
"RE1","PWRGAS","ELC002",2037,0
"RE1","PWRGAS","ELC002",2038,0
"RE1","PWRGAS","ELC002",2039,0
"RE1","PWRGAS","ELC002",2040,0
"RE1","PWRGAS","SOL",2020,0
"RE1","PWRGAS","SOL",2021,0
"RE1","PWRGAS","SOL",2022,0
"RE1","PWRGAS","SOL",2023,0
"RE1","PWRGAS","SOL",2024,0
"RE1","PWRGAS","SOL",2025,0
"RE1","PWRGAS","SOL",2026,0
"RE1","PWRGAS","SOL",2027,0
"RE1","PWRGAS","SOL",2028,0
"RE1","PWRGAS","SOL",2029,0
"RE1","PWRGAS","SOL",2030,0
"RE1","PWRGAS","SOL",2031,0
"RE1","PWRGAS","SOL",2032,0
"RE1","PWRGAS","SOL",2033,0
"RE1","PWRGAS","SOL",2034,0
"RE1","PWRGAS","SOL",2035,0
"RE1","PWRGAS","SOL",2036,0
"RE1","PWRGAS","SOL",2037,0
"RE1","PWRGAS","SOL",2038,0
"RE1","PWRGAS","SOL",2039,0
"RE1","PWRGAS","SOL",2040,0
"RE1","PWRGAS","WND",2020,0
"RE1","PWRGAS","WND",2021,0
"RE1","PWRGAS","WND",2022,0
"RE1","PWRGAS","WND",2023,0
"RE1","PWRGAS","WND",2024,0
"RE1","PWRGAS","WND",2025,0
"RE1","PWRGAS","WND",2026,0
"RE1","PWRGAS","WND",2027,0
"RE1","PWRGAS","WND",2028,0
"RE1","PWRGAS","WND",2029,0
"RE1","PWRGAS","WND",2030,0
"RE1","PWRGAS","WND",2031,0
"RE1","PWRGAS","WND",2032,0
"RE1","PWRGAS","WND",2033,0
"RE1","PWRGAS","WND",2034,0
"RE1","PWRGAS","WND",2035,0
"RE1","PWRGAS","WND",2036,0
"RE1","PWRGAS","WND",2037,0
"RE1","PWRGAS","WND",2038,0
"RE1","PWRGAS","WND",2039,0
"RE1","PWRGAS","WND",2040,0
"RE1","PWRGAS","HYD",2020,0
"RE1","PWRGAS","HYD",2021,0
"RE1","PWRGAS","HYD",2022,0
"RE1","PWRGAS","HYD",2023,0
"RE1","PWRGAS","HYD",2024,0
"RE1","PWRGAS","HYD",2025,0
"RE1","PWRGAS","HYD",2026,0
"RE1","PWRGAS","HYD",2027,0
"RE1","PWRGAS","HYD",2028,0
"RE1","PWRGAS","HYD",2029,0
"RE1","PWRGAS","HYD",2030,0
"RE1","PWRGAS","HYD",2031,0
"RE1","PWRGAS","HYD",2032,0
"RE1","PWRGAS","HYD",2033,0
"RE1","PWRGAS","HYD",2034,0
"RE1","PWRGAS","HYD",2035,0
"RE1","PWRGAS","HYD",2036,0
"RE1","PWRGAS","HYD",2037,0
"RE1","PWRGAS","HYD",2038,0
"RE1","PWRGAS","HYD",2039,0
"RE1","PWRGAS","HYD",2040,0
"RE1","PWRTRN","COA",2020,0
"RE1","PWRTRN","COA",2021,0
"RE1","PWRTRN","COA",2022,0
"RE1","PWRTRN","COA",2023,0
"RE1","PWRTRN","COA",2024,0
"RE1","PWRTRN","COA",2025,0
"RE1","PWRTRN","COA",2026,0
"RE1","PWRTRN","COA",2027,0
"RE1","PWRTRN","COA",2028,0
"RE1","PWRTRN","COA",2029,0
"RE1","PWRTRN","COA",2030,0
"RE1","PWRTRN","COA",2031,0
"RE1","PWRTRN","COA",2032,0
"RE1","PWRTRN","COA",2033,0
"RE1","PWRTRN","COA",2034,0
"RE1","PWRTRN","COA",2035,0
"RE1","PWRTRN","COA",2036,0
"RE1","PWRTRN","COA",2037,0
"RE1","PWRTRN","COA",2038,0
"RE1","PWRTRN","COA",2039,0
"RE1","PWRTRN","COA",2040,0
"RE1","PWRTRN","GAS",2020,0
"RE1","PWRTRN","GAS",2021,0
"RE1","PWRTRN","GAS",2022,0
"RE1","PWRTRN","GAS",2023,0
"RE1","PWRTRN","GAS",2024,0
"RE1","PWRTRN","GAS",2025,0
"RE1","PWRTRN","GAS",2026,0
"RE1","PWRTRN","GAS",2027,0
"RE1","PWRTRN","GAS",2028,0
"RE1","PWRTRN","GAS",2029,0
"RE1","PWRTRN","GAS",2030,0
"RE1","PWRTRN","GAS",2031,0
"RE1","PWRTRN","GAS",2032,0
"RE1","PWRTRN","GAS",2033,0
"RE1","PWRTRN","GAS",2034,0
"RE1","PWRTRN","GAS",2035,0
"RE1","PWRTRN","GAS",2036,0
"RE1","PWRTRN","GAS",2037,0
"RE1","PWRTRN","GAS",2038,0
"RE1","PWRTRN","GAS",2039,0
"RE1","PWRTRN","GAS",2040,0
"RE1","PWRTRN","ELC001",2020,0
"RE1","PWRTRN","ELC001",2021,0
"RE1","PWRTRN","ELC001",2022,0
"RE1","PWRTRN","ELC001",2023,0
"RE1","PWRTRN","ELC001",2024,0
"RE1","PWRTRN","ELC001",2025,0
"RE1","PWRTRN","ELC001",2026,0
"RE1","PWRTRN","ELC001",2027,0
"RE1","PWRTRN","ELC001",2028,0
"RE1","PWRTRN","ELC001",2029,0
"RE1","PWRTRN","ELC001",2030,0
"RE1","PWRTRN","ELC001",2031,0
"RE1","PWRTRN","ELC001",2032,0
"RE1","PWRTRN","ELC001",2033,0
"RE1","PWRTRN","ELC001",2034,0
"RE1","PWRTRN","ELC001",2035,0
"RE1","PWRTRN","ELC001",2036,0
"RE1","PWRTRN","ELC001",2037,0
"RE1","PWRTRN","ELC001",2038,0
"RE1","PWRTRN","ELC001",2039,0
"RE1","PWRTRN","ELC001",2040,0
"RE1","PWRTRN","ELC002",2020,90.1314616755793
"RE1","PWRTRN","ELC002",2021,92.8354055258467
"RE1","PWRTRN","ELC002",2022,95.6204676916221
"RE1","PWRTRN","ELC002",2023,98.4890817223708
"RE1","PWRTRN","ELC002",2024,101.443754174042
"RE1","PWRTRN","ELC002",2025,104.487066772224
"RE1","PWRTRN","ELC002",2026,107.621678845693
"RE1","PWRTRN","ELC002",2027,110.850329129044
"RE1","PWRTRN","ELC002",2028,114.175839007422
"RE1","PWRTRN","ELC002",2029,117.60111422902
"RE1","PWRTRN","ELC002",2030,121.129147609022
"RE1","PWRTRN","ELC002",2031,124.763022094075
