r,t,f,y,InputToNewCapacity
"RE1","PWRTRN","SOL",2025,0
"RE1","PWRTRN","SOL",2026,0
"RE1","PWRTRN","SOL",2027,0
"RE1","PWRTRN","SOL",2028,0
"RE1","PWRTRN","SOL",2029,0
"RE1","PWRTRN","SOL",2030,0
"RE1","PWRTRN","SOL",2031,0
"RE1","PWRTRN","SOL",2032,0
"RE1","PWRTRN","SOL",2033,0
"RE1","PWRTRN","SOL",2034,0
"RE1","PWRTRN","SOL",2035,0
"RE1","PWRTRN","SOL",2036,0
"RE1","PWRTRN","SOL",2037,0
"RE1","PWRTRN","SOL",2038,0
"RE1","PWRTRN","SOL",2039,0
"RE1","PWRTRN","SOL",2040,0
"RE1","PWRTRN","WND",2020,0
"RE1","PWRTRN","WND",2021,0
"RE1","PWRTRN","WND",2022,0
"RE1","PWRTRN","WND",2023,0
"RE1","PWRTRN","WND",2024,0
"RE1","PWRTRN","WND",2025,0
"RE1","PWRTRN","WND",2026,0
"RE1","PWRTRN","WND",2027,0
"RE1","PWRTRN","WND",2028,0
"RE1","PWRTRN","WND",2029,0
"RE1","PWRTRN","WND",2030,0
"RE1","PWRTRN","WND",2031,0
"RE1","PWRTRN","WND",2032,0
"RE1","PWRTRN","WND",2033,0
"RE1","PWRTRN","WND",2034,0
"RE1","PWRTRN","WND",2035,0
"RE1","PWRTRN","WND",2036,0
"RE1","PWRTRN","WND",2037,0
"RE1","PWRTRN","WND",2038,0
"RE1","PWRTRN","WND",2039,0
"RE1","PWRTRN","WND",2040,0
"RE1","PWRTRN","HYD",2020,0
"RE1","PWRTRN","HYD",2021,0
"RE1","PWRTRN","HYD",2022,0
"RE1","PWRTRN","HYD",2023,0
"RE1","PWRTRN","HYD",2024,0
"RE1","PWRTRN","HYD",2025,0
"RE1","PWRTRN","HYD",2026,0
"RE1","PWRTRN","HYD",2027,0
"RE1","PWRTRN","HYD",2028,0
"RE1","PWRTRN","HYD",2029,0
"RE1","PWRTRN","HYD",2030,0
"RE1","PWRTRN","HYD",2031,0
"RE1","PWRTRN","HYD",2032,0
"RE1","PWRTRN","HYD",2033,0
"RE1","PWRTRN","HYD",2034,0
"RE1","PWRTRN","HYD",2035,0
"RE1","PWRTRN","HYD",2036,0
"RE1","PWRTRN","HYD",2037,0
"RE1","PWRTRN","HYD",2038,0
"RE1","PWRTRN","HYD",2039,0
"RE1","PWRTRN","HYD",2040,0
"RE1","MINSOL","COA",2020,0
"RE1","MINSOL","COA",2021,0
"RE1","MINSOL","COA",2022,0
"RE1","MINSOL","COA",2023,0
"RE1","MINSOL","COA",2024,0
"RE1","MINSOL","COA",2025,0
"RE1","MINSOL","COA",2026,0
"RE1","MINSOL","COA",2027,0
"RE1","MINSOL","COA",2028,0
"RE1","MINSOL","COA",2029,0
"RE1","MINSOL","COA",2030,0
"RE1","MINSOL","COA",2031,0
"RE1","MINSOL","COA",2032,0
"RE1","MINSOL","COA",2033,0
"RE1","MINSOL","COA",2034,0
"RE1","MINSOL","COA",2035,0
"RE1","MINSOL","COA",2036,0
"RE1","MINSOL","COA",2037,0
"RE1","MINSOL","COA",2038,0
"RE1","MINSOL","COA",2039,0
"RE1","MINSOL","COA",2040,0
"RE1","MINSOL","GAS",2020,0
"RE1","MINSOL","GAS",2021,0
"RE1","MINSOL","GAS",2022,0
"RE1","MINSOL","GAS",2023,0
"RE1","MINSOL","GAS",2024,0
"RE1","MINSOL","GAS",2025,0
"RE1","MINSOL","GAS",2026,0
"RE1","MINSOL","GAS",2027,0
"RE1","MINSOL","GAS",2028,0
"RE1","MINSOL","GAS",2029,0
"RE1","MINSOL","GAS",2030,0
"RE1","MINSOL","GAS",2031,0
"RE1","MINSOL","GAS",2032,0
"RE1","MINSOL","GAS",2033,0
"RE1","MINSOL","GAS",2034,0
"RE1","MINSOL","GAS",2035,0
"RE1","MINSOL","GAS",2036,0
"RE1","MINSOL","GAS",2037,0
"RE1","MINSOL","GAS",2038,0
"RE1","MINSOL","GAS",2039,0
"RE1","MINSOL","GAS",2040,0
"RE1","MINSOL","ELC001",2020,0
"RE1","MINSOL","ELC001",2021,0
"RE1","MINSOL","ELC001",2022,0
"RE1","MINSOL","ELC001",2023,0
"RE1","MINSOL","ELC001",2024,0
"RE1","MINSOL","ELC001",2025,0
"RE1","MINSOL","ELC001",2026,0
"RE1","MINSOL","ELC001",2027,0
"RE1","MINSOL","ELC001",2028,0
"RE1","MINSOL","ELC001",2029,0
"RE1","MINSOL","ELC001",2030,0
"RE1","MINSOL","ELC001",2031,0
"RE1","MINSOL","ELC001",2032,0
"RE1","MINSOL","ELC001",2033,0
"RE1","MINSOL","ELC001",2034,0
"RE1","MINSOL","ELC001",2035,0
"RE1","MINSOL","ELC001",2036,0
"RE1","MINSOL","ELC001",2037,0
"RE1","MINSOL","ELC001",2038,0
"RE1","MINSOL","ELC001",2039,0
"RE1","MINSOL","ELC001",2040,0
"RE1","MINSOL","ELC002",2020,0
"RE1","MINSOL","ELC002",2021,0
"RE1","MINSOL","ELC002",2022,0
"RE1","MINSOL","ELC002",2023,0
"RE1","MINSOL","ELC002",2024,0
"RE1","MINSOL","ELC002",2025,0
"RE1","MINSOL","ELC002",2026,0
"RE1","MINSOL","ELC002",2027,0
"RE1","MINSOL","ELC002",2028,0
"RE1","MINSOL","ELC002",2029,0
"RE1","MINSOL","ELC002",2030,0
"RE1","MINSOL","ELC002",2031,0
"RE1","MINSOL","ELC002",2032,0
"RE1","MINSOL","ELC002",2033,0
"RE1","MINSOL","ELC002",2034,0
"RE1","MINSOL","ELC002",2035,0
"RE1","MINSOL","ELC002",2036,0
"RE1","MINSOL","ELC002",2037,0
"RE1","MINSOL","ELC002",2038,0
"RE1","MINSOL","ELC002",2039,0
"RE1","MINSOL","ELC002",2040,0
"RE1","MINSOL","SOL",2020,0
"RE1","MINSOL","SOL",2021,0
"RE1","MINSOL","SOL",2022,0
"RE1","MINSOL","SOL",2023,0
"RE1","MINSOL","SOL",2024,0
"RE1","MINSOL","SOL",2025,0
"RE1","MINSOL","SOL",2026,0
"RE1","MINSOL","SOL",2027,0
"RE1","MINSOL","SOL",2028,0
"RE1","MINSOL","SOL",2029,0
"RE1","MINSOL","SOL",2030,0
"RE1","MINSOL","SOL",2031,0
"RE1","MINSOL","SOL",2032,0
"RE1","MINSOL","SOL",2033,0
"RE1","MINSOL","SOL",2034,0
"RE1","MINSOL","SOL",2035,0
"RE1","MINSOL","SOL",2036,0
"RE1","MINSOL","SOL",2037,0
"RE1","MINSOL","SOL",2038,0
"RE1","MINSOL","SOL",2039,0
"RE1","MINSOL","SOL",2040,0
"RE1","MINSOL","WND",2020,0
"RE1","MINSOL","WND",2021,0
"RE1","MINSOL","WND",2022,0
"RE1","MINSOL","WND",2023,0
"RE1","MINSOL","WND",2024,0
"RE1","MINSOL","WND",2025,0
"RE1","MINSOL","WND",2026,0
"RE1","MINSOL","WND",2027,0
"RE1","MINSOL","WND",2028,0
"RE1","MINSOL","WND",2029,0
"RE1","MINSOL","WND",2030,0
"RE1","MINSOL","WND",2031,0
"RE1","MINSOL","WND",2032,0
"RE1","MINSOL","WND",2033,0
"RE1","MINSOL","WND",2034,0
"RE1","MINSOL","WND",2035,0
"RE1","MINSOL","WND",2036,0
"RE1","MINSOL","WND",2037,0
"RE1","MINSOL","WND",2038,0
"RE1","MINSOL","WND",2039,0
"RE1","MINSOL","WND",2040,0
"RE1","MINSOL","HYD",2020,0
"RE1","MINSOL","HYD",2021,0
"RE1","MINSOL","HYD",2022,0
"RE1","MINSOL","HYD",2023,0
"RE1","MINSOL","HYD",2024,0
"RE1","MINSOL","HYD",2025,0
"RE1","MINSOL","HYD",2026,0
"RE1","MINSOL","HYD",2027,0
"RE1","MINSOL","HYD",2028,0
"RE1","MINSOL","HYD",2029,0
"RE1","MINSOL","HYD",2030,0
"RE1","MINSOL","HYD",2031,0
"RE1","MINSOL","HYD",2032,0
"RE1","MINSOL","HYD",2033,0
"RE1","MINSOL","HYD",2034,0
"RE1","MINSOL","HYD",2035,0
"RE1","MINSOL","HYD",2036,0
"RE1","MINSOL","HYD",2037,0
"RE1","MINSOL","HYD",2038,0
"RE1","MINSOL","HYD",2039,0
"RE1","MINSOL","HYD",2040,0
"RE1","MINWND","COA",2020,0
"RE1","MINWND","COA",2021,0
"RE1","MINWND","COA",2022,0
"RE1","MINWND","COA",2023,0
"RE1","MINWND","COA",2024,0
"RE1","MINWND","COA",2025,0
"RE1","MINWND","COA",2026,0
"RE1","MINWND","COA",2027,0
"RE1","MINWND","COA",2028,0
"RE1","MINWND","COA",2029,0
"RE1","MINWND","COA",2030,0
"RE1","MINWND","COA",2031,0
"RE1","MINWND","COA",2032,0
"RE1","MINWND","COA",2033,0
"RE1","MINWND","COA",2034,0
"RE1","MINWND","COA",2035,0
"RE1","MINWND","COA",2036,0
"RE1","MINWND","COA",2037,0
"RE1","MINWND","COA",2038,0
"RE1","MINWND","COA",2039,0
"RE1","MINWND","COA",2040,0
"RE1","MINWND","GAS",2020,0
"RE1","MINWND","GAS",2021,0
"RE1","MINWND","GAS",2022,0
"RE1","MINWND","GAS",2023,0
"RE1","MINWND","GAS",2024,0
"RE1","MINWND","GAS",2025,0
"RE1","MINWND","GAS",2026,0
"RE1","MINWND","GAS",2027,0
"RE1","MINWND","GAS",2028,0
"RE1","MINWND","GAS",2029,0
"RE1","MINWND","GAS",2030,0
"RE1","MINWND","GAS",2031,0
"RE1","MINWND","GAS",2032,0
"RE1","MINWND","GAS",2033,0
"RE1","MINWND","GAS",2034,0
"RE1","MINWND","GAS",2035,0
"RE1","MINWND","GAS",2036,0
"RE1","MINWND","GAS",2037,0
"RE1","MINWND","GAS",2038,0
"RE1","MINWND","GAS",2039,0
"RE1","MINWND","GAS",2040,0
"RE1","MINWND","ELC001",2020,0
"RE1","MINWND","ELC001",2021,0
"RE1","MINWND","ELC001",2022,0
"RE1","MINWND","ELC001",2023,0
"RE1","MINWND","ELC001",2024,0
"RE1","MINWND","ELC001",2025,0
"RE1","MINWND","ELC001",2026,0
"RE1","MINWND","ELC001",2027,0
"RE1","MINWND","ELC001",2028,0
"RE1","MINWND","ELC001",2029,0
"RE1","MINWND","ELC001",2030,0
"RE1","MINWND","ELC001",2031,0
"RE1","MINWND","ELC001",2032,0
"RE1","MINWND","ELC001",2033,0
"RE1","MINWND","ELC001",2034,0
"RE1","MINWND","ELC001",2035,0
"RE1","MINWND","ELC001",2036,0
"RE1","MINWND","ELC001",2037,0
"RE1","MINWND","ELC001",2038,0
"RE1","MINWND","ELC001",2039,0
"RE1","MINWND","ELC001",2040,0
"RE1","MINWND","ELC002",2020,0
"RE1","MINWND","ELC002",2021,0
"RE1","MINWND","ELC002",2022,0
"RE1","MINWND","ELC002",2023,0
"RE1","MINWND","ELC002",2024,0
"RE1","MINWND","ELC002",2025,0
"RE1","MINWND","ELC002",2026,0
"RE1","MINWND","ELC002",2027,0
"RE1","MINWND","ELC002",2028,0
"RE1","MINWND","ELC002",2029,0
"RE1","MINWND","ELC002",2030,0
"RE1","MINWND","ELC002",2031,0
"RE1","MINWND","ELC002",2032,0
"RE1","MINWND","ELC002",2033,0
"RE1","MINWND","ELC002",2034,0
"RE1","MINWND","ELC002",2035,0
"RE1","MINWND","ELC002",2036,0
"RE1","MINWND","ELC002",2037,0
"RE1","MINWND","ELC002",2038,0
"RE1","MINWND","ELC002",2039,0
"RE1","MINWND","ELC002",2040,0
"RE1","MINWND","SOL",2020,0
"RE1","MINWND","SOL",2021,0
"RE1","MINWND","SOL",2022,0
"RE1","MINWND","SOL",2023,0
"RE1","MINWND","SOL",2024,0
"RE1","MINWND","SOL",2025,0
"RE1","MINWND","SOL",2026,0
"RE1","MINWND","SOL",2027,0
"RE1","MINWND","SOL",2028,0
"RE1","MINWND","SOL",2029,0
"RE1","MINWND","SOL",2030,0
"RE1","MINWND","SOL",2031,0
"RE1","MINWND","SOL",2032,0
"RE1","MINWND","SOL",2033,0
"RE1","MINWND","SOL",2034,0
"RE1","MINWND","SOL",2035,0
"RE1","MINWND","SOL",2036,0
"RE1","MINWND","SOL",2037,0
"RE1","MINWND","SOL",2038,0
"RE1","MINWND","SOL",2039,0
"RE1","MINWND","SOL",2040,0
"RE1","MINWND","WND",2020,0
"RE1","MINWND","WND",2021,0
"RE1","MINWND","WND",2022,0
"RE1","MINWND","WND",2023,0
"RE1","MINWND","WND",2024,0
"RE1","MINWND","WND",2025,0
"RE1","MINWND","WND",2026,0
"RE1","MINWND","WND",2027,0
"RE1","MINWND","WND",2028,0
"RE1","MINWND","WND",2029,0
"RE1","MINWND","WND",2030,0
"RE1","MINWND","WND",2031,0
"RE1","MINWND","WND",2032,0
"RE1","MINWND","WND",2033,0
"RE1","MINWND","WND",2034,0
"RE1","MINWND","WND",2035,0
"RE1","MINWND","WND",2036,0
"RE1","MINWND","WND",2037,0
"RE1","MINWND","WND",2038,0
"RE1","MINWND","WND",2039,0
"RE1","MINWND","WND",2040,0
"RE1","MINWND","HYD",2020,0
"RE1","MINWND","HYD",2021,0
"RE1","MINWND","HYD",2022,0
"RE1","MINWND","HYD",2023,0
"RE1","MINWND","HYD",2024,0
"RE1","MINWND","HYD",2025,0
"RE1","MINWND","HYD",2026,0
"RE1","MINWND","HYD",2027,0
"RE1","MINWND","HYD",2028,0
"RE1","MINWND","HYD",2029,0
"RE1","MINWND","HYD",2030,0
"RE1","MINWND","HYD",2031,0
"RE1","MINWND","HYD",2032,0
"RE1","MINWND","HYD",2033,0
"RE1","MINWND","HYD",2034,0
"RE1","MINWND","HYD",2035,0
"RE1","MINWND","HYD",2036,0
"RE1","MINWND","HYD",2037,0
"RE1","MINWND","HYD",2038,0
"RE1","MINWND","HYD",2039,0
"RE1","MINWND","HYD",2040,0
"RE1","PWRSOL","COA",2020,0
"RE1","PWRSOL","COA",2021,0
"RE1","PWRSOL","COA",2022,0
"RE1","PWRSOL","COA",2023,0
"RE1","PWRSOL","COA",2024,0
"RE1","PWRSOL","COA",2025,0
"RE1","PWRSOL","COA",2026,0
"RE1","PWRSOL","COA",2027,0
"RE1","PWRSOL","COA",2028,0
"RE1","PWRSOL","COA",2029,0
"RE1","PWRSOL","COA",2030,0
"RE1","PWRSOL","COA",2031,0
"RE1","PWRSOL","COA",2032,0
"RE1","PWRSOL","COA",2033,0
"RE1","PWRSOL","COA",2034,0
"RE1","PWRSOL","COA",2035,0
"RE1","PWRSOL","COA",2036,0
"RE1","PWRSOL","COA",2037,0
"RE1","PWRSOL","COA",2038,0
"RE1","PWRSOL","COA",2039,0
"RE1","PWRSOL","COA",2040,0
"RE1","PWRSOL","GAS",2020,0
"RE1","PWRSOL","GAS",2021,0
"RE1","PWRSOL","GAS",2022,0
"RE1","PWRSOL","GAS",2023,0
"RE1","PWRSOL","GAS",2024,0
"RE1","PWRSOL","GAS",2025,0
"RE1","PWRSOL","GAS",2026,0
"RE1","PWRSOL","GAS",2027,0
"RE1","PWRSOL","GAS",2028,0
"RE1","PWRSOL","GAS",2029,0
"RE1","PWRSOL","GAS",2030,0
"RE1","PWRSOL","GAS",2031,0
"RE1","PWRSOL","GAS",2032,0
"RE1","PWRSOL","GAS",2033,0
"RE1","PWRSOL","GAS",2034,0
"RE1","PWRSOL","GAS",2035,0
"RE1","PWRSOL","GAS",2036,0
"RE1","PWRSOL","GAS",2037,0
"RE1","PWRSOL","GAS",2038,0
"RE1","PWRSOL","GAS",2039,0
"RE1","PWRSOL","GAS",2040,0
"RE1","PWRSOL","ELC001",2020,0
"RE1","PWRSOL","ELC001",2021,0
"RE1","PWRSOL","ELC001",2022,0
"RE1","PWRSOL","ELC001",2023,0
"RE1","PWRSOL","ELC001",2024,0
"RE1","PWRSOL","ELC001",2025,0
"RE1","PWRSOL","ELC001",2026,0
"RE1","PWRSOL","ELC001",2027,0
"RE1","PWRSOL","ELC001",2028,0
"RE1","PWRSOL","ELC001",2029,0
"RE1","PWRSOL","ELC001",2030,0
"RE1","PWRSOL","ELC001",2031,0
"RE1","PWRSOL","ELC001",2032,0
"RE1","PWRSOL","ELC001",2033,0
"RE1","PWRSOL","ELC001",2034,0
"RE1","PWRSOL","ELC001",2035,0
"RE1","PWRSOL","ELC001",2036,0
"RE1","PWRSOL","ELC001",2037,0
"RE1","PWRSOL","ELC001",2038,0
"RE1","PWRSOL","ELC001",2039,0
"RE1","PWRSOL","ELC001",2040,0
"RE1","PWRSOL","ELC002",2020,0
"RE1","PWRSOL","ELC002",2021,0
"RE1","PWRSOL","ELC002",2022,0
"RE1","PWRSOL","ELC002",2023,0
"RE1","PWRSOL","ELC002",2024,0
"RE1","PWRSOL","ELC002",2025,0
"RE1","PWRSOL","ELC002",2026,0
"RE1","PWRSOL","ELC002",2027,0
"RE1","PWRSOL","ELC002",2028,0
"RE1","PWRSOL","ELC002",2029,0
"RE1","PWRSOL","ELC002",2030,0
"RE1","PWRSOL","ELC002",2031,0
"RE1","PWRSOL","ELC002",2032,0
"RE1","PWRSOL","ELC002",2033,0
"RE1","PWRSOL","ELC002",2034,0
"RE1","PWRSOL","ELC002",2035,0
"RE1","PWRSOL","ELC002",2036,0
"RE1","PWRSOL","ELC002",2037,0
"RE1","PWRSOL","ELC002",2038,0
"RE1","PWRSOL","ELC002",2039,0
"RE1","PWRSOL","ELC002",2040,0
"RE1","PWRSOL","SOL",2020,0
"RE1","PWRSOL","SOL",2021,0
"RE1","PWRSOL","SOL",2022,0
"RE1","PWRSOL","SOL",2023,0
"RE1","PWRSOL","SOL",2024,0
"RE1","PWRSOL","SOL",2025,0
"RE1","PWRSOL","SOL",2026,0
"RE1","PWRSOL","SOL",2027,0
"RE1","PWRSOL","SOL",2028,0
"RE1","PWRSOL","SOL",2029,0
"RE1","PWRSOL","SOL",2030,0
"RE1","PWRSOL","SOL",2031,0
"RE1","PWRSOL","SOL",2032,0
"RE1","PWRSOL","SOL",2033,0
"RE1","PWRSOL","SOL",2034,0
"RE1","PWRSOL","SOL",2035,0
"RE1","PWRSOL","SOL",2036,0
"RE1","PWRSOL","SOL",2037,0
"RE1","PWRSOL","SOL",2038,0
"RE1","PWRSOL","SOL",2039,0
"RE1","PWRSOL","SOL",2040,0
"RE1","PWRSOL","WND",2020,0
"RE1","PWRSOL","WND",2021,0
"RE1","PWRSOL","WND",2022,0
"RE1","PWRSOL","WND",2023,0
"RE1","PWRSOL","WND",2024,0
"RE1","PWRSOL","WND",2025,0
"RE1","PWRSOL","WND",2026,0
"RE1","PWRSOL","WND",2027,0
"RE1","PWRSOL","WND",2028,0
"RE1","PWRSOL","WND",2029,0
"RE1","PWRSOL","WND",2030,0
"RE1","PWRSOL","WND",2031,0
"RE1","PWRSOL","WND",2032,0
"RE1","PWRSOL","WND",2033,0
"RE1","PWRSOL","WND",2034,0
"RE1","PWRSOL","WND",2035,0
"RE1","PWRSOL","WND",2036,0
"RE1","PWRSOL","WND",2037,0
"RE1","PWRSOL","WND",2038,0
"RE1","PWRSOL","WND",2039,0
"RE1","PWRSOL","WND",2040,0
"RE1","PWRSOL","HYD",2020,0
"RE1","PWRSOL","HYD",2021,0
"RE1","PWRSOL","HYD",2022,0
"RE1","PWRSOL","HYD",2023,0
"RE1","PWRSOL","HYD",2024,0
"RE1","PWRSOL","HYD",2025,0
"RE1","PWRSOL","HYD",2026,0
"RE1","PWRSOL","HYD",2027,0
"RE1","PWRSOL","HYD",2028,0
"RE1","PWRSOL","HYD",2029,0
"RE1","PWRSOL","HYD",2030,0
"RE1","PWRSOL","HYD",2031,0
"RE1","PWRSOL","HYD",2032,0
"RE1","PWRSOL","HYD",2033,0
"RE1","PWRSOL","HYD",2034,0
"RE1","PWRSOL","HYD",2035,0
"RE1","PWRSOL","HYD",2036,0
"RE1","PWRSOL","HYD",2037,0
"RE1","PWRSOL","HYD",2038,0
"RE1","PWRSOL","HYD",2039,0
"RE1","PWRSOL","HYD",2040,0
"RE1","PWRWND","COA",2020,0
"RE1","PWRWND","COA",2021,0
"RE1","PWRWND","COA",2022,0
"RE1","PWRWND","COA",2023,0
"RE1","PWRWND","COA",2024,0
"RE1","PWRWND","COA",2025,0
"RE1","PWRWND","COA",2026,0
"RE1","PWRWND","COA",2027,0
"RE1","PWRWND","COA",2028,0
"RE1","PWRWND","COA",2029,0
"RE1","PWRWND","COA",2030,0
"RE1","PWRWND","COA",2031,0
"RE1","PWRWND","COA",2032,0
"RE1","PWRWND","COA",2033,0
"RE1","PWRWND","COA",2034,0
"RE1","PWRWND","COA",2035,0
"RE1","PWRWND","COA",2036,0
"RE1","PWRWND","COA",2037,0
"RE1","PWRWND","COA",2038,0
"RE1","PWRWND","COA",2039,0
"RE1","PWRWND","COA",2040,0
"RE1","PWRWND","GAS",2020,0
"RE1","PWRWND","GAS",2021,0
"RE1","PWRWND","GAS",2022,0
"RE1","PWRWND","GAS",2023,0
"RE1","PWRWND","GAS",2024,0
"RE1","PWRWND","GAS",2025,0
"RE1","PWRWND","GAS",2026,0
"RE1","PWRWND","GAS",2027,0
"RE1","PWRWND","GAS",2028,0
"RE1","PWRWND","GAS",2029,0
"RE1","PWRWND","GAS",2030,0
"RE1","PWRWND","GAS",2031,0
"RE1","PWRWND","GAS",2032,0
"RE1","PWRWND","GAS",2033,0
"RE1","PWRWND","GAS",2034,0
"RE1","PWRWND","GAS",2035,0
"RE1","PWRWND","GAS",2036,0
"RE1","PWRWND","GAS",2037,0
"RE1","PWRWND","GAS",2038,0
"RE1","PWRWND","GAS",2039,0
"RE1","PWRWND","GAS",2040,0
"RE1","PWRWND","ELC001",2020,0
"RE1","PWRWND","ELC001",2021,0
"RE1","PWRWND","ELC001",2022,0
"RE1","PWRWND","ELC001",2023,0
"RE1","PWRWND","ELC001",2024,0
"RE1","PWRWND","ELC001",2025,0
"RE1","PWRWND","ELC001",2026,0
"RE1","PWRWND","ELC001",2027,0
"RE1","PWRWND","ELC001",2028,0
"RE1","PWRWND","ELC001",2029,0
"RE1","PWRWND","ELC001",2030,0
"RE1","PWRWND","ELC001",2031,0
"RE1","PWRWND","ELC001",2032,0
"RE1","PWRWND","ELC001",2033,0
"RE1","PWRWND","ELC001",2034,0
"RE1","PWRWND","ELC001",2035,0
"RE1","PWRWND","ELC001",2036,0
"RE1","PWRWND","ELC001",2037,0
"RE1","PWRWND","ELC001",2038,0
"RE1","PWRWND","ELC001",2039,0
"RE1","PWRWND","ELC001",2040,0
"RE1","PWRWND","ELC002",2020,0
"RE1","PWRWND","ELC002",2021,0
"RE1","PWRWND","ELC002",2022,0
"RE1","PWRWND","ELC002",2023,0
"RE1","PWRWND","ELC002",2024,0
"RE1","PWRWND","ELC002",2025,0
"RE1","PWRWND","ELC002",2026,0
"RE1","PWRWND","ELC002",2027,0
"RE1","PWRWND","ELC002",2028,0
"RE1","PWRWND","ELC002",2029,0
"RE1","PWRWND","ELC002",2030,0
"RE1","PWRWND","ELC002",2031,0
"RE1","PWRWND","ELC002",2032,0
"RE1","PWRWND","ELC002",2033,0
"RE1","PWRWND","ELC002",2034,0
"RE1","PWRWND","ELC002",2035,0
"RE1","PWRWND","ELC002",2036,0
"RE1","PWRWND","ELC002",2037,0
"RE1","PWRWND","ELC002",2038,0
"RE1","PWRWND","ELC002",2039,0
"RE1","PWRWND","ELC002",2040,0
"RE1","PWRWND","SOL",2020,0
"RE1","PWRWND","SOL",2021,0
"RE1","PWRWND","SOL",2022,0
"RE1","PWRWND","SOL",2023,0
"RE1","PWRWND","SOL",2024,0
"RE1","PWRWND","SOL",2025,0
"RE1","PWRWND","SOL",2026,0
"RE1","PWRWND","SOL",2027,0
"RE1","PWRWND","SOL",2028,0
"RE1","PWRWND","SOL",2029,0
"RE1","PWRWND","SOL",2030,0
"RE1","PWRWND","SOL",2031,0
"RE1","PWRWND","SOL",2032,0
"RE1","PWRWND","SOL",2033,0
"RE1","PWRWND","SOL",2034,0
"RE1","PWRWND","SOL",2035,0
"RE1","PWRWND","SOL",2036,0
"RE1","PWRWND","SOL",2037,0
"RE1","PWRWND","SOL",2038,0
"RE1","PWRWND","SOL",2039,0
"RE1","PWRWND","SOL",2040,0
"RE1","PWRWND","WND",2020,0
"RE1","PWRWND","WND",2021,0
"RE1","PWRWND","WND",2022,0
"RE1","PWRWND","WND",2023,0
"RE1","PWRWND","WND",2024,0
"RE1","PWRWND","WND",2025,0
"RE1","PWRWND","WND",2026,0
"RE1","PWRWND","WND",2027,0
"RE1","PWRWND","WND",2028,0
"RE1","PWRWND","WND",2029,0
"RE1","PWRWND","WND",2030,0
"RE1","PWRWND","WND",2031,0
"RE1","PWRWND","WND",2032,0
"RE1","PWRWND","WND",2033,0
"RE1","PWRWND","WND",2034,0
"RE1","PWRWND","WND",2035,0
"RE1","PWRWND","WND",2036,0
"RE1","PWRWND","WND",2037,0
"RE1","PWRWND","WND",2038,0
"RE1","PWRWND","WND",2039,0
"RE1","PWRWND","WND",2040,0
"RE1","PWRWND","HYD",2020,0
"RE1","PWRWND","HYD",2021,0
"RE1","PWRWND","HYD",2022,0
"RE1","PWRWND","HYD",2023,0
"RE1","PWRWND","HYD",2024,0
"RE1","PWRWND","HYD",2025,0
"RE1","PWRWND","HYD",2026,0
"RE1","PWRWND","HYD",2027,0
"RE1","PWRWND","HYD",2028,0
"RE1","PWRWND","HYD",2029,0
"RE1","PWRWND","HYD",2030,0
"RE1","PWRWND","HYD",2031,0
"RE1","PWRWND","HYD",2032,0
"RE1","PWRWND","HYD",2033,0
"RE1","PWRWND","HYD",2034,0
"RE1","PWRWND","HYD",2035,0
"RE1","PWRWND","HYD",2036,0
"RE1","PWRWND","HYD",2037,0
"RE1","PWRWND","HYD",2038,0
"RE1","PWRWND","HYD",2039,0
"RE1","PWRWND","HYD",2040,0
"RE1","MINHYD","COA",2020,0
"RE1","MINHYD","COA",2021,0
"RE1","MINHYD","COA",2022,0
"RE1","MINHYD","COA",2023,0
"RE1","MINHYD","COA",2024,0
"RE1","MINHYD","COA",2025,0
"RE1","MINHYD","COA",2026,0
"RE1","MINHYD","COA",2027,0
"RE1","MINHYD","COA",2028,0
"RE1","MINHYD","COA",2029,0
"RE1","MINHYD","COA",2030,0
"RE1","MINHYD","COA",2031,0
"RE1","MINHYD","COA",2032,0
"RE1","MINHYD","COA",2033,0
"RE1","MINHYD","COA",2034,0
"RE1","MINHYD","COA",2035,0
"RE1","MINHYD","COA",2036,0
"RE1","MINHYD","COA",2037,0
"RE1","MINHYD","COA",2038,0
"RE1","MINHYD","COA",2039,0
"RE1","MINHYD","COA",2040,0
"RE1","MINHYD","GAS",2020,0
"RE1","MINHYD","GAS",2021,0
"RE1","MINHYD","GAS",2022,0
"RE1","MINHYD","GAS",2023,0
"RE1","MINHYD","GAS",2024,0
"RE1","MINHYD","GAS",2025,0
"RE1","MINHYD","GAS",2026,0
"RE1","MINHYD","GAS",2027,0
"RE1","MINHYD","GAS",2028,0
"RE1","MINHYD","GAS",2029,0
"RE1","MINHYD","GAS",2030,0
"RE1","MINHYD","GAS",2031,0
"RE1","MINHYD","GAS",2032,0
"RE1","MINHYD","GAS",2033,0
"RE1","MINHYD","GAS",2034,0
"RE1","MINHYD","GAS",2035,0
"RE1","MINHYD","GAS",2036,0
"RE1","MINHYD","GAS",2037,0
"RE1","MINHYD","GAS",2038,0
"RE1","MINHYD","GAS",2039,0
"RE1","MINHYD","GAS",2040,0
"RE1","MINHYD","ELC001",2020,0
"RE1","MINHYD","ELC001",2021,0
"RE1","MINHYD","ELC001",2022,0
"RE1","MINHYD","ELC001",2023,0
"RE1","MINHYD","ELC001",2024,0
"RE1","MINHYD","ELC001",2025,0
"RE1","MINHYD","ELC001",2026,0
"RE1","MINHYD","ELC001",2027,0
"RE1","MINHYD","ELC001",2028,0
