r,l,t,f,y,ProductionByTechnology
"RE1","S11","PWRWND","HYD",2022,0
"RE1","S11","PWRWND","HYD",2023,0
"RE1","S11","PWRWND","HYD",2024,0
"RE1","S11","PWRWND","HYD",2025,0
"RE1","S11","PWRWND","HYD",2026,0
"RE1","S11","PWRWND","HYD",2027,0
"RE1","S11","PWRWND","HYD",2028,0
"RE1","S11","PWRWND","HYD",2029,0
"RE1","S11","PWRWND","HYD",2030,0
"RE1","S11","PWRWND","HYD",2031,0
"RE1","S11","PWRWND","HYD",2032,0
"RE1","S11","PWRWND","HYD",2033,0
"RE1","S11","PWRWND","HYD",2034,0
"RE1","S11","PWRWND","HYD",2035,0
"RE1","S11","PWRWND","HYD",2036,0
"RE1","S11","PWRWND","HYD",2037,0
"RE1","S11","PWRWND","HYD",2038,0
"RE1","S11","PWRWND","HYD",2039,0
"RE1","S11","PWRWND","HYD",2040,0
"RE1","S11","MINHYD","COA",2020,0
"RE1","S11","MINHYD","COA",2021,0
"RE1","S11","MINHYD","COA",2022,0
"RE1","S11","MINHYD","COA",2023,0
"RE1","S11","MINHYD","COA",2024,0
"RE1","S11","MINHYD","COA",2025,0
"RE1","S11","MINHYD","COA",2026,0
"RE1","S11","MINHYD","COA",2027,0
"RE1","S11","MINHYD","COA",2028,0
"RE1","S11","MINHYD","COA",2029,0
"RE1","S11","MINHYD","COA",2030,0
"RE1","S11","MINHYD","COA",2031,0
"RE1","S11","MINHYD","COA",2032,0
"RE1","S11","MINHYD","COA",2033,0
"RE1","S11","MINHYD","COA",2034,0
"RE1","S11","MINHYD","COA",2035,0
"RE1","S11","MINHYD","COA",2036,0
"RE1","S11","MINHYD","COA",2037,0
"RE1","S11","MINHYD","COA",2038,0
"RE1","S11","MINHYD","COA",2039,0
"RE1","S11","MINHYD","COA",2040,0
"RE1","S11","MINHYD","GAS",2020,0
"RE1","S11","MINHYD","GAS",2021,0
"RE1","S11","MINHYD","GAS",2022,0
"RE1","S11","MINHYD","GAS",2023,0
"RE1","S11","MINHYD","GAS",2024,0
"RE1","S11","MINHYD","GAS",2025,0
"RE1","S11","MINHYD","GAS",2026,0
"RE1","S11","MINHYD","GAS",2027,0
"RE1","S11","MINHYD","GAS",2028,0
"RE1","S11","MINHYD","GAS",2029,0
"RE1","S11","MINHYD","GAS",2030,0
"RE1","S11","MINHYD","GAS",2031,0
"RE1","S11","MINHYD","GAS",2032,0
"RE1","S11","MINHYD","GAS",2033,0
"RE1","S11","MINHYD","GAS",2034,0
"RE1","S11","MINHYD","GAS",2035,0
"RE1","S11","MINHYD","GAS",2036,0
"RE1","S11","MINHYD","GAS",2037,0
"RE1","S11","MINHYD","GAS",2038,0
"RE1","S11","MINHYD","GAS",2039,0
"RE1","S11","MINHYD","GAS",2040,0
"RE1","S11","MINHYD","ELC001",2020,0
"RE1","S11","MINHYD","ELC001",2021,0
"RE1","S11","MINHYD","ELC001",2022,0
"RE1","S11","MINHYD","ELC001",2023,0
"RE1","S11","MINHYD","ELC001",2024,0
"RE1","S11","MINHYD","ELC001",2025,0
"RE1","S11","MINHYD","ELC001",2026,0
"RE1","S11","MINHYD","ELC001",2027,0
"RE1","S11","MINHYD","ELC001",2028,0
"RE1","S11","MINHYD","ELC001",2029,0
"RE1","S11","MINHYD","ELC001",2030,0
"RE1","S11","MINHYD","ELC001",2031,0
"RE1","S11","MINHYD","ELC001",2032,0
"RE1","S11","MINHYD","ELC001",2033,0
"RE1","S11","MINHYD","ELC001",2034,0
"RE1","S11","MINHYD","ELC001",2035,0
"RE1","S11","MINHYD","ELC001",2036,0
"RE1","S11","MINHYD","ELC001",2037,0
"RE1","S11","MINHYD","ELC001",2038,0
"RE1","S11","MINHYD","ELC001",2039,0
"RE1","S11","MINHYD","ELC001",2040,0
"RE1","S11","MINHYD","ELC002",2020,0
"RE1","S11","MINHYD","ELC002",2021,0
"RE1","S11","MINHYD","ELC002",2022,0
"RE1","S11","MINHYD","ELC002",2023,0
"RE1","S11","MINHYD","ELC002",2024,0
"RE1","S11","MINHYD","ELC002",2025,0
"RE1","S11","MINHYD","ELC002",2026,0
"RE1","S11","MINHYD","ELC002",2027,0
"RE1","S11","MINHYD","ELC002",2028,0
"RE1","S11","MINHYD","ELC002",2029,0
"RE1","S11","MINHYD","ELC002",2030,0
"RE1","S11","MINHYD","ELC002",2031,0
"RE1","S11","MINHYD","ELC002",2032,0
"RE1","S11","MINHYD","ELC002",2033,0
"RE1","S11","MINHYD","ELC002",2034,0
"RE1","S11","MINHYD","ELC002",2035,0
"RE1","S11","MINHYD","ELC002",2036,0
"RE1","S11","MINHYD","ELC002",2037,0
"RE1","S11","MINHYD","ELC002",2038,0
"RE1","S11","MINHYD","ELC002",2039,0
"RE1","S11","MINHYD","ELC002",2040,0
"RE1","S11","MINHYD","SOL",2020,0
"RE1","S11","MINHYD","SOL",2021,0
"RE1","S11","MINHYD","SOL",2022,0
"RE1","S11","MINHYD","SOL",2023,0
"RE1","S11","MINHYD","SOL",2024,0
"RE1","S11","MINHYD","SOL",2025,0
"RE1","S11","MINHYD","SOL",2026,0
"RE1","S11","MINHYD","SOL",2027,0
"RE1","S11","MINHYD","SOL",2028,0
"RE1","S11","MINHYD","SOL",2029,0
"RE1","S11","MINHYD","SOL",2030,0
"RE1","S11","MINHYD","SOL",2031,0
"RE1","S11","MINHYD","SOL",2032,0
"RE1","S11","MINHYD","SOL",2033,0
"RE1","S11","MINHYD","SOL",2034,0
"RE1","S11","MINHYD","SOL",2035,0
"RE1","S11","MINHYD","SOL",2036,0
"RE1","S11","MINHYD","SOL",2037,0
"RE1","S11","MINHYD","SOL",2038,0
"RE1","S11","MINHYD","SOL",2039,0
"RE1","S11","MINHYD","SOL",2040,0
"RE1","S11","MINHYD","WND",2020,0
"RE1","S11","MINHYD","WND",2021,0
"RE1","S11","MINHYD","WND",2022,0
"RE1","S11","MINHYD","WND",2023,0
"RE1","S11","MINHYD","WND",2024,0
"RE1","S11","MINHYD","WND",2025,0
"RE1","S11","MINHYD","WND",2026,0
"RE1","S11","MINHYD","WND",2027,0
"RE1","S11","MINHYD","WND",2028,0
"RE1","S11","MINHYD","WND",2029,0
"RE1","S11","MINHYD","WND",2030,0
"RE1","S11","MINHYD","WND",2031,0
"RE1","S11","MINHYD","WND",2032,0
"RE1","S11","MINHYD","WND",2033,0
"RE1","S11","MINHYD","WND",2034,0
"RE1","S11","MINHYD","WND",2035,0
"RE1","S11","MINHYD","WND",2036,0
"RE1","S11","MINHYD","WND",2037,0
"RE1","S11","MINHYD","WND",2038,0
"RE1","S11","MINHYD","WND",2039,0
"RE1","S11","MINHYD","WND",2040,0
"RE1","S11","MINHYD","HYD",2020,26.8529411764706
"RE1","S11","MINHYD","HYD",2021,27.6585294117647
"RE1","S11","MINHYD","HYD",2022,28.4882852941176
"RE1","S11","MINHYD","HYD",2023,29.3429338529412
"RE1","S11","MINHYD","HYD",2024,30.2232218685294
"RE1","S11","MINHYD","HYD",2025,31.1299185165294
"RE1","S11","MINHYD","HYD",2026,32.0638160929706
"RE1","S11","MINHYD","HYD",2027,33.0257305513235
"RE1","S11","MINHYD","HYD",2028,34.0165024692059
"RE1","S11","MINHYD","HYD",2029,35.0369975585882
"RE1","S11","MINHYD","HYD",2030,36.0881074713824
"RE1","S11","MINHYD","HYD",2031,37.1707507124412
"RE1","S11","MINHYD","HYD",2032,38.2858732303235
"RE1","S11","MINHYD","HYD",2033,39.4344494108529
"RE1","S11","MINHYD","HYD",2034,40.6174829095588
"RE1","S11","MINHYD","HYD",2035,41.8360074035588
"RE1","S11","MINHYD","HYD",2036,43.0910876119706
"RE1","S11","MINHYD","HYD",2037,44.3838202357647
"RE1","S11","MINHYD","HYD",2038,45.7153348439117
"RE1","S11","MINHYD","HYD",2039,47.0867948937941
"RE1","S11","MINHYD","HYD",2040,48.4993987516177
"RE1","S11","PWRHYD","COA",2020,0
"RE1","S11","PWRHYD","COA",2021,0
"RE1","S11","PWRHYD","COA",2022,0
"RE1","S11","PWRHYD","COA",2023,0
"RE1","S11","PWRHYD","COA",2024,0
"RE1","S11","PWRHYD","COA",2025,0
"RE1","S11","PWRHYD","COA",2026,0
"RE1","S11","PWRHYD","COA",2027,0
"RE1","S11","PWRHYD","COA",2028,0
"RE1","S11","PWRHYD","COA",2029,0
"RE1","S11","PWRHYD","COA",2030,0
"RE1","S11","PWRHYD","COA",2031,0
"RE1","S11","PWRHYD","COA",2032,0
"RE1","S11","PWRHYD","COA",2033,0
"RE1","S11","PWRHYD","COA",2034,0
"RE1","S11","PWRHYD","COA",2035,0
"RE1","S11","PWRHYD","COA",2036,0
"RE1","S11","PWRHYD","COA",2037,0
"RE1","S11","PWRHYD","COA",2038,0
"RE1","S11","PWRHYD","COA",2039,0
"RE1","S11","PWRHYD","COA",2040,0
"RE1","S11","PWRHYD","GAS",2020,0
"RE1","S11","PWRHYD","GAS",2021,0
"RE1","S11","PWRHYD","GAS",2022,0
"RE1","S11","PWRHYD","GAS",2023,0
"RE1","S11","PWRHYD","GAS",2024,0
"RE1","S11","PWRHYD","GAS",2025,0
"RE1","S11","PWRHYD","GAS",2026,0
"RE1","S11","PWRHYD","GAS",2027,0
"RE1","S11","PWRHYD","GAS",2028,0
"RE1","S11","PWRHYD","GAS",2029,0
"RE1","S11","PWRHYD","GAS",2030,0
"RE1","S11","PWRHYD","GAS",2031,0
"RE1","S11","PWRHYD","GAS",2032,0
"RE1","S11","PWRHYD","GAS",2033,0
"RE1","S11","PWRHYD","GAS",2034,0
"RE1","S11","PWRHYD","GAS",2035,0
"RE1","S11","PWRHYD","GAS",2036,0
"RE1","S11","PWRHYD","GAS",2037,0
"RE1","S11","PWRHYD","GAS",2038,0
"RE1","S11","PWRHYD","GAS",2039,0
"RE1","S11","PWRHYD","GAS",2040,0
"RE1","S11","PWRHYD","ELC001",2020,26.8529411764706
"RE1","S11","PWRHYD","ELC001",2021,27.6585294117647
"RE1","S11","PWRHYD","ELC001",2022,28.4882852941176
"RE1","S11","PWRHYD","ELC001",2023,29.3429338529412
"RE1","S11","PWRHYD","ELC001",2024,30.2232218685294
"RE1","S11","PWRHYD","ELC001",2025,31.1299185165294
"RE1","S11","PWRHYD","ELC001",2026,32.0638160929706
"RE1","S11","PWRHYD","ELC001",2027,33.0257305513235
"RE1","S11","PWRHYD","ELC001",2028,34.0165024692059
"RE1","S11","PWRHYD","ELC001",2029,35.0369975585882
"RE1","S11","PWRHYD","ELC001",2030,36.0881074713824
"RE1","S11","PWRHYD","ELC001",2031,37.1707507124412
"RE1","S11","PWRHYD","ELC001",2032,38.2858732303235
"RE1","S11","PWRHYD","ELC001",2033,39.4344494108529
"RE1","S11","PWRHYD","ELC001",2034,40.6174829095588
"RE1","S11","PWRHYD","ELC001",2035,41.8360074035588
"RE1","S11","PWRHYD","ELC001",2036,43.0910876119706
"RE1","S11","PWRHYD","ELC001",2037,44.3838202357647
"RE1","S11","PWRHYD","ELC001",2038,45.7153348439117
"RE1","S11","PWRHYD","ELC001",2039,47.0867948937941
"RE1","S11","PWRHYD","ELC001",2040,48.4993987516177
"RE1","S11","PWRHYD","ELC002",2020,0
"RE1","S11","PWRHYD","ELC002",2021,0
"RE1","S11","PWRHYD","ELC002",2022,0
"RE1","S11","PWRHYD","ELC002",2023,0
"RE1","S11","PWRHYD","ELC002",2024,0
"RE1","S11","PWRHYD","ELC002",2025,0
"RE1","S11","PWRHYD","ELC002",2026,0
"RE1","S11","PWRHYD","ELC002",2027,0
"RE1","S11","PWRHYD","ELC002",2028,0
"RE1","S11","PWRHYD","ELC002",2029,0
"RE1","S11","PWRHYD","ELC002",2030,0
"RE1","S11","PWRHYD","ELC002",2031,0
"RE1","S11","PWRHYD","ELC002",2032,0
"RE1","S11","PWRHYD","ELC002",2033,0
"RE1","S11","PWRHYD","ELC002",2034,0
"RE1","S11","PWRHYD","ELC002",2035,0
"RE1","S11","PWRHYD","ELC002",2036,0
"RE1","S11","PWRHYD","ELC002",2037,0
"RE1","S11","PWRHYD","ELC002",2038,0
"RE1","S11","PWRHYD","ELC002",2039,0
"RE1","S11","PWRHYD","ELC002",2040,0
"RE1","S11","PWRHYD","SOL",2020,0
"RE1","S11","PWRHYD","SOL",2021,0
"RE1","S11","PWRHYD","SOL",2022,0
"RE1","S11","PWRHYD","SOL",2023,0
"RE1","S11","PWRHYD","SOL",2024,0
"RE1","S11","PWRHYD","SOL",2025,0
"RE1","S11","PWRHYD","SOL",2026,0
"RE1","S11","PWRHYD","SOL",2027,0
"RE1","S11","PWRHYD","SOL",2028,0
"RE1","S11","PWRHYD","SOL",2029,0
"RE1","S11","PWRHYD","SOL",2030,0
"RE1","S11","PWRHYD","SOL",2031,0
"RE1","S11","PWRHYD","SOL",2032,0
"RE1","S11","PWRHYD","SOL",2033,0
"RE1","S11","PWRHYD","SOL",2034,0
"RE1","S11","PWRHYD","SOL",2035,0
"RE1","S11","PWRHYD","SOL",2036,0
"RE1","S11","PWRHYD","SOL",2037,0
"RE1","S11","PWRHYD","SOL",2038,0
"RE1","S11","PWRHYD","SOL",2039,0
"RE1","S11","PWRHYD","SOL",2040,0
"RE1","S11","PWRHYD","WND",2020,0
"RE1","S11","PWRHYD","WND",2021,0
"RE1","S11","PWRHYD","WND",2022,0
"RE1","S11","PWRHYD","WND",2023,0
"RE1","S11","PWRHYD","WND",2024,0
"RE1","S11","PWRHYD","WND",2025,0
"RE1","S11","PWRHYD","WND",2026,0
"RE1","S11","PWRHYD","WND",2027,0
"RE1","S11","PWRHYD","WND",2028,0
"RE1","S11","PWRHYD","WND",2029,0
"RE1","S11","PWRHYD","WND",2030,0
"RE1","S11","PWRHYD","WND",2031,0
"RE1","S11","PWRHYD","WND",2032,0
"RE1","S11","PWRHYD","WND",2033,0
"RE1","S11","PWRHYD","WND",2034,0
"RE1","S11","PWRHYD","WND",2035,0
"RE1","S11","PWRHYD","WND",2036,0
"RE1","S11","PWRHYD","WND",2037,0
"RE1","S11","PWRHYD","WND",2038,0
"RE1","S11","PWRHYD","WND",2039,0
"RE1","S11","PWRHYD","WND",2040,0
"RE1","S11","PWRHYD","HYD",2020,0
"RE1","S11","PWRHYD","HYD",2021,0
"RE1","S11","PWRHYD","HYD",2022,0
"RE1","S11","PWRHYD","HYD",2023,0
"RE1","S11","PWRHYD","HYD",2024,0
"RE1","S11","PWRHYD","HYD",2025,0
"RE1","S11","PWRHYD","HYD",2026,0
"RE1","S11","PWRHYD","HYD",2027,0
"RE1","S11","PWRHYD","HYD",2028,0
"RE1","S11","PWRHYD","HYD",2029,0
"RE1","S11","PWRHYD","HYD",2030,0
"RE1","S11","PWRHYD","HYD",2031,0
"RE1","S11","PWRHYD","HYD",2032,0
"RE1","S11","PWRHYD","HYD",2033,0
"RE1","S11","PWRHYD","HYD",2034,0
"RE1","S11","PWRHYD","HYD",2035,0
"RE1","S11","PWRHYD","HYD",2036,0
"RE1","S11","PWRHYD","HYD",2037,0
"RE1","S11","PWRHYD","HYD",2038,0
"RE1","S11","PWRHYD","HYD",2039,0
"RE1","S11","PWRHYD","HYD",2040,0
"RE1","S12","MINCOA","COA",2020,0
"RE1","S12","MINCOA","COA",2021,0
"RE1","S12","MINCOA","COA",2022,0
"RE1","S12","MINCOA","COA",2023,0
"RE1","S12","MINCOA","COA",2024,0
"RE1","S12","MINCOA","COA",2025,0
"RE1","S12","MINCOA","COA",2026,0
"RE1","S12","MINCOA","COA",2027,0
"RE1","S12","MINCOA","COA",2028,0
"RE1","S12","MINCOA","COA",2029,0
"RE1","S12","MINCOA","COA",2030,0
"RE1","S12","MINCOA","COA",2031,0
"RE1","S12","MINCOA","COA",2032,0
"RE1","S12","MINCOA","COA",2033,0
"RE1","S12","MINCOA","COA",2034,0
"RE1","S12","MINCOA","COA",2035,0
"RE1","S12","MINCOA","COA",2036,0
"RE1","S12","MINCOA","COA",2037,0
"RE1","S12","MINCOA","COA",2038,0
"RE1","S12","MINCOA","COA",2039,0
"RE1","S12","MINCOA","COA",2040,0
"RE1","S12","MINCOA","GAS",2020,0
"RE1","S12","MINCOA","GAS",2021,0
"RE1","S12","MINCOA","GAS",2022,0
"RE1","S12","MINCOA","GAS",2023,0
"RE1","S12","MINCOA","GAS",2024,0
"RE1","S12","MINCOA","GAS",2025,0
"RE1","S12","MINCOA","GAS",2026,0
"RE1","S12","MINCOA","GAS",2027,0
"RE1","S12","MINCOA","GAS",2028,0
"RE1","S12","MINCOA","GAS",2029,0
"RE1","S12","MINCOA","GAS",2030,0
"RE1","S12","MINCOA","GAS",2031,0
"RE1","S12","MINCOA","GAS",2032,0
"RE1","S12","MINCOA","GAS",2033,0
"RE1","S12","MINCOA","GAS",2034,0
"RE1","S12","MINCOA","GAS",2035,0
"RE1","S12","MINCOA","GAS",2036,0
"RE1","S12","MINCOA","GAS",2037,0
"RE1","S12","MINCOA","GAS",2038,0
"RE1","S12","MINCOA","GAS",2039,0
"RE1","S12","MINCOA","GAS",2040,0
"RE1","S12","MINCOA","ELC001",2020,0
"RE1","S12","MINCOA","ELC001",2021,0
"RE1","S12","MINCOA","ELC001",2022,0
"RE1","S12","MINCOA","ELC001",2023,0
"RE1","S12","MINCOA","ELC001",2024,0
"RE1","S12","MINCOA","ELC001",2025,0
"RE1","S12","MINCOA","ELC001",2026,0
"RE1","S12","MINCOA","ELC001",2027,0
"RE1","S12","MINCOA","ELC001",2028,0
"RE1","S12","MINCOA","ELC001",2029,0
"RE1","S12","MINCOA","ELC001",2030,0
"RE1","S12","MINCOA","ELC001",2031,0
"RE1","S12","MINCOA","ELC001",2032,0
"RE1","S12","MINCOA","ELC001",2033,0
"RE1","S12","MINCOA","ELC001",2034,0
"RE1","S12","MINCOA","ELC001",2035,0
"RE1","S12","MINCOA","ELC001",2036,0
"RE1","S12","MINCOA","ELC001",2037,0
"RE1","S12","MINCOA","ELC001",2038,0
"RE1","S12","MINCOA","ELC001",2039,0
"RE1","S12","MINCOA","ELC001",2040,0
"RE1","S12","MINCOA","ELC002",2020,0
"RE1","S12","MINCOA","ELC002",2021,0
"RE1","S12","MINCOA","ELC002",2022,0
"RE1","S12","MINCOA","ELC002",2023,0
"RE1","S12","MINCOA","ELC002",2024,0
"RE1","S12","MINCOA","ELC002",2025,0
"RE1","S12","MINCOA","ELC002",2026,0
"RE1","S12","MINCOA","ELC002",2027,0
"RE1","S12","MINCOA","ELC002",2028,0
"RE1","S12","MINCOA","ELC002",2029,0
"RE1","S12","MINCOA","ELC002",2030,0
"RE1","S12","MINCOA","ELC002",2031,0
"RE1","S12","MINCOA","ELC002",2032,0
"RE1","S12","MINCOA","ELC002",2033,0
"RE1","S12","MINCOA","ELC002",2034,0
"RE1","S12","MINCOA","ELC002",2035,0
"RE1","S12","MINCOA","ELC002",2036,0
"RE1","S12","MINCOA","ELC002",2037,0
"RE1","S12","MINCOA","ELC002",2038,0
"RE1","S12","MINCOA","ELC002",2039,0
"RE1","S12","MINCOA","ELC002",2040,0
"RE1","S12","MINCOA","SOL",2020,0
"RE1","S12","MINCOA","SOL",2021,0
"RE1","S12","MINCOA","SOL",2022,0
"RE1","S12","MINCOA","SOL",2023,0
"RE1","S12","MINCOA","SOL",2024,0
"RE1","S12","MINCOA","SOL",2025,0
"RE1","S12","MINCOA","SOL",2026,0
"RE1","S12","MINCOA","SOL",2027,0
"RE1","S12","MINCOA","SOL",2028,0
"RE1","S12","MINCOA","SOL",2029,0
"RE1","S12","MINCOA","SOL",2030,0
"RE1","S12","MINCOA","SOL",2031,0
"RE1","S12","MINCOA","SOL",2032,0
"RE1","S12","MINCOA","SOL",2033,0
"RE1","S12","MINCOA","SOL",2034,0
"RE1","S12","MINCOA","SOL",2035,0
"RE1","S12","MINCOA","SOL",2036,0
"RE1","S12","MINCOA","SOL",2037,0
"RE1","S12","MINCOA","SOL",2038,0
"RE1","S12","MINCOA","SOL",2039,0
"RE1","S12","MINCOA","SOL",2040,0
"RE1","S12","MINCOA","WND",2020,0
"RE1","S12","MINCOA","WND",2021,0
"RE1","S12","MINCOA","WND",2022,0
"RE1","S12","MINCOA","WND",2023,0
"RE1","S12","MINCOA","WND",2024,0
"RE1","S12","MINCOA","WND",2025,0
"RE1","S12","MINCOA","WND",2026,0
"RE1","S12","MINCOA","WND",2027,0
"RE1","S12","MINCOA","WND",2028,0
"RE1","S12","MINCOA","WND",2029,0
"RE1","S12","MINCOA","WND",2030,0
"RE1","S12","MINCOA","WND",2031,0
"RE1","S12","MINCOA","WND",2032,0
"RE1","S12","MINCOA","WND",2033,0
"RE1","S12","MINCOA","WND",2034,0
"RE1","S12","MINCOA","WND",2035,0
"RE1","S12","MINCOA","WND",2036,0
"RE1","S12","MINCOA","WND",2037,0
"RE1","S12","MINCOA","WND",2038,0
"RE1","S12","MINCOA","WND",2039,0
"RE1","S12","MINCOA","WND",2040,0
"RE1","S12","MINCOA","HYD",2020,0
"RE1","S12","MINCOA","HYD",2021,0
"RE1","S12","MINCOA","HYD",2022,0
"RE1","S12","MINCOA","HYD",2023,0
"RE1","S12","MINCOA","HYD",2024,0
"RE1","S12","MINCOA","HYD",2025,0
"RE1","S12","MINCOA","HYD",2026,0
"RE1","S12","MINCOA","HYD",2027,0
"RE1","S12","MINCOA","HYD",2028,0
"RE1","S12","MINCOA","HYD",2029,0
"RE1","S12","MINCOA","HYD",2030,0
"RE1","S12","MINCOA","HYD",2031,0
"RE1","S12","MINCOA","HYD",2032,0
"RE1","S12","MINCOA","HYD",2033,0
"RE1","S12","MINCOA","HYD",2034,0
"RE1","S12","MINCOA","HYD",2035,0
"RE1","S12","MINCOA","HYD",2036,0
"RE1","S12","MINCOA","HYD",2037,0
"RE1","S12","MINCOA","HYD",2038,0
"RE1","S12","MINCOA","HYD",2039,0
"RE1","S12","MINCOA","HYD",2040,0
"RE1","S12","MINGAS","COA",2020,0
"RE1","S12","MINGAS","COA",2021,0
"RE1","S12","MINGAS","COA",2022,0
"RE1","S12","MINGAS","COA",2023,0
"RE1","S12","MINGAS","COA",2024,0
"RE1","S12","MINGAS","COA",2025,0
"RE1","S12","MINGAS","COA",2026,0
"RE1","S12","MINGAS","COA",2027,0
"RE1","S12","MINGAS","COA",2028,0
"RE1","S12","MINGAS","COA",2029,0
"RE1","S12","MINGAS","COA",2030,0
"RE1","S12","MINGAS","COA",2031,0
"RE1","S12","MINGAS","COA",2032,0
"RE1","S12","MINGAS","COA",2033,0
"RE1","S12","MINGAS","COA",2034,0
"RE1","S12","MINGAS","COA",2035,0
"RE1","S12","MINGAS","COA",2036,0
"RE1","S12","MINGAS","COA",2037,0
"RE1","S12","MINGAS","COA",2038,0
"RE1","S12","MINGAS","COA",2039,0
"RE1","S12","MINGAS","COA",2040,0
"RE1","S12","MINGAS","GAS",2020,0
"RE1","S12","MINGAS","GAS",2021,0
"RE1","S12","MINGAS","GAS",2022,0
"RE1","S12","MINGAS","GAS",2023,0
"RE1","S12","MINGAS","GAS",2024,0
"RE1","S12","MINGAS","GAS",2025,0
"RE1","S12","MINGAS","GAS",2026,0
"RE1","S12","MINGAS","GAS",2027,0
"RE1","S12","MINGAS","GAS",2028,0
"RE1","S12","MINGAS","GAS",2029,0
"RE1","S12","MINGAS","GAS",2030,0
"RE1","S12","MINGAS","GAS",2031,0
"RE1","S12","MINGAS","GAS",2032,0
"RE1","S12","MINGAS","GAS",2033,0
"RE1","S12","MINGAS","GAS",2034,0
"RE1","S12","MINGAS","GAS",2035,0
"RE1","S12","MINGAS","GAS",2036,0
"RE1","S12","MINGAS","GAS",2037,0
"RE1","S12","MINGAS","GAS",2038,0
"RE1","S12","MINGAS","GAS",2039,0
"RE1","S12","MINGAS","GAS",2040,0
"RE1","S12","MINGAS","ELC001",2020,0
"RE1","S12","MINGAS","ELC001",2021,0
"RE1","S12","MINGAS","ELC001",2022,0
"RE1","S12","MINGAS","ELC001",2023,0
"RE1","S12","MINGAS","ELC001",2024,0
"RE1","S12","MINGAS","ELC001",2025,0
"RE1","S12","MINGAS","ELC001",2026,0
"RE1","S12","MINGAS","ELC001",2027,0
"RE1","S12","MINGAS","ELC001",2028,0
"RE1","S12","MINGAS","ELC001",2029,0
"RE1","S12","MINGAS","ELC001",2030,0
"RE1","S12","MINGAS","ELC001",2031,0
"RE1","S12","MINGAS","ELC001",2032,0
"RE1","S12","MINGAS","ELC001",2033,0
"RE1","S12","MINGAS","ELC001",2034,0
"RE1","S12","MINGAS","ELC001",2035,0
"RE1","S12","MINGAS","ELC001",2036,0
"RE1","S12","MINGAS","ELC001",2037,0
"RE1","S12","MINGAS","ELC001",2038,0
"RE1","S12","MINGAS","ELC001",2039,0
"RE1","S12","MINGAS","ELC001",2040,0
"RE1","S12","MINGAS","ELC002",2020,0
"RE1","S12","MINGAS","ELC002",2021,0
"RE1","S12","MINGAS","ELC002",2022,0
"RE1","S12","MINGAS","ELC002",2023,0
"RE1","S12","MINGAS","ELC002",2024,0
"RE1","S12","MINGAS","ELC002",2025,0
"RE1","S12","MINGAS","ELC002",2026,0
"RE1","S12","MINGAS","ELC002",2027,0
"RE1","S12","MINGAS","ELC002",2028,0
"RE1","S12","MINGAS","ELC002",2029,0
"RE1","S12","MINGAS","ELC002",2030,0
"RE1","S12","MINGAS","ELC002",2031,0
"RE1","S12","MINGAS","ELC002",2032,0
"RE1","S12","MINGAS","ELC002",2033,0
"RE1","S12","MINGAS","ELC002",2034,0
"RE1","S12","MINGAS","ELC002",2035,0
"RE1","S12","MINGAS","ELC002",2036,0
"RE1","S12","MINGAS","ELC002",2037,0
"RE1","S12","MINGAS","ELC002",2038,0
"RE1","S12","MINGAS","ELC002",2039,0
"RE1","S12","MINGAS","ELC002",2040,0
"RE1","S12","MINGAS","SOL",2020,0
"RE1","S12","MINGAS","SOL",2021,0
"RE1","S12","MINGAS","SOL",2022,0
"RE1","S12","MINGAS","SOL",2023,0
"RE1","S12","MINGAS","SOL",2024,0
"RE1","S12","MINGAS","SOL",2025,0
"RE1","S12","MINGAS","SOL",2026,0
"RE1","S12","MINGAS","SOL",2027,0
"RE1","S12","MINGAS","SOL",2028,0
"RE1","S12","MINGAS","SOL",2029,0
"RE1","S12","MINGAS","SOL",2030,0
"RE1","S12","MINGAS","SOL",2031,0
"RE1","S12","MINGAS","SOL",2032,0
"RE1","S12","MINGAS","SOL",2033,0
"RE1","S12","MINGAS","SOL",2034,0
"RE1","S12","MINGAS","SOL",2035,0
"RE1","S12","MINGAS","SOL",2036,0
"RE1","S12","MINGAS","SOL",2037,0
"RE1","S12","MINGAS","SOL",2038,0
"RE1","S12","MINGAS","SOL",2039,0
"RE1","S12","MINGAS","SOL",2040,0
"RE1","S12","MINGAS","WND",2020,0
"RE1","S12","MINGAS","WND",2021,0
"RE1","S12","MINGAS","WND",2022,0
"RE1","S12","MINGAS","WND",2023,0
"RE1","S12","MINGAS","WND",2024,0
"RE1","S12","MINGAS","WND",2025,0
"RE1","S12","MINGAS","WND",2026,0
"RE1","S12","MINGAS","WND",2027,0
"RE1","S12","MINGAS","WND",2028,0
"RE1","S12","MINGAS","WND",2029,0
"RE1","S12","MINGAS","WND",2030,0
"RE1","S12","MINGAS","WND",2031,0
"RE1","S12","MINGAS","WND",2032,0
"RE1","S12","MINGAS","WND",2033,0
"RE1","S12","MINGAS","WND",2034,0
"RE1","S12","MINGAS","WND",2035,0
"RE1","S12","MINGAS","WND",2036,0
"RE1","S12","MINGAS","WND",2037,0
"RE1","S12","MINGAS","WND",2038,0
"RE1","S12","MINGAS","WND",2039,0
"RE1","S12","MINGAS","WND",2040,0
"RE1","S12","MINGAS","HYD",2020,0
"RE1","S12","MINGAS","HYD",2021,0
"RE1","S12","MINGAS","HYD",2022,0
"RE1","S12","MINGAS","HYD",2023,0
